DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'112908",12,11,109,86,12.2,706,11,1.6,83,683,12.2,160,22.7,12,1.7,2,0.3,50,7.1,476,67.4,350,49.6,2,0.3,33,4.7,289,40.9,8,1.1,12,1.7,7,1,163,23.1,356,50.4,14,2,31,4.4,230,32.6,0,0,393,55.7,105,14.9,706,100,17,2.4,370,52.4,160,22.6,33,4.7,108,15.2
"'112909",2,5.4,37,36,14.2,253,0,0,43,270,15.9,33,13,8,3.2,0,0,7,2.8,164,64.8,128,50.6,4,1.6,7,2.8,72,28.5,1,0.4,3,1.2,0,0,33,13,125,49.4,0,0,0,0,89,35.2,0,0,95,37.5,40,15.8,253,100,7,2.8,166,65.6,33,12.9,7,2.7,42,16.5
"'112910",3,9.7,31,31,14.2,218,0,0,32,209,15.3,4,1.8,6,2.8,0,0,27,12.4,111,50.9,102,46.8,0,0,15,6.9,20,9.2,0,0,0,0,0,0,5,2.3,116,53.2,0,0,5,2.3,107,49.1,0,0,71,32.6,31,14.2,218,100,2,0.9,190,87.2,4,1.8,15,6.9,31,14.2
"'113901",27,14.7,184,136,10.7,1273,11,0.9,90,932,9.7,238,18.7,602,47.3,50,3.5,76,6,1138,89.4,634,49.8,6,0.5,56,4.4,440,34.6,19,1.5,0,0,3,0.2,239,18.8,639,50.2,4,0.3,2,0.2,135,10.6,1,0.1,434,34.1,160,12.6,1273,100,41,3.2,175,13.7,238,18.7,56,4.4,160,12.6
"'113902",11,12.9,85,32,5.3,602,10,1.7,83,482,17.2,6,1,139,23.1,4,0.6,41,6.8,410,68.1,275,45.7,2,0.3,19,3.2,54,9,13,2.2,0,0,0,0,6,1,327,54.3,0,0,15,2.5,192,31.9,1,0.2,97,16.1,86,14.3,297,49.3,19,3.2,379,63,6,1,19,3.1,88,14.5
"'113903",11,18,61,68,13.3,510,2,0.4,38,426,8.9,5,1,50,9.8,2,0.4,42,8.2,249,48.8,245,48,1,0.2,26,5.1,65,12.7,0,0,0,0,1,0.2,5,1,265,52,3,0.6,0,0,261,51.2,0,0,52,10.2,64,12.5,284,55.7,20,3.9,372,72.9,5,1,26,5.1,66,12.9
"'113905",10,19.2,52,39,8.4,464,6,1.3,54,398,13.6,7,1.5,3,0.6,2,0.4,29,6.3,218,47,240,51.7,2,0.4,45,9.7,57,12.3,4,0.9,0,0,0,0,8,1.7,224,48.3,0,0,11,2.4,246,53,0,0,130,28,59,12.7,464,100,8,1.7,390,84.1,7,1.5,45,9.7,59,12.7
"'113906",3,6.5,46,17,7.6,223,0,0,39,221,17.6,2,0.9,27,12.1,2,0.8,17,7.6,146,65.5,132,59.2,6,2.7,21,9.4,14,6.3,16,7.2,0,0,1,0.4,0,0,91,40.8,0,0,5,2.2,77,34.5,1,0.4,131,58.7,39,17.5,223,100,10,4.5,170,76.2,2,0.9,21,9.4,39,17.5
"'114901",87,15.1,575,186,5,3697,32,0.9,403,2184,18.5,173,4.7,203,5.5,93,2.1,201,5.4,2452,66.3,1798,48.6,17,0.5,169,4.6,2442,66.1,36,1,6,0.2,7,0.2,189,5.1,1899,51.4,0,0,36,1,1245,33.7,0,0,2103,56.9,587,15.9,3605,97.5,102,2.8,911,24.6,173,4.7,169,4.6,588,15.9
"'114902",6,5.3,113,75,6.8,1095,7,0.6,125,909,13.8,29,2.6,10,0.9,14,1.2,66,6,395,36.1,567,51.8,2,0.2,70,6.4,452,41.3,0,0,0,0,2,0.2,29,2.6,528,48.2,0,0,1,0.1,700,63.9,1,0.1,177,16.2,113,10.3,555,50.7,17,1.6,606,55.3,29,2.6,70,6.4,113,10.3
"'114904",8,11.6,69,56,7.2,776,17,2.2,93,681,13.7,13,1.7,12,1.5,8,1,54,7,293,37.8,370,47.7,5,0.6,44,5.7,264,34,3,0.4,3,0.4,5,0.6,13,1.7,406,52.3,0,0,6,0.8,483,62.2,0,0,289,37.2,65,8.4,370,47.7,13,1.7,465,59.9,13,1.7,44,5.7,66,8.5
"'115901",3,7.7,39,6,1.5,405,1,0.2,28,323,8.7,296,73.1,1,0.2,0,0,12,3,377,93.1,199,49.1,1,0.2,26,6.4,395,97.5,0,0,7,1.7,0,0,236,58.3,206,50.9,30,7.4,3,0.7,28,6.9,0,0,287,70.9,39,9.6,405,100,3,0.7,5,1.2,296,72.4,26,6.4,43,10.5
"'115902",5,22.7,22,1,0.8,128,1,0.8,19,97,19.6,4,3.1,7,5.5,0,0,5,3.9,104,81.3,54,42.2,0,0,0,0,92,71.9,0,0,0,0,0,0,4,3.1,74,57.8,0,0,0,0,24,18.8,0,0,43,33.6,25,19.5,128,100,2,1.6,26,20.3,4,3.1,0,0,26,20.2
"'115903",0,0,8,0,0,71,0,0,10,60,16.7,17,23.9,0,0,2,2.9,0,0,51,71.8,30,42.3,0,0,5,7,47,66.2,0,0,0,0,0,0,17,23.9,41,57.7,10,14.1,0,0,20,28.2,0,0,19,26.8,7,9.9,71,100,1,1.4,23,32.4,17,23.9,5,7,7,9.9
"'116901",18,8,225,284,14.3,1991,6,0.3,152,1493,10.2,74,3.7,26,1.3,9,0.4,225,11.3,580,29.1,976,49,2,0.1,67,3.4,398,20,12,0.6,6,0.3,8,0.4,74,3.7,1015,51,1,0.1,28,1.4,1411,70.9,0,0,493,24.8,255,12.8,923,46.4,53,2.7,1500,75.3,74,3.7,67,3.4,256,12.9
"'116902",13,15.9,82,40,8.1,494,0,0,51,389,13.1,21,4.3,13,2.6,11,2,41,8.3,255,51.6,237,48,6,1.2,24,4.9,95,19.2,4,0.8,0,0,6,1.2,22,4.5,257,52,0,0,2,0.4,239,48.4,0,0,131,26.5,67,13.6,337,68.2,27,5.5,353,71.5,21,4.3,24,4.9,67,13.6
"'116903",46,21.3,216,122,8.4,1457,21,1.4,195,1091,17.9,146,10,350,24,28,1.7,66,4.5,993,68.2,761,52.2,9,0.6,76,5.2,314,21.6,2,0.1,9,0.6,11,0.8,146,10,696,47.8,0,0,43,3,464,31.8,16,1.1,821,56.3,218,15,646,44.3,91,6.2,654,44.9,148,10.1,76,5.2,221,15.1
"'116905",210,27.9,754,504,9.6,5271,53,1,574,3572,16.1,1313,24.9,856,16.2,71,1.2,339,6.4,3965,75.2,2495,47.3,17,0.3,411,7.8,2469,46.8,52,1,41,0.8,28,0.5,1319,25,2776,52.7,1,0,70,1.3,1306,24.8,13,0.2,2989,56.7,724,13.7,3583,68,285,5.4,1567,29.7,1314,24.9,411,7.8,726,13.8
"'116906",39,21.5,181,116,12,965,2,0.2,123,772,15.9,25,2.6,20,2.1,7,0.7,59,6.1,369,38.2,454,47,29,3,80,8.3,134,13.9,8,0.8,0,0,8,0.8,25,2.6,511,53,0,0,7,0.7,596,61.8,3,0.3,305,31.6,154,16,388,40.2,23,2.4,775,80.3,25,2.6,80,8.3,156,16.1
"'116908",52,15.2,342,217,8.4,2585,3,0.1,299,1929,15.5,380,14.7,24,0.9,70,2.4,133,5.1,1766,68.3,1259,48.7,23,0.9,93,3.6,886,34.3,49,1.9,10,0.4,13,0.5,383,14.8,1326,51.3,0,0,23,0.9,819,31.7,6,0.2,1272,49.2,368,14.2,683,26.4,69,2.7,1584,61.3,380,14.7,93,3.6,375,14.5
"'116909",6,7.9,76,93,14.6,638,1,0.2,65,519,12.5,51,8,30,4.7,5,0.7,58,9.1,359,56.3,277,43.4,0,0,52,8.2,122,19.1,3,0.5,0,0,5,0.8,51,8,361,56.6,0,0,11,1.7,279,43.7,0,0,166,26,72,11.3,287,45,6,0.9,474,74.3,51,8,52,8.1,75,11.7
"'116910",11,15.3,72,22,7.7,287,3,1,49,262,18.7,26,9.1,2,0.7,2,0.6,15,5.2,205,71.4,135,47,0,0,17,5.9,82,28.6,0,0,0,0,0,0,27,9.4,152,53,0,0,15,5.2,82,28.6,0,0,159,55.4,69,24,133,46.3,6,2.1,194,67.6,26,9.1,17,5.9,69,24
"'116915",8,9.6,83,72,10,723,2,0.3,56,561,10,125,17.3,12,1.7,4,0.5,24,3.3,380,52.6,364,50.3,0,0,50,6.9,307,42.5,18,2.5,0,0,9,1.2,125,17.3,359,49.7,0,0,1,0.1,343,47.4,1,0.1,262,36.2,98,13.6,511,70.7,10,1.4,382,52.8,125,17.3,50,6.9,99,13.7
"'116916",10,12.3,81,65,13.1,497,7,1.4,62,408,15.2,18,3.6,9,1.8,7,1.2,34,6.8,249,50.1,240,48.3,2,0.4,29,5.8,85,17.1,33,6.6,0,0,4,0.8,20,4,257,51.7,0,0,32,6.4,248,49.9,0,0,190,38.2,69,13.9,497,100,13,2.6,379,76.3,18,3.6,29,5.8,69,13.9
"'117901",33,9.9,335,197,8,2466,16,0.6,180,1510,11.9,237,9.6,57,2.3,58,2.1,175,7.1,1418,57.5,1228,49.8,9,0.4,129,5.2,1166,47.3,0,0,8,0.3,17,0.7,265,10.7,1238,50.2,1,0,17,0.7,1048,42.5,1,0,1213,49.2,311,12.6,1692,68.6,94,3.8,1115,45.2,237,9.6,129,5.2,317,12.8
"'117903",11,10.6,104,37,5.4,685,3,0.4,72,531,13.6,3,0.4,7,1,1,0.1,33,4.8,297,43.4,334,48.8,4,0.6,31,4.5,57,8.3,11,1.6,0,0,3,0.4,3,0.4,351,51.2,0,0,10,1.5,388,56.6,0,0,341,49.8,96,14,315,46,30,4.4,585,85.4,3,0.4,31,4.5,96,14
"'117904",13,13,100,47,7,671,0,0,70,543,12.9,8,1.2,2,0.3,1,0.1,57,8.5,230,34.3,304,45.3,0,0,50,7.5,142,21.2,19,2.8,0,0,11,1.6,8,1.2,367,54.7,0,0,10,1.5,441,65.7,1,0.1,204,30.4,99,14.8,670,99.9,27,4,488,72.7,8,1.2,50,7.4,101,15
"'117907",1,6.7,15,9,8.5,106,0,0,35,105,33.3,6,5.7,0,0,0,0,12,11.3,46,43.4,55,51.9,0,0,7,6.6,31,29.2,0,0,0,0,0,0,6,5.7,51,48.1,0,0,7,6.6,60,56.6,0,0,40,37.7,16,15.1,106,100,3,2.8,72,67.9,6,5.7,7,6.6,16,15.1
"'118902",3,10.3,29,35,10.8,323,1,0.3,23,248,9.3,2,0.6,3,0.9,1,0.3,13,4,134,41.5,163,50.5,0,0,33,10.2,94,29.1,14,4.3,0,0,0,0,2,0.6,160,49.5,0,0,11,3.4,189,58.5,0,0,121,37.5,32,9.9,323,100,6,1.9,219,67.8,2,0.6,33,10.2,32,9.9
"'119901",6,20.7,29,17,6.5,260,1,0.4,32,242,13.2,8,3.1,0,0,1,0.4,12,4.6,141,54.2,144,55.4,0,0,13,5,27,10.4,0,0,0,0,4,1.5,8,3.1,116,44.6,0,0,0,0,119,45.8,0,0,99,38.1,30,11.5,260,100,6,2.3,222,85.4,8,3.1,13,5,30,11.5
"'119902",18,14.2,127,119,11.2,1059,9,0.8,94,820,11.5,166,15.7,8,0.8,4,0.4,107,10.1,739,69.8,490,46.3,5,0.5,53,5,344,32.5,4,0.4,7,0.7,6,0.6,166,15.7,569,53.7,0,0,35,3.3,320,30.2,0,0,485,45.8,125,11.8,771,72.8,20,1.9,672,63.5,166,15.6,53,5,128,12.1
"'119903",4,8.3,48,27,8.5,316,0,0,38,272,14,6,1.9,0,0,3,0.9,28,8.9,201,63.6,141,44.6,1,0.3,17,5.4,50,15.8,0,0,0,0,0,0,6,1.9,175,55.4,0,0,0,0,115,36.4,0,0,122,38.6,50,15.8,164,51.9,6,1.9,260,82.3,6,1.9,17,5.4,50,15.8
"'120901",43,21.4,201,106,7.2,1473,29,2,173,1248,13.9,127,8.6,179,12.2,29,1.7,62,4.2,888,60.3,705,47.9,4,0.3,112,7.6,640,43.4,27,1.8,0,0,1,0.1,135,9.2,768,52.1,8,0.5,0,0,585,39.7,0,0,683,46.4,189,12.8,1473,100,46,3.1,578,39.2,127,8.6,112,7.6,199,13.4
"'120902",11,17.2,64,62,8.7,712,0,0,46,563,8.2,72,10.1,18,2.5,13,1.7,14,2,386,54.2,385,54.1,1,0.1,51,7.2,410,57.6,0,0,0,0,0,0,72,10.1,327,45.9,2,0.3,0,0,326,45.8,0,0,369,51.8,57,8,337,47.3,6,0.8,278,39,72,10.1,51,7.2,58,8.1
"'120905",15,11.8,127,124,10.4,1189,0,0,100,921,10.9,19,1.6,10,0.8,3,0.2,85,7.1,429,36.1,613,51.6,0,0,90,7.6,359,30.2,0,0,0,0,1,0.1,19,1.6,576,48.4,1,0.1,1,0.1,760,63.9,0,0,259,21.8,111,9.3,550,46.3,15,1.3,804,67.6,19,1.6,90,7.5,117,9.8
"'121902",7,14,50,60,16.3,368,0,0,60,317,18.9,0,0,6,1.6,9,2.1,65,17.7,223,60.6,180,48.9,3,0.8,0,0,12,3.3,1,0.3,0,0,0,0,0,0,188,51.1,0,0,2,0.5,145,39.4,0,0,122,33.2,43,11.7,362,98.4,12,3.3,338,91.8,0,0,0,0,43,11.7
"'121903",32,16.2,198,210,14.2,1484,1,0.1,152,1187,12.8,9,0.6,60,4,7,0.4,65,4.4,699,47.1,753,50.7,9,0.6,101,6.8,52,3.5,27,1.8,1,0.1,5,0.3,9,0.6,731,49.3,0,0,23,1.5,785,52.9,0,0,656,44.2,185,12.5,686,46.2,47,3.2,1319,88.9,9,0.6,101,6.8,193,12.9
"'121904",38,12.5,303,295,13.2,2232,7,0.3,190,1666,11.4,206,9.2,848,38,91,3.7,87,3.9,1808,81,1109,49.7,5,0.2,111,5,431,19.3,84,3.8,12,0.5,7,0.3,217,9.7,1123,50.3,2,0.1,24,1.1,424,19,3,0.1,1547,69.3,290,13,2232,100,101,4.5,835,37.4,206,9.2,111,5,292,13.1
"'121905",12,8.2,146,198,14.2,1398,2,0.1,177,1165,15.2,35,2.5,124,8.9,20,1.3,60,4.3,942,67.4,675,48.3,13,0.9,78,5.6,114,8.2,24,1.7,0,0,3,0.2,35,2.5,723,51.7,1,0.1,11,0.8,456,32.6,1,0.1,577,41.3,159,11.4,686,49.1,82,5.9,1072,76.7,35,2.5,78,5.6,162,11.6
"'121906",13,20,65,45,11.6,389,0,0,62,345,18,6,1.5,0,0,5,1.1,42,10.8,146,37.5,185,47.6,0,0,1,0.3,13,3.3,0,0,0,0,0,0,6,1.5,204,52.4,0,0,0,0,243,62.5,0,0,44,11.3,62,15.9,181,46.5,13,3.3,363,93.3,6,1.5,1,0.3,62,15.9
"'122901",3,9.7,31,7,3.6,195,0,0,45,204,22.1,22,11.3,0,0,0,0,7,3.6,84,43.1,97,49.7,0,0,27,13.8,120,61.5,0,0,11,5.6,0,0,22,11.3,98,50.3,0,0,0,0,111,56.9,0,0,66,33.8,24,12.3,195,100,4,2.1,71,36.4,22,11.2,27,13.7,25,12.7
"'122902",0,0,3,0,0,34,2,5.9,15,40,37.5,5,14.7,0,0,0,0,3,8.8,20,58.8,14,41.2,0,0,0,0,22,64.7,0,0,0,0,0,0,5,14.7,20,58.8,0,0,0,0,14,41.2,0,0,9,26.5,3,8.8,34,100,0,0,10,29.4,5,14.3,0,0,4,11.4
"'123803",3,20,15,0,0,455,0,0,122,392,31.1,0,0,416,91.4,0,0,0,0,398,87.5,244,53.6,0,0,0,0,28,6.2,0,0,0,0,1,0.2,0,0,211,46.4,0,0,1,0.2,57,12.5,0,0,165,36.3,12,2.6,455,100,5,1.1,5,1.1,0,0,0,0,12,2.6
"'123805",1,2.1,48,8,1.7,484,3,0.6,37,419,8.8,271,56,74,15.3,0,0,14,2.9,429,88.6,256,52.9,3,0.6,14,2.9,380,78.5,3,0.6,10,2.1,0,0,272,56.2,228,47.1,0,0,1,0.2,55,11.4,0,0,291,60.1,42,8.7,484,100,2,0.4,25,5.2,271,56,14,2.9,42,8.7
"'123807",5,6,83,42,1.8,2385,7,0.3,222,1342,16.5,1791,75.1,507,21.3,0,0,27,1.1,2025,84.9,1252,52.5,0,0,0,0,1813,76,0,0,22,0.9,6,0.3,881,36.9,1133,47.5,63,2.6,9,0.4,360,15.1,0,0,990,41.5,83,3.5,2385,100,21,0.9,31,1.3,1791,75.1,0,0,83,3.5
"'123905",51,8.2,621,422,8.4,4995,340,6.8,554,4045,13.7,471,9.4,420,8.4,73,1.3,218,4.4,2538,50.8,2431,48.7,14,0.3,224,4.5,1404,28.1,9,0.2,17,0.3,25,0.5,503,10.1,2564,51.3,4,0.1,74,1.5,2457,49.2,7,0.1,1875,37.5,589,11.8,2146,43,137,2.7,2662,53.3,471,9.4,224,4.5,601,12
"'123907",130,16.3,797,543,6.9,7843,248,3.2,1078,6405,16.8,1947,24.8,3257,41.5,138,1.5,268,3.4,6664,85,3755,47.9,5,0.1,259,3.3,3838,48.9,74,0.9,214,2.7,193,2.5,2128,27.1,4088,52.1,203,2.6,2,0,1179,15,0,0,3924,50,793,10.1,7657,97.6,88,1.1,219,2.8,1947,24.5,259,3.3,805,10.1
"'123908",72,12.9,560,323,6.5,4968,280,5.6,466,3564,13.1,314,6.3,170,3.4,42,0.8,149,3,2047,41.2,2449,49.3,2,0,479,9.6,1408,28.3,20,0.4,78,1.6,8,0.2,318,6.4,2519,50.7,14,0.3,0,0,2921,58.8,1,0,1905,38.3,486,9.8,1822,36.7,140,2.8,2961,59.6,315,6.3,479,9.6,494,9.9
"'123910",422,24.7,1710,1386,8.1,17089,484,2.8,2563,13905,18.4,2186,12.8,10200,59.7,269,1.4,817,4.8,13297,77.8,8461,49.5,78,0.5,1292,7.6,4509,26.4,227,1.3,331,1.9,52,0.3,2236,13.1,8628,50.5,0,0,90,0.5,3792,22.2,16,0.1,6589,38.6,1522,8.9,16973,99.3,382,2.2,1446,8.5,2186,12.8,1292,7.5,1546,9
"'123913",1,14.3,7,12,3.1,388,8,2.1,28,346,8.1,4,1,106,27.3,1,0.3,5,1.3,204,52.6,201,51.8,0,0,6,1.5,148,38.1,17,4.4,0,0,0,0,6,1.5,187,48.2,0,0,1,0.3,184,47.4,1,0.3,25,6.4,9,2.3,388,100,4,1,121,31.2,4,1,6,1.5,9,2.3
"'123914",13,7.6,172,149,7.9,1893,29,1.5,139,1347,10.3,96,5.1,179,9.5,3,0.1,59,3.1,673,35.6,899,47.5,7,0.4,149,7.9,366,19.3,30,1.6,0,0,8,0.4,99,5.2,994,52.5,1,0.1,37,2,1220,64.4,2,0.1,670,35.4,184,9.7,856,45.2,37,2,1272,67.2,96,5.1,149,7.9,188,9.9
"'124901",13,11.8,110,67,5.9,1138,3,0.3,41,879,4.7,68,6,5,0.4,42,3.4,15,1.3,993,87.3,550,48.3,0,0,106,9.3,1110,97.5,2,0.2,0,0,1,0.1,81,7.1,588,51.7,0,0,35,3.1,145,12.7,0,0,603,53,111,9.8,1137,99.9,1,0.1,18,1.6,68,6,106,9.3,115,10.1
"'125901",70,13.3,527,429,9.2,4673,13,0.3,457,3507,13,111,2.4,25,0.5,155,3,245,5.2,3877,83,2281,48.8,11,0.2,119,2.5,4360,93.3,198,4.2,15,0.3,0,0,124,2.7,2392,51.2,10,0.2,18,0.4,796,17,0,0,2220,47.5,561,12,4673,100,13,0.3,262,5.6,111,2.4,119,2.5,564,12.1
"'125902",2,3.9,51,31,6,521,0,0,35,438,8,17,3.3,0,0,16,2.8,30,5.8,442,84.8,259,49.7,0,0,24,4.6,491,94.2,1,0.2,0,0,0,0,17,3.3,262,50.3,0,0,4,0.8,79,15.2,0,0,381,73.1,53,10.2,521,100,1,0.2,29,5.6,17,3.3,24,4.6,53,10.2
"'125903",21,9.5,222,132,7.7,1713,5,0.3,217,1282,16.9,41,2.4,0,0,44,2.3,61,3.6,1056,61.6,820,47.9,11,0.6,100,5.8,1054,61.5,5,0.3,5,0.3,1,0.1,41,2.4,893,52.1,8,0.5,24,1.4,657,38.4,0,0,801,46.8,207,12.1,1713,100,6,0.4,647,37.8,41,2.4,100,5.8,208,12.1
"'125905",14,13.5,104,52,7.4,701,1,0.1,61,593,10.3,45,6.4,1,0.1,20,2.7,43,6.1,658,93.9,323,46.1,0,0,33,4.7,681,97.1,0,0,9,1.3,1,0.1,48,6.8,378,53.9,4,0.6,5,0.7,43,6.1,0,0,316,45.1,125,17.8,701,100,0,0,17,2.4,45,6.4,33,4.7,126,17.9
"'125906",2,20,10,1,1,105,0,0,30,114,26.3,0,0,0,0,0,0,0,0,60,57.1,48,45.7,0,0,4,3.8,97,92.4,0,0,0,0,0,0,0,0,57,54.3,0,0,0,0,45,42.9,0,0,8,7.6,10,9.5,105,100,0,0,8,7.6,0,0,4,3.8,10,9.4
"'126901",57,19.5,293,249,7,3557,5,0.1,358,2588,13.8,780,21.9,94,2.6,156,3.9,114,3.2,2438,68.5,1691,47.5,10,0.3,245,6.9,1588,44.6,32,0.9,6,0.2,22,0.6,784,22,1866,52.5,5,0.1,21,0.6,1119,31.5,2,0.1,1693,47.6,303,8.5,2434,68.4,97,2.7,1749,49.2,780,21.9,245,6.9,310,8.7
"'126902",219,14.8,1477,1140,9.1,12510,164,1.3,1609,9965,16.1,763,6.1,929,7.4,131,1,744,5.9,4110,32.9,6025,48.2,46,0.4,836,6.7,3151,25.2,68,0.5,41,0.3,53,0.4,808,6.5,6485,51.8,0,0,1415,11.3,8400,67.1,35,0.3,4004,32,1365,10.9,4712,37.7,599,4.8,7579,60.6,763,6.1,836,6.7,1399,11.2
"'126903",143,17.8,804,535,7.8,6824,29,0.4,817,5436,15,1567,23,228,3.3,163,2.2,439,6.4,4192,61.4,3312,48.5,30,0.4,586,8.6,2913,42.7,179,2.6,64,0.9,47,0.7,1484,21.7,3512,51.5,2,0,139,2,2632,38.6,154,2.3,4336,63.5,797,11.7,4872,71.4,251,3.7,3202,46.9,1567,22.8,586,8.5,832,12.1
"'126904",20,15.6,128,98,7.4,1332,8,0.6,133,1055,12.6,64,4.8,15,1.1,6,0.4,61,4.6,509,38.2,593,44.5,6,0.5,99,7.4,253,19,11,0.8,0,0,7,0.5,64,4.8,739,55.5,0,0,12,0.9,823,61.8,0,0,333,25,134,10.1,904,67.9,50,3.8,999,75,64,4.8,99,7.4,144,10.7
"'126905",96,16.5,581,585,10.7,5472,39,0.7,702,3981,17.6,634,11.6,97,1.8,103,1.7,415,7.6,2551,46.6,2637,48.2,19,0.3,144,2.6,1671,30.5,15,0.3,3,0.1,22,0.4,629,11.5,2835,51.8,3,0.1,251,4.6,2921,53.4,8,0.1,2254,41.2,574,10.5,1958,35.8,134,2.4,3501,64,634,11.5,144,2.6,592,10.8
"'126906",19,15.3,124,61,5.7,1075,7,0.7,181,863,21,200,18.6,33,3.1,14,1.2,47,4.4,798,74.2,536,49.9,3,0.3,41,3.8,393,36.6,5,0.5,13,1.2,6,0.6,203,18.9,539,50.1,0,0,4,0.4,277,25.8,181,16.8,475,44.2,124,11.5,1074,99.9,57,5.3,398,37,200,18.5,41,3.8,131,12.1
"'126907",13,14.4,90,68,8.8,770,0,0,79,561,14.1,33,4.3,1,0.1,4,0.5,59,7.7,421,54.7,383,49.7,0,0,83,10.8,155,20.1,16,2.1,0,0,1,0.1,35,4.5,387,50.3,0,0,56,7.3,349,45.3,1,0.1,150,19.5,84,10.9,770,100,25,3.2,587,76.2,33,4.3,83,10.8,84,10.9
"'126908",25,12.3,204,97,4.4,2193,20,0.9,201,1585,12.7,573,26.1,72,3.3,77,3.3,46,2.1,1586,72.3,1024,46.7,15,0.7,120,5.5,1371,62.5,6,0.3,9,0.4,9,0.4,574,26.2,1169,53.3,0,0,34,1.6,607,27.7,4,0.2,943,43,229,10.4,2193,100,45,2.1,672,30.6,573,26.1,120,5.5,232,10.6
"'126911",40,13.5,296,343,14.1,2440,4,0.2,239,1658,14.4,289,11.8,18,0.7,16,0.6,275,11.3,1165,47.7,1182,48.4,22,0.9,154,6.3,762,31.2,19,0.8,7,0.3,9,0.4,293,12,1258,51.6,1,0,62,2.5,1275,52.3,2,0.1,1196,49,311,12.7,2440,100,48,2,1597,65.5,289,11.8,154,6.3,314,12.9
"'127901",16,15.5,103,51,7.2,708,2,0.3,79,576,13.7,17,2.4,9,1.3,3,0.4,54,7.6,445,62.9,324,45.8,9,1.3,57,8.1,342,48.3,105,14.8,0,0,2,0.3,17,2.4,384,54.2,3,0.4,18,2.5,263,37.1,3,0.4,412,58.2,93,13.1,708,100,20,2.8,330,46.6,17,2.4,57,8.1,93,13.1
"'127903",9,15,60,13,2.9,443,4,0.9,57,359,15.9,24,5.4,20,4.5,2,0.4,10,2.3,304,68.6,210,47.4,3,0.7,7,1.6,192,43.3,47,10.6,0,0,0,0,24,5.4,233,52.6,3,0.7,14,3.2,139,31.4,0,0,186,42,51,11.5,443,100,25,5.6,202,45.6,24,5.4,7,1.6,51,11.5
"'127904",16,15,107,66,8.5,780,0,0,99,636,15.6,2,0.3,5,0.6,4,0.5,40,5.1,429,55,366,46.9,8,1,84,10.8,159,20.4,109,14,3,0.4,1,0.1,2,0.3,414,53.1,0,0,77,9.9,351,45,1,0.1,287,36.8,96,12.3,780,100,9,1.2,605,77.6,2,0.3,84,10.8,96,12.3
"'127905",1,4.2,24,10,9.3,107,0,0,20,84,23.8,0,0,0,0,0,0,6,5.6,80,74.8,52,48.6,0,0,1,0.9,36,33.6,8,7.5,0,0,0,0,0,0,55,51.4,0,0,0,0,27,25.2,0,0,36,33.6,21,19.6,84,78.5,4,3.7,67,62.6,0,0,1,0.9,21,19.6
"'127906",13,16.5,79,104,17.5,595,2,0.3,81,500,16.2,25,4.2,46,7.7,1,0.1,81,13.6,387,65,293,49.2,3,0.5,12,2,296,49.7,10,1.7,4,0.7,4,0.7,25,4.2,302,50.8,0,0,2,0.3,208,35,0,0,310,52.1,61,10.3,410,68.9,19,3.2,228,38.3,25,4.2,12,2,61,10.3
"'128901",16,11.3,142,75,5.7,1308,7,0.5,84,778,10.8,52,4,78,6,20,1.7,44,3.4,903,69,655,50.1,3,0.2,104,8,846,64.7,22,1.7,1,0.1,3,0.2,55,4.2,653,49.9,0,0,34,2.6,405,31,0,0,426,32.6,154,11.8,1307,99.9,13,1,361,27.6,52,4,104,7.9,161,12.2
"'128902",21,18.9,111,48,6.6,725,4,0.6,95,610,15.6,43,5.9,6,0.8,4,0.5,56,7.7,576,79.4,361,49.8,0,0,45,6.2,659,90.9,2,0.3,0,0,0,0,43,5.9,364,50.2,0,0,6,0.8,149,20.6,0,0,345,47.6,115,15.9,723,99.7,7,1,49,6.8,43,5.9,45,6.2,115,15.9
"'128903",7,18.4,38,6,2.6,228,0,0,32,190,16.8,1,0.4,1,0.4,11,4.2,7,3.1,193,84.6,102,44.7,0,0,18,7.9,203,89,11,4.8,0,0,0,0,1,0.4,126,55.3,2,0.9,2,0.9,35,15.4,0,0,143,62.7,36,15.8,228,100,1,0.4,23,10.1,1,0.4,18,7.9,37,16.2
