DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'101925",54,11.4,475,291,8.5,3434,16,0.5,449,2796,16.1,253,7.4,85,2.5,53,1.4,219,6.4,1180,34.4,1659,48.3,14,0.4,195,5.7,876,25.5,39,1.1,8,0.2,11,0.3,265,7.7,1775,51.7,5,0.1,78,2.3,2254,65.6,1,0,1389,40.4,473,13.8,1548,45.1,55,1.6,2390,69.6,253,7.4,195,5.7,477,13.9
"'102901",4,33.3,12,15,10.5,143,0,0,23,132,17.4,9,6.3,59,41.3,1,0.6,5,3.5,143,100,57,39.9,0,0,14,9.8,17,11.9,0,0,0,0,0,0,9,6.3,86,60.1,0,0,0,0,0,0,0,0,69,48.3,13,9.1,143,100,17,11.9,50,35,9,6.3,14,9.8,13,9.1
"'102902",69,18.5,373,274,5.4,5055,30,0.6,628,3995,15.7,948,18.8,1781,35.2,239,4.2,85,1.7,3196,63.2,2469,48.8,42,0.8,549,10.9,1961,38.8,96,1.9,39,0.8,32,0.6,964,19.1,2586,51.2,0,0,78,1.5,1859,36.8,2,0,2950,58.4,359,7.1,5055,100,137,2.7,1112,22,949,18.7,549,10.8,368,7.3
"'102903",9,8.9,101,49,5.9,824,1,0.1,70,658,10.6,63,7.6,133,16.1,23,2.6,40,4.9,523,63.5,403,48.9,1,0.1,54,6.6,211,25.6,3,0.4,2,0.2,1,0.1,67,8.1,421,51.1,0,0,18,2.2,301,36.5,0,0,284,34.5,95,11.5,823,99.9,52,6.3,426,51.7,63,7.6,54,6.6,95,11.5
"'102904",737,37.2,1982,1608,10.5,15254,178,1.2,2742,9213,29.8,722,4.7,2109,13.8,54,0.4,886,5.8,7196,47.2,8019,52.6,48,0.3,635,4.2,4791,31.4,115,0.8,16,0.1,59,0.4,806,5.3,7235,47.4,7,0,245,1.6,8058,52.8,18,0.1,9919,65,2189,14.4,3393,22.2,759,5,7340,48.1,722,4.7,636,4.2,2200,14.4
"'102905",3,3.3,92,58,8.1,714,1,0.1,61,555,11,9,1.3,16,2.2,2,0.3,0,0,330,46.2,339,47.5,1,0.1,62,8.7,49,6.9,1,0.1,1,0.1,1,0.1,9,1.3,375,52.5,0,0,2,0.3,384,53.8,0,0,229,32.1,83,11.6,319,44.7,25,3.5,622,87.1,9,1.3,62,8.7,83,11.6
"'102906",19,12.8,149,42,5,845,2,0.2,84,696,12.1,6,0.7,118,14,4,0.4,44,5.2,432,51.1,422,49.9,11,1.3,59,7,44,5.2,0,0,0,0,3,0.4,5,0.6,423,50.1,0,0,3,0.4,413,48.9,0,0,375,44.4,127,15,377,44.6,33,3.9,645,76.3,6,0.7,59,7,127,15
"'103901",2,8.7,23,10,6,168,0,0,36,154,23.4,29,17.3,1,0.6,6,3.3,8,4.8,127,75.6,82,48.8,0,0,2,1.2,74,44,0,0,0,0,0,0,29,17.3,86,51.2,2,1.2,3,1.8,41,24.4,0,0,94,56,21,12.5,168,100,1,0.6,92,54.8,29,17.3,2,1.2,21,12.5
"'103902",1,7.7,13,7,3,235,0,0,32,230,13.9,64,27.2,0,0,7,2.7,5,2.1,139,59.1,125,53.2,0,0,10,4.3,146,62.1,0,0,0,0,0,0,64,27.2,110,46.8,0,0,0,0,96,40.9,0,0,72,30.6,16,6.8,235,100,2,0.9,87,37,64,27.1,10,4.2,17,7.2
"'104901",16,17,94,42,7.7,549,4,0.7,61,457,13.3,11,2,22,4,2,0.3,12,2.2,343,62.5,265,48.3,5,0.9,15,2.7,226,41.2,16,2.9,0,0,7,1.3,11,2,284,51.7,1,0.2,21,3.8,206,37.5,0,0,254,46.3,84,15.3,548,99.8,15,2.7,275,50.1,11,2,15,2.7,85,15.5
"'104903",3,15,20,23,16.3,141,0,0,-1,-1,5.7,9,6.4,1,0.7,1,0.7,16,11.3,118,83.7,65,46.1,0,0,8,5.7,65,46.1,3,2.1,0,0,0,0,9,6.4,76,53.9,0,0,0,0,23,16.3,0,0,115,81.6,21,14.9,141,100,3,2.1,72,51.1,9,6.4,8,5.7,21,14.9
"'104907",0,0,14,12,13.2,91,0,0,23,100,23,0,0,1,1.1,0,0,8,8.8,74,81.3,43,47.3,0,0,3,3.3,45,49.5,9,9.9,0,0,0,0,0,0,48,52.7,0,0,0,0,17,18.7,0,0,48,52.7,12,13.2,91,100,2,2.2,43,47.3,0,0,3,3.3,12,13.2
"'105801",14,42.4,33,22,21.8,101,1,1,50,121,41.3,0,0,0,0,0,0,6,5.9,30,29.7,59,58.4,0,0,1,1,27,26.7,0,0,0,0,0,0,0,0,42,41.6,0,0,1,1,71,70.3,0,0,35,34.7,13,12.9,98,97,5,5,68,67.3,0,0,1,1,13,12.6
"'105802",1,5.3,19,10,6.3,160,1,0.6,72,166,43.4,0,0,45,28.1,0,0,0,0,85,53.1,73,45.6,0,0,0,0,71,44.4,0,0,0,0,0,0,0,0,87,54.4,0,0,2,1.3,75,46.9,0,0,70,43.8,11,6.9,160,100,14,8.8,29,18.1,0,0,0,0,11,6.9
"'105803",269,91.8,293,52,18.8,276,1,0.4,164,180,91.1,0,0,29,10.5,0,0,6,2.2,271,98.2,137,49.6,0,0,0,0,53,19.2,0,0,0,0,5,1.8,0,0,139,50.4,0,0,0,0,5,1.8,1,0.4,276,100,108,39.1,276,100,15,5.4,172,62.3,0,0,0,0,108,39.1
"'105902",186,15.6,1193,678,8.5,7993,74,0.9,1137,6157,18.5,1184,14.8,359,4.5,177,2,303,3.8,5952,74.5,3866,48.4,49,0.6,998,12.5,5856,73.3,96,1.2,34,0.4,11,0.1,957,12,4127,51.6,18,0.2,38,0.5,2041,25.5,13,0.2,4015,50.2,1129,14.1,5579,69.8,106,1.3,1574,19.7,1184,14.8,998,12.5,1148,14.3
"'105904",59,7.3,811,903,12.4,7256,151,2.1,574,5721,10,341,4.7,75,1,44,0.6,498,6.9,641,8.8,3566,49.1,20,0.3,478,6.6,1533,21.1,8,0.1,75,1,15,0.2,348,4.8,3690,50.9,4,0.1,66,0.9,6615,91.2,4,0.1,1403,19.3,827,11.4,1568,21.6,338,4.7,5140,70.8,341,4.7,478,6.6,854,11.7
"'105905",25,10.8,231,296,11.6,2560,12,0.5,205,1973,10.4,140,5.5,23,0.9,34,1.3,234,9.1,751,29.3,1257,49.1,6,0.2,223,8.7,661,25.8,4,0.2,18,0.7,17,0.7,147,5.7,1303,50.9,2,0.1,16,0.6,1809,70.7,1,0,678,26.5,241,9.4,93,3.6,72,2.8,1774,69.3,140,5.5,223,8.7,242,9.4
"'105906",285,12.6,2270,2239,11,20274,214,1.1,2735,16301,16.8,3841,18.9,586,2.9,338,1.5,1367,6.7,8849,43.6,10001,49.3,68,0.3,1410,7,13218,65.2,250,1.2,244,1.2,36,0.2,3785,18.7,10273,50.7,7,0,1787,8.8,11425,56.4,13,0.1,10101,49.8,2691,13.3,10146,50,538,2.7,5669,28,3844,18.9,1410,6.9,2730,13.4
"'106901",7,7.6,92,110,12.5,877,5,0.6,38,634,6,119,13.6,1,0.1,0,0,102,11.6,393,44.8,423,48.2,0,0,47,5.4,416,47.4,0,0,1,0.1,4,0.5,118,13.5,454,51.8,3,0.3,0,0,484,55.2,0,0,282,32.2,87,9.9,606,69.1,7,0.8,444,50.6,119,13.6,47,5.4,87,9.9
"'107901",82,18.3,447,236,7.9,2974,24,0.8,429,2478,17.3,749,25.2,368,12.4,77,2.3,201,6.8,2372,79.8,1420,47.7,34,1.1,101,3.4,1440,48.4,13,0.4,30,1,7,0.2,781,26.3,1554,52.3,3,0.1,25,0.8,602,20.2,2,0.1,1748,58.8,414,13.9,2974,100,126,4.2,1007,33.9,749,25.1,101,3.4,421,14.1
"'107902",51,13.4,380,272,10.5,2589,9,0.3,305,1950,15.6,132,5.1,141,5.4,48,1.7,238,9.2,1485,57.4,1262,48.7,16,0.6,154,5.9,435,16.8,9,0.3,3,0.1,11,0.4,143,5.5,1327,51.3,0,0,106,4.1,1104,42.6,6,0.2,1233,47.6,370,14.3,2589,100,70,2.7,1917,74,132,5.1,154,5.9,374,14.4
"'107904",14,21.9,64,68,12.9,527,1,0.2,65,406,16,23,4.4,6,1.1,5,0.8,57,10.8,313,59.4,262,49.7,5,0.9,24,4.6,75,14.2,3,0.6,0,0,0,0,23,4.4,265,50.3,0,0,7,1.3,214,40.6,0,0,242,45.9,66,12.5,527,100,14,2.7,431,81.8,23,4.4,24,4.5,67,12.7
"'107905",31,10.7,290,104,6.5,1592,1,0.1,199,1163,17.1,39,2.4,12,0.8,53,3,140,8.8,1173,73.7,753,47.3,18,1.1,56,3.5,213,13.4,0,0,0,0,3,0.2,38,2.4,839,52.7,0,0,14,0.9,419,26.3,0,0,707,44.4,283,17.8,1592,100,58,3.6,1305,82,39,2.4,56,3.5,283,17.8
"'107906",47,26.3,179,98,7.2,1359,3,0.2,217,1132,19.2,62,4.6,154,11.3,41,2.6,63,4.6,928,68.3,678,49.9,13,1,50,3.7,269,19.8,1,0.1,0,0,5,0.4,63,4.6,681,50.1,0,0,20,1.5,431,31.7,1,0.1,535,39.4,155,11.4,1358,99.9,48,3.5,879,64.7,62,4.6,50,3.7,157,11.5
"'107907",2,13.3,15,17,11,155,0,0,32,160,20,5,3.2,17,11,3,1.7,9,5.8,110,71,70,45.2,0,0,3,1.9,22,14.2,0,0,0,0,0,0,5,3.2,85,54.8,0,0,0,0,45,29,0,0,7,4.5,15,9.7,155,100,24,15.5,92,59.4,5,3.2,3,1.9,18,11.4
"'107908",3,8.3,36,14,8.3,168,0,0,36,163,22.1,13,7.7,7,4.2,0,0,21,12.5,106,63.1,82,48.8,0,0,11,6.5,31,18.5,0,0,0,0,0,0,13,7.7,86,51.2,0,0,1,0.6,62,36.9,0,0,79,47,37,22,168,100,2,1.2,128,76.2,13,7.7,11,6.5,37,22
"'107910",6,12.8,47,40,8.5,473,0,0,56,367,15.3,8,1.7,30,6.3,2,0.4,28,5.9,234,49.5,233,49.3,1,0.2,22,4.7,46,9.7,0,0,1,0.2,1,0.2,8,1.7,240,50.7,0,0,0,0,239,50.5,0,0,203,42.9,50,10.6,473,100,5,1.1,391,82.7,8,1.7,22,4.6,50,10.5
"'108802",14,21.9,64,25,2,1280,37,2.9,316,1112,28.4,389,30.4,40,3.1,0,0,10,0.8,882,68.9,644,50.3,7,0.5,40,3.1,1104,86.3,0,0,0,0,6,0.5,410,32,636,49.7,0,0,12,0.9,398,31.1,0,0,677,52.9,70,5.5,1280,100,14,1.1,79,6.2,389,30.4,40,3.1,70,5.5
"'108804",44,51.8,85,16,3.3,492,0,0,131,325,40.3,92,18.7,0,0,0,0,1,0.2,445,90.4,272,55.3,0,0,2,0.4,486,98.8,1,0.2,0,0,0,0,96,19.5,220,44.7,20,4.1,1,0.2,47,9.6,0,0,467,94.9,65,13.2,492,100,0,0,6,1.2,93,18.7,2,0.4,65,13.1
"'108807",257,8.1,3162,1624,2.6,62158,582,0.9,5858,45123,13,23223,37.4,3937,6.3,0,0,252,0.4,53698,86.4,30958,49.8,3,0,0,0,53071,85.4,14,0,1348,2.2,87,0.1,24136,38.8,31200,50.2,69,0.1,48,0.1,8460,13.6,82,0.1,30855,49.6,4413,7.1,61361,98.7,278,0.4,4121,6.6,23223,37.4,0,0,4413,7.1
"'108808",16,6.6,244,198,4,4906,15,0.3,375,4276,8.8,2306,47,8,0.2,0,0,77,1.6,3612,73.6,2486,50.7,5,0.1,277,5.6,4851,98.9,8,0.2,42,0.9,0,0,2215,45.1,2420,49.3,33,0.7,117,2.4,1294,26.4,0,0,3638,74.2,258,5.3,4906,100,2,0,30,0.6,2306,47,277,5.6,258,5.3
"'108809",2,6.3,32,20,6.7,300,1,0.3,51,286,17.8,233,77.7,0,0,0,0,9,3,261,87,146,48.7,0,0,3,1,298,99.3,0,0,1,0.3,1,0.3,197,65.7,154,51.3,1,0.3,0,0,39,13,0,0,248,82.7,35,11.7,300,100,0,0,0,0,233,77.7,3,1,35,11.7
"'108902",271,17.5,1547,494,3.6,13844,3,0,1685,11257,15,7662,55.3,3,0,298,1.9,85,0.6,13100,94.6,6714,48.5,19,0.1,1239,8.9,13808,99.7,941,6.8,210,1.5,2,0,7397,53.4,7130,51.5,578,4.2,17,0.1,744,5.4,0,0,10933,79,1434,10.4,13844,100,1,0,27,0.2,7662,55.3,1239,8.9,1437,10.4
"'108903",78,14.6,534,251,5.5,4537,0,0,349,3480,10,1214,26.8,3,0.1,90,1.7,142,3.1,4249,93.7,2271,50.1,2,0,494,10.9,4522,99.7,114,2.5,57,1.3,1,0,1237,27.3,2266,49.9,440,9.7,54,1.2,288,6.3,0,0,3156,69.6,508,11.2,4537,100,0,0,11,0.2,1214,26.8,494,10.9,509,11.2
"'108904",519,20.4,2538,1747,5.3,32757,181,0.6,3315,26800,12.4,11697,35.7,65,0.2,620,1.7,425,1.3,27159,82.9,16004,48.9,15,0,2469,7.5,32068,97.9,39,0.1,279,0.9,11,0,11730,35.8,16753,51.1,1344,4.1,6,0,5598,17.1,6,0,18073,55.2,2428,7.4,32451,99.1,64,0.2,362,1.1,11700,35.7,2469,7.5,2448,7.5
"'108905",14,5.9,239,146,4.9,2996,0,0,223,2528,8.8,2089,69.7,0,0,54,1.6,21,0.7,2672,89.2,1526,50.9,9,0.3,317,10.6,2995,100,0,0,49,1.6,0,0,1875,62.6,1470,49.1,143,4.8,10,0.3,324,10.8,0,0,2249,75.1,248,8.3,2996,100,0,0,1,0,2089,69.7,317,10.6,248,8.3
"'108906",376,14,2688,1979,9.2,21540,266,1.2,2148,17289,12.4,7642,35.5,74,0.3,395,1.7,1413,6.6,15846,73.6,10512,48.8,20,0.1,2196,10.2,20081,93.2,236,1.1,372,1.7,20,0.1,7256,33.7,11028,51.2,521,2.4,45,0.2,5694,26.4,4,0,12565,58.3,2652,12.3,20315,94.3,97,0.5,998,4.6,7646,35.4,2196,10.2,2695,12.5
"'108907",68,14.8,460,280,6,4678,6,0.1,411,3721,11,1266,27.1,7,0.1,125,2.4,176,3.8,4265,91.2,2258,48.3,22,0.5,586,12.5,4612,98.6,28,0.6,50,1.1,2,0,1316,28.1,2420,51.7,123,2.6,34,0.7,413,8.8,0,0,3328,71.1,475,10.2,4678,100,9,0.2,42,0.9,1266,27,586,12.5,478,10.2
"'108908",223,16.4,1357,1156,7.7,15039,14,0.1,1162,11971,9.7,5286,35.1,19,0.1,223,1.4,524,3.5,12988,86.4,7313,48.6,19,0.1,1895,12.6,14896,99,75,0.5,207,1.4,2,0,5350,35.6,7726,51.4,172,1.1,124,0.8,2051,13.6,0,0,10877,72.3,1364,9.1,15039,100,5,0,103,0.7,5288,35.2,1895,12.6,1367,9.1
"'108909",627,25.5,2460,1556,5,31229,28,0.1,2591,25047,10.3,14391,46.1,38,0.1,273,0.8,473,1.5,28633,91.7,15217,48.7,87,0.3,2012,6.4,30957,99.1,58,0.2,429,1.4,5,0,12900,41.3,16012,51.3,837,2.7,138,0.4,2596,8.3,0,0,23072,73.9,2930,9.4,31229,100,4,0,197,0.6,14392,46.1,2012,6.4,2934,9.4
"'108910",24,17.6,136,85,5.5,1533,0,0,167,1209,13.8,839,54.7,0,0,24,1.3,9,0.6,1532,99.9,759,49.5,5,0.3,185,12.1,1527,99.6,0,0,7,0.5,0,0,843,55,774,50.5,133,8.7,15,1,1,0.1,0,0,959,62.6,126,8.2,1533,100,0,0,6,0.4,839,54.7,185,12.1,126,8.2
"'108911",80,10.3,777,628,6.4,9742,150,1.5,800,7810,10.2,2871,29.5,58,0.6,107,1,443,4.5,6268,64.3,4673,48,13,0.1,998,10.2,9150,93.9,55,0.6,250,2.6,2,0,2904,29.8,5069,52,40,0.4,105,1.1,3474,35.7,2,0,5328,54.7,802,8.2,9742,100,27,0.3,353,3.6,2885,29.5,998,10.2,825,8.4
"'108912",643,22.4,2872,1211,4.5,26618,3,0,2040,21120,9.7,14690,55.2,5,0,325,1.1,798,3,24814,93.2,13073,49.1,25,0.1,2748,10.3,26584,99.9,359,1.3,218,0.8,0,0,15164,57,13545,50.9,1051,3.9,102,0.4,1804,6.8,0,0,21393,80.4,2885,10.8,26125,98.1,3,0,23,0.1,14695,55.2,2748,10.3,2900,10.9
"'108913",302,19.2,1570,608,3.7,16540,16,0.1,1624,13314,12.2,4151,25.1,22,0.1,252,1.4,554,3.3,14004,84.7,8148,49.3,20,0.1,958,5.8,16301,98.6,209,1.3,92,0.6,7,0,4341,26.2,8392,50.7,441,2.7,141,0.9,2536,15.3,1,0,12064,72.9,1613,9.8,16540,100,3,0,190,1.1,4160,25.1,958,5.8,1629,9.8
"'108914",7,14.3,49,49,8.2,597,0,0,37,472,7.8,115,19.3,0,0,6,0.9,54,9,548,91.8,291,48.7,0,0,50,8.4,595,99.7,64,10.7,0,0,0,0,125,20.9,306,51.3,96,16.1,23,3.9,49,8.2,0,0,413,69.2,47,7.9,597,100,0,0,2,0.3,115,19.3,50,8.4,47,7.9
"'108915",15,17.9,84,31,3.5,891,0,0,69,718,9.6,284,31.9,0,0,2,0.2,23,2.6,850,95.4,409,45.9,0,0,15,1.7,882,99,0,0,2,0.2,1,0.1,296,33.2,482,54.1,57,6.4,3,0.3,41,4.6,0,0,504,56.6,90,10.1,890,99.9,0,0,8,0.9,284,31.9,15,1.7,90,10.1
"'108916",31,8.5,366,150,3.6,4132,1,0,357,2861,12.5,2789,67.5,1,0,58,1.3,49,1.2,3925,95,2016,48.8,3,0.1,398,9.6,4124,99.8,4,0.1,96,2.3,0,0,2794,67.6,2116,51.2,97,2.3,7,0.2,207,5,0,0,3134,75.8,363,8.8,4132,100,1,0,5,0.1,2789,67.5,398,9.6,363,8.8
"'109901",2,5.9,34,21,7.7,274,0,0,19,259,7.3,2,0.7,4,1.5,0,0,13,4.7,78,28.5,137,50,0,0,13,4.7,44,16.1,0,0,0,0,0,0,2,0.7,137,50,0,0,0,0,196,71.5,0,0,94,34.3,33,12,274,100,7,2.6,219,79.9,2,0.7,13,4.7,33,12
"'109902",3,7.7,39,18,9.2,195,1,0.5,27,187,14.4,11,5.6,8,4.1,2,0.9,26,13.3,115,59,95,48.7,0,0,3,1.5,70,35.9,29,14.9,1,0.5,0,0,12,6.2,100,51.3,0,0,1,0.5,80,41,0,0,45,23.1,43,22.1,195,100,4,2.1,112,57.4,11,5.6,3,1.5,43,22.1
"'109903",5,13.2,38,8,2.9,276,0,0,47,279,16.8,9,3.3,0,0,0,0,7,2.5,132,47.8,137,49.6,0,0,14,5.1,44,15.9,15,5.4,0,0,3,1.1,9,3.3,139,50.4,0,0,16,5.8,144,52.2,0,0,99,35.9,36,13,276,100,10,3.6,219,79.3,9,3.3,14,5.1,36,13
"'109904",40,16.1,248,84,4.5,1874,12,0.6,172,1313,13.1,267,14.2,230,12.3,41,1.9,92,4.9,1176,62.8,909,48.5,6,0.3,72,3.8,1102,58.8,16,0.9,15,0.8,7,0.4,278,14.8,965,51.5,3,0.2,68,3.6,698,37.2,1,0.1,864,46.1,262,14,1874,100,74,3.9,448,23.9,267,14.2,72,3.8,263,14
"'109905",7,13.5,52,44,10.6,416,1,0.2,41,349,11.7,6,1.4,49,11.8,13,2.9,32,7.7,252,60.6,181,43.5,0,0,29,7,84,20.2,1,0.2,0,0,0,0,6,1.4,235,56.5,0,0,27,6.5,164,39.4,0,0,182,43.8,51,12.3,416,100,22,5.3,260,62.5,6,1.4,29,7,51,12.3
"'109907",16,16.5,97,31,5,616,4,0.6,82,500,16.4,102,16.6,43,7,16,2.3,26,4.2,454,73.7,298,48.4,24,3.9,41,6.7,327,53.1,30,4.9,0,0,1,0.2,105,17,318,51.6,4,0.6,3,0.5,162,26.3,2,0.3,330,53.6,74,12,616,100,16,2.6,223,36.2,102,16.6,41,6.7,74,12
"'109908",3,15,20,6,3.6,165,0,0,36,154,23.4,68,41.2,7,4.2,0,0,4,2.4,152,92.1,71,43,0,0,8,4.8,116,70.3,11,6.7,0,0,0,0,70,42.4,94,57,3,1.8,1,0.6,13,7.9,0,0,114,69.1,18,10.9,165,100,14,8.5,28,17,68,41.2,8,4.8,18,10.9
"'109910",3,13,23,8,4.3,184,0,0,42,194,21.6,12,6.5,9,4.9,1,0.4,15,8.2,147,79.9,88,47.8,1,0.5,9,4.9,56,30.4,0,0,0,0,1,0.5,12,6.5,96,52.2,0,0,1,0.5,37,20.1,0,0,28,15.2,28,15.2,183,99.5,12,6.5,106,57.6,12,6.5,9,4.9,28,15.2
"'109911",36,16.9,213,170,11.8,1439,7,0.5,177,1075,16.5,92,6.4,52,3.6,32,2,118,8.2,895,62.2,701,48.7,1,0.1,76,5.3,316,22,68,4.7,0,0,5,0.3,93,6.5,738,51.3,7,0.5,27,1.9,544,37.8,0,0,571,39.7,211,14.7,691,48,47,3.3,1012,70.3,92,6.4,76,5.3,215,14.9
"'109912",5,15.2,33,41,12.9,317,0,0,48,313,15.3,15,4.7,2,0.6,1,0.3,20,6.3,147,46.4,153,48.3,1,0.3,36,11.4,35,11,3,0.9,0,0,0,0,15,4.7,164,51.7,0,0,3,0.9,170,53.6,0,0,117,36.9,40,12.6,317,100,6,1.9,274,86.4,15,4.7,36,11.3,42,13.2
"'109913",7,14,50,43,11.8,365,0,0,46,348,13.2,5,1.4,8,2.2,3,0.8,39,10.7,224,61.4,182,49.9,0,0,25,6.8,42,11.5,39,10.7,0,0,2,0.5,5,1.4,183,50.1,0,0,3,0.8,141,38.6,0,0,142,38.9,53,14.5,365,100,10,2.7,303,83,5,1.4,25,6.8,53,14.5
"'109914",1,3.6,28,11,5.2,211,0,0,25,191,13.1,24,11.4,2,0.9,0,0,12,5.7,141,66.8,98,46.4,3,1.4,3,1.4,69,32.7,0,0,0,0,0,0,25,11.8,113,53.6,0,0,0,0,70,33.2,0,0,30,14.2,30,14.2,211,100,2,0.9,138,65.4,24,11.4,3,1.4,30,14.2
"'110901",1,3.4,29,15,8.2,184,0,0,34,192,17.7,7,3.8,6,3.3,6,2.7,8,4.3,168,91.3,98,53.3,4,2.2,1,0.5,124,67.4,0,0,0,0,1,0.5,7,3.8,86,46.7,0,0,16,8.7,16,8.7,0,0,101,54.9,28,15.2,184,100,6,3.3,47,25.5,7,3.8,1,0.5,28,15.2
"'110902",58,13,446,205,7.4,2780,9,0.3,510,2127,24,230,8.3,90,3.2,96,3.1,161,5.8,2009,72.3,1325,47.7,19,0.7,136,4.9,2050,73.7,28,1,14,0.5,5,0.2,249,9,1455,52.3,150,5.4,21,0.8,771,27.7,1,0,1554,55.9,476,17.1,2780,100,23,0.8,602,21.7,230,8.2,136,4.9,483,17.3
"'110905",3,9.1,33,45,9.5,475,0,0,52,450,11.6,9,1.9,3,0.6,1,0.2,32,6.7,192,40.4,233,49.1,0,0,37,7.8,140,29.5,5,1.1,0,0,1,0.2,9,1.9,242,50.9,3,0.6,2,0.4,283,59.6,0,0,151,31.8,36,7.6,475,100,4,0.8,327,68.8,9,1.9,37,7.8,36,7.6
"'110906",3,5.1,59,43,10.4,412,0,0,54,408,13.2,10,2.4,4,1,12,2.6,41,10,234,56.8,210,51,2,0.5,34,8.3,199,48.3,22,5.3,0,0,0,0,10,2.4,202,49,0,0,2,0.5,178,43.2,0,0,169,41,53,12.9,412,100,4,1,205,49.8,10,2.4,34,8.3,53,12.9
"'110907",7,12.3,57,53,9.4,564,3,0.5,39,464,8.4,22,3.9,8,1.4,4,0.6,34,6,246,43.6,266,47.2,3,0.5,54,9.6,324,57.4,2,0.4,0,0,0,0,22,3.9,298,52.8,3,0.5,5,0.9,318,56.4,0,0,242,42.9,54,9.6,240,42.6,4,0.7,225,39.9,22,3.8,54,9.3,56,9.6
"'110908",3,17.6,17,23,13.1,176,0,0,33,169,19.5,2,1.1,2,1.1,0,0,5,2.8,87,49.4,70,39.8,0,0,13,7.4,66,37.5,4,2.3,0,0,0,0,2,1.1,106,60.2,2,1.1,10,5.7,89,50.6,0,0,55,31.3,16,9.1,176,100,5,2.8,103,58.5,2,1.1,13,7.4,16,9.1
"'111801",40,95.2,42,3,4.2,71,0,0,86,86,100,0,0,16,22.5,0,0,0,0,71,100,17,23.9,0,0,0,0,25,35.2,0,0,0,0,0,0,0,0,54,76.1,0,0,0,0,0,0,0,0,71,100,11,15.5,71,100,2,2.8,28,39.4,0,0,0,0,11,15.5
"'111901",190,18.5,1028,836,11.2,7447,65,0.9,1037,5548,18.7,681,9.1,106,1.4,132,1.7,578,7.8,4037,54.2,3591,48.2,22,0.3,618,8.3,1889,25.4,38,0.5,50,0.7,34,0.5,690,9.3,3856,51.8,3,0,131,1.8,3410,45.8,17,0.2,2876,38.6,1005,13.5,7409,99.5,204,2.7,5132,68.9,682,9.1,618,8.3,1024,13.7
"'111902",3,8.3,36,22,5.3,413,0,0,59,375,15.7,14,3.4,1,0.2,0,0,14,3.4,224,54.2,204,49.4,4,1,13,3.1,55,13.3,0,0,0,0,0,0,14,3.4,209,50.6,0,0,5,1.2,189,45.8,1,0.2,114,27.6,36,8.7,413,100,8,1.9,348,84.3,14,3.4,13,3.1,36,8.7
"'111903",5,10,50,91,11.3,803,1,0.1,50,616,8.1,3,0.4,10,1.2,0,0,45,5.6,304,37.9,390,48.6,1,0.1,27,3.4,55,6.8,0,0,0,0,3,0.4,3,0.4,413,51.4,0,0,34,4.2,499,62.1,3,0.4,285,35.5,55,6.8,418,52.1,11,1.4,720,89.7,3,0.4,27,3.3,58,7.2
"'112901",79,13.9,569,644,15,4304,39,0.9,333,3004,11.1,696,16.2,443,10.3,91,1.9,320,7.4,2593,60.2,2106,48.9,26,0.6,230,5.3,1293,30,59,1.4,22,0.5,12,0.3,625,14.5,2198,51.1,0,0,11,0.3,1711,39.8,5,0.1,2302,53.5,570,13.2,2048,47.6,202,4.7,2310,53.7,696,16.1,230,5.3,579,13.4
"'112905",20,28.2,71,45,10.7,420,0,0,47,345,13.6,18,4.3,2,0.5,1,0.2,43,10.2,250,59.5,214,51,0,0,13,3.1,56,13.3,6,1.4,0,0,7,1.7,20,4.8,206,49,0,0,0,0,170,40.5,0,0,160,38.1,62,14.8,420,100,15,3.6,340,81,18,4.3,13,3.1,62,14.8
"'112906",7,9.3,75,51,9.2,555,0,0,34,474,7.2,60,10.8,4,0.7,7,1.2,34,6.1,348,62.7,288,51.9,14,2.5,48,8.6,130,23.4,7,1.3,0,0,1,0.2,64,11.5,267,48.1,0,0,5,0.9,207,37.3,1,0.2,238,42.9,69,12.4,555,100,21,3.8,398,71.7,60,10.8,48,8.6,69,12.4
"'112907",4,12.1,33,32,10.5,306,1,0.3,66,335,19.7,12,3.9,2,0.7,4,1.1,27,8.8,159,52,159,52,2,0.7,0,0,51,16.7,21,6.9,1,0.3,0,0,12,3.9,147,48,0,0,1,0.3,147,48,2,0.7,101,33,29,9.5,306,100,4,1.3,246,80.4,12,3.9,0,0,29,9.5
