DISTRICT,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTG9XC,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP,DPNTVHSC,DPNTVHSP
"108804",24,5.1,468,0,0,105,22.4,0,0,0,0,5,1.1,435,92.9,248,53,0,0,468,1,0.2,463,98.9,7,1.5,0,0,0,0,113,24.1,220,47,4,0.9,0,0,33,7.1,0,0,420,89.7,60,12.8,468,100,0,0,38,8.1,245,52.4,5,1.1,106,22.3,475,1,0.2,60,12.6,39,8.2
"108807",1036,2.1,49480,392,0.8,18142,36.7,2371,4.8,0,0,456,0.9,42688,86.3,24764,50,66,0.1,7622,0,0,43876,88.7,23,0,617,1.2,38,0.1,18899,38.2,24716,50,61,0.1,333,0.7,6792,13.7,38,0.1,24680,49.9,3190,6.4,49091,99.2,369,0.7,0,0,3039,6.1,2396,4.8,18142,36.7,7622,0,0,3190,6.4,0,0
"108808",164,3.7,4473,13,0.3,2005,44.8,10,0.2,0,0,62,1.4,3313,74.1,2279,51,9,0.2,665,243,5.4,4418,98.8,1,0,37,0.8,0,0,1957,43.8,2194,49,25,0.6,78,1.7,1160,25.9,0,0,3136,70.1,238,5.3,4473,100,3,0.1,632,95,871,19.5,29,0.6,2005,44.8,665,243,5.4,238,5.3,632,95
"108809",20,6.6,303,0,0,246,81.2,0,0,0,0,5,1.7,258,85.1,158,52.1,0,0,0,7,2.3,302,99.7,0,0,6,2,1,0.3,201,66.3,145,47.9,5,1.7,1,0.3,45,14.9,0,0,258,85.1,31,10.2,303,100,0,0,0,0,59,19.5,0,0,246,81.2,0,7,2.3,31,10.2,0,.
"108902",525,3.6,14388,2,0,7828,54.4,7,0,410,2.6,86,0.6,13530,94,7030,48.9,11,0.1,4423,1069,7.4,14349,99.7,887,6.2,253,1.8,0,0,7581,52.7,7358,51.1,770,5.4,15,0.1,858,6,0,0,11412,79.3,1400,9.7,14388,100,2,0,2846,64.3,4356,30.3,28,0.2,7829,54.4,4428,1069,7.4,1410,9.8,2846,64.3
"108903",254,5.2,4907,0,0,1301,26.5,3,0.1,109,2,131,2.7,4715,96.1,2421,49.3,0,0,1457,555,11.3,4889,99.6,61,1.2,85,1.7,1,0,1327,27,2486,50.7,575,11.7,34,0.7,192,3.9,0,0,3182,64.8,495,10.1,4907,100,0,0,1159,79.5,1634,33.3,14,0.3,1301,26.5,1457,555,11.3,500,10.2,1159,79.5
"108904",1725,5,34271,210,0.6,12009,35,56,0.2,804,2.2,325,0.9,29475,86,16729,48.8,45,0.1,10404,2459,7.2,33527,97.8,21,0.1,362,1.1,11,0,12036,35.1,17542,51.2,1503,4.4,104,0.3,4796,14,4,0,20133,58.7,2347,6.8,33960,99.1,73,0.2,6573,63.2,9019,26.3,390,1.1,12009,35,10413,2459,7.2,2377,6.9,6575,63.1
"108905",145,4.5,3199,0,0,2156,67.4,1,0,43,1.3,22,0.7,2797,87.4,1612,50.4,10,0.3,1089,327,10.2,3195,99.9,0,0,76,2.4,0,0,2005,62.7,1587,49.6,165,5.2,13,0.4,402,12.6,0,0,2406,75.2,256,8,3199,100,0,0,780,71.6,1249,39,3,0.1,2156,67.4,1089,327,10.2,256,8,780,71.6
"108906",1762,7.9,22354,290,1.3,8022,35.9,77,0.3,479,2,1159,5.2,16071,71.9,10842,48.5,41,0.2,7013,2209,9.9,20816,93.1,88,0.4,441,2,20,0.1,7695,34.4,11512,51.5,552,2.5,42,0.2,6283,28.1,4,0,12686,56.8,2548,11.4,21112,94.4,95,0.4,4528,64.6,6755,30.2,1052,4.7,8022,35.8,7023,2209,9.8,2595,11.6,4531,64.5
"108907",300,6.1,4933,2,0,1317,26.7,8,0.2,127,2.3,175,3.5,4437,89.9,2386,48.4,20,0.4,1496,664,13.5,4867,98.7,24,0.5,40,0.8,2,0,1382,28,2547,51.6,128,2.6,40,0.8,496,10.1,0,0,3328,67.5,446,9,4933,100,8,0.2,438,29.3,1790,36.3,46,0.9,1319,26.7,1501,664,13.4,449,9.1,440,29.3
"108908",1145,7.4,15449,15,0.1,5231,33.9,15,0.1,296,1.8,409,2.6,12671,82,7504,48.6,21,0.1,4541,1831,11.9,15313,99.1,107,0.7,230,1.5,2,0,5286,34.2,7945,51.4,203,1.3,34,0.2,2778,18,0,0,10439,67.6,1254,8.1,15449,100,5,0,3565,78.5,5367,34.7,99,0.6,5232,33.8,4542,1831,11.8,1267,8.2,3566,78.5
"108909",1222,3.8,32403,27,0.1,14485,44.7,36,0.1,326,0.9,441,1.4,29993,92.6,15845,48.9,95,0.3,9114,2123,6.6,32110,99.1,46,0.1,468,1.4,12,0,13319,41.1,16558,51.1,1021,3.2,189,0.6,2410,7.4,0,0,24327,75.1,2856,8.8,32403,100,4,0,3872,42.5,8479,26.2,214,0.7,14486,44.7,9115,2123,6.6,2863,8.8,3872,42.5
"108910",84,4.9,1697,1,0.1,925,54.5,0,0,27,1.4,8,0.5,1697,100,831,49,5,0.3,499,188,11.1,1692,99.7,0,0,5,0.3,0,0,930,54.8,866,51,140,8.2,11,0.6,0,0,0,0,1087,64.1,120,7.1,1697,100,0,0,459,92,511,30.1,4,0.2,925,54.4,501,188,11.1,123,7.2,461,92
"108911",532,5.2,10162,172,1.7,2816,27.7,55,0.5,94,0.9,356,3.5,6702,66,4861,47.8,13,0.1,3512,1046,10.3,9515,93.6,29,0.3,257,2.5,3,0,2846,28,5301,52.2,66,0.6,82,0.8,3460,34,2,0,5057,49.8,760,7.5,9438,92.9,28,0.3,2979,84.8,3305,32.5,387,3.8,2818,27.7,3516,1046,10.3,775,7.6,2980,84.8
"108912",1187,4.4,27276,6,0,15072,55.3,4,0,381,1.3,710,2.6,24929,91.4,13303,48.8,33,0.1,8317,2754,10.1,27233,99.8,401,1.5,262,1,0,0,15457,56.7,13973,51.2,1210,4.4,117,0.4,2347,8.6,0,0,21181,77.7,2765,10.1,26709,97.9,3,0,5501,66.1,9062,33.2,30,0.1,15073,55.2,8317,2754,10.1,2780,10.2,5501,66.1
"108913",590,3.4,17130,18,0.1,4259,24.9,20,0.1,339,1.8,492,2.9,14403,84.1,8375,48.9,26,0.2,4817,941,5.5,16892,98.6,208,1.2,106,0.6,11,0.1,4455,26,8755,51.1,562,3.3,163,1,2727,15.9,0,0,11044,64.5,1580,9.2,17130,100,3,0,2081,43.2,5620,32.8,186,1.1,4261,24.8,4832,941,5.5,1598,9.3,2082,43.1
"108914",57,9.5,602,0,0,108,17.9,0,0,3,0.5,34,5.6,545,90.5,303,50.3,0,0,184,55,9.1,601,99.8,121,20.1,0,0,0,0,115,19.1,299,49.7,117,19.4,17,2.8,57,9.5,0,0,395,65.6,38,6.3,602,100,0,0,182,98.9,182,30.2,1,0.2,108,17.9,184,55,9.1,38,6.3,182,98.9
"108915",33,3.6,912,0,0,270,29.6,0,0,15,1.4,27,3,862,94.5,414,45.4,2,0.2,264,17,1.9,905,99.2,0,0,2,0.2,0,0,278,30.5,498,54.6,92,10.1,3,0.3,50,5.5,0,0,518,56.8,79,8.7,912,100,0,0,249,94.3,249,27.3,7,0.8,270,29.5,264,17,1.9,81,8.9,249,94.3
"108916",167,3.8,4364,1,0,2885,66.1,1,0,56,1.2,34,0.8,4095,93.8,2137,49,3,0.1,1445,374,8.6,4355,99.8,2,0,104,2.4,0,0,2891,66.2,2227,51,104,2.4,7,0.2,269,6.2,0,0,3288,75.3,348,8,4364,100,2,0,1086,75.2,1426,32.7,5,0.1,2885,66.1,1445,374,8.6,348,8,1086,75.2
"109901",15,5.2,288,0,0,1,0.3,4,1.4,2,0.7,12,4.2,80,27.8,147,51,0,0,96,12,4.2,39,13.5,1,0.3,0,0,0,0,1,0.3,141,49,0,0,2,0.7,208,72.2,0,0,91,31.6,32,11.1,288,100,7,2.4,77,80.2,127,44.1,238,82.6,1,0.3,96,12,4.2,32,11.1,77,80.2
"109902",2,1,203,1,0.5,7,3.4,9,4.4,0,0,17,8.4,111,54.7,100,49.3,0,0,63,3,1.5,67,33,22,10.8,0,0,0,0,8,3.9,103,50.7,0,0,0,0,92,45.3,0,0,79,38.9,40,19.7,203,100,6,3,48,76.2,89,43.8,120,59.1,7,3.4,63,3,1.5,41,20.1,48,76.2
"109903",8,2.7,301,1,0.3,6,2,0,0,3,0.9,8,2.7,171,56.8,154,51.2,0,0,91,12,4,45,15,16,5.3,0,0,3,1,6,2,147,48.8,0,0,1,0.3,130,43.2,0,0,126,41.9,38,12.6,301,100,13,4.3,61,67,106,35.2,239,79.4,6,2,91,12,4,38,12.6,61,67
"109904",59,3,1972,9,0.5,252,12.8,248,12.6,61,2.8,62,3.1,1358,68.9,969,49.1,6,0.3,527,82,4.2,1145,58.1,30,1.5,19,1,7,0.4,263,13.3,1003,50.9,9,0.5,49,2.5,614,31.1,0,0,900,45.6,233,11.8,1972,100,75,3.8,462,87.7,594,30.1,488,24.7,252,12.8,529,82,4.2,234,11.8,463,87.5
"109905",49,12,410,1,0.2,7,1.7,45,11,2,0.4,27,6.6,254,62,189,46.1,0,0,103,34,8.3,79,19.3,6,1.5,0,0,0,0,7,1.7,221,53.9,0,0,36,8.8,156,38,0,0,214,52.2,54,13.2,410,100,22,5.4,75,72.8,167,40.7,263,64.1,7,1.7,103,34,8.3,54,13.2,75,72.8
"109907",39,6,652,3,0.5,90,13.8,51,7.8,9,1.2,37,5.7,466,71.5,311,47.7,25,3.8,202,43,6.6,312,47.9,39,6,0,0,1,0.2,91,14,341,52.3,6,0.9,4,0.6,186,28.5,0,0,353,54.1,87,13.3,652,100,19,2.9,75,37.1,196,30.1,266,40.8,90,13.8,202,43,6.6,87,13.3,75,37.1
"109908",4,2.4,169,0,0,67,39.6,6,3.6,1,0.5,5,3,146,86.4,80,47.3,0,0,0,8,4.7,126,74.6,18,10.7,0,0,0,0,68,40.2,89,52.7,4,2.4,0,0,23,13.6,0,0,131,77.5,21,12.4,169,100,6,3.6,0,0,0,0,31,18.3,67,39.6,0,8,4.7,21,12.4,0,.
"109910",9,4.4,203,0,0,15,7.4,12,5.9,1,0.5,15,7.4,153,75.4,98,48.3,3,1.5,49,12,5.9,58,28.6,0,0,0,0,1,0.5,15,7.4,105,51.7,0,0,0,0,50,24.6,0,0,34,16.7,26,12.8,203,100,10,4.9,42,85.7,69,34,122,60.1,15,7.4,49,12,5.9,26,12.8,42,85.7
"109911",177,11.8,1499,9,0.6,88,5.9,55,3.7,37,2.3,116,7.7,918,61.2,720,48,3,0.2,442,84,5.6,321,21.4,65,4.3,0,0,7,0.5,89,5.9,779,52,11,0.7,23,1.5,581,38.8,2,0.1,764,51,205,13.7,738,49.2,47,3.1,129,29.2,343,22.9,1058,70.6,88,5.9,442,84,5.6,207,13.8,129,29.2
"109912",39,11.6,337,0,0,16,4.7,5,1.5,9,2.4,21,6.2,186,55.2,166,49.3,4,1.2,91,28,8.3,42,12.5,0,0,0,0,0,0,16,4.7,171,50.7,0,0,2,0.6,151,44.8,0,0,105,31.2,42,12.5,337,100,5,1.5,51,56,96,28.5,285,84.6,16,4.7,91,28,8.3,42,12.5,51,56
"109913",50,13.6,368,0,0,4,1.1,8,2.2,1,0.3,31,8.4,224,60.9,185,50.3,1,0.3,100,19,5.2,42,11.4,50,13.6,0,0,2,0.5,4,1.1,183,49.7,0,0,2,0.5,144,39.1,0,0,170,46.2,50,13.6,368,100,9,2.4,95,95,128,34.8,307,83.4,4,1.1,100,19,5.1,51,13.8,95,95
"109914",11,5.4,204,0,0,19,9.3,1,0.5,0,0,8,3.9,133,65.2,94,46.1,2,1,69,3,1.5,63,30.9,0,0,0,0,0,0,19,9.3,110,53.9,0,0,0,0,71,34.8,0,0,26,12.7,29,14.2,204,100,2,1,48,69.6,83,40.7,138,67.6,19,9.3,69,3,1.5,29,14.2,48,69.6
"110901",11,5.5,200,0,0,10,5,7,3.5,7,3.3,8,4,178,89,107,53.5,0,0,55,3,1.5,133,66.5,0,0,0,0,0,0,10,5,93,46.5,0,0,6,3,22,11,0,0,104,52,28,14,200,100,7,3.5,48,87.3,81,40.5,53,26.5,10,5,55,3,1.5,28,14,48,87.3
"110902",191,6.6,2875,8,0.3,202,7,90,3.1,108,3.4,146,5.1,1994,69.4,1400,48.7,18,0.6,727,160,5.6,2113,73.5,29,1,14,0.5,6,0.2,217,7.5,1475,51.3,145,5,21,0.7,881,30.6,1,0,1505,52.3,447,15.5,2875,100,21,0.7,727,100,998,34.7,636,22.1,202,7,727,160,5.5,458,15.8,727,100
"110905",41,8.5,485,1,0.2,11,2.3,4,0.8,4,0.8,28,5.8,222,45.8,242,49.9,2,0.4,135,28,5.8,157,32.4,8,1.6,0,0,1,0.2,11,2.3,243,50.1,3,0.6,3,0.6,263,54.2,0,0,150,30.9,29,6,485,100,7,1.4,135,100,151,31.1,315,64.9,11,2.3,135,28,5.8,29,6,135,100
"110906",45,10.2,441,0,0,13,2.9,8,1.8,4,0.9,41,9.3,213,48.3,229,51.9,3,0.7,147,35,7.9,213,48.3,47,10.7,0,0,1,0.2,13,2.9,212,48.1,0,0,2,0.5,228,51.7,0,0,199,45.1,53,12,441,100,3,0.7,146,99.3,163,37,216,49,13,2.9,147,35,7.9,53,12,146,99.3
"110907",54,9.2,586,2,0.3,20,3.4,9,1.5,2,0.3,35,6,252,43,278,47.4,1,0.2,191,62,10.6,333,56.8,9,1.5,0,0,0,0,20,3.4,308,52.6,3,0.5,5,0.9,334,57,0,0,233,39.8,58,9.9,260,44.4,1,0.2,189,99,189,32.3,241,41.1,20,3.3,191,62,10.2,59,9.7,189,99
"110908",14,7.8,180,0,0,2,1.1,2,1.1,0,0,4,2.2,85,47.2,68,37.8,0,0,53,11,6.1,73,40.6,11,6.1,0,0,0,0,2,1.1,112,62.2,7,3.9,17,9.4,95,52.8,0,0,57,31.7,13,7.2,180,100,6,3.3,53,100,87,48.3,99,55,2,1.1,53,11,6.1,13,7.2,53,100
"111801",5,5.7,87,3,3.4,0,0,22,25.3,0,0,1,1.1,87,100,25,28.7,0,0,81,0,0,48,55.2,0,0,0,0,0,0,0,0,62,71.3,0,0,0,0,0,0,0,0,87,100,16,18.4,87,100,2,2.3,0,0,0,0,12,13.8,0,0,81,0,0,16,18.4,0,0
"111901",873,11.7,7443,67,0.9,627,8.4,101,1.4,151,1.9,559,7.5,3938,52.9,3538,47.5,31,0.4,2068,612,8.2,1855,24.9,117,1.6,62,0.8,34,0.5,638,8.6,3905,52.5,1,0,53,0.7,3505,47.1,17,0.2,3094,41.6,942,12.7,7367,99,180,2.4,1686,81.5,2061,27.7,5189,69.7,627,8.4,2070,612,8.2,973,13,1687,81.5
"111902",34,7.7,441,0,0,17,3.9,1,0.2,0,0,20,4.5,219,49.7,216,49,2,0.5,127,19,4.3,55,12.5,3,0.7,0,0,0,0,17,3.9,225,51,0,0,5,1.1,222,50.3,1,0.2,108,24.5,35,7.9,439,99.5,8,1.8,114,89.8,146,33.1,376,85.3,17,3.9,127,19,4.3,35,7.9,114,89.8
"111903",90,11.3,799,2,0.3,4,0.5,9,1.1,4,0.5,44,5.5,295,36.9,397,49.7,2,0.3,227,17,2.1,54,6.8,0,0,0,0,2,0.3,4,0.5,402,50.3,0,0,31,3.9,504,63.1,4,0.5,159,19.9,47,5.9,387,48.4,16,2,220,96.9,300,37.5,712,89.1,4,0.5,227,17,2.1,49,6.1,220,96.9
"112901",648,14.8,4391,42,1,694,15.8,458,10.4,95,2,319,7.3,2583,58.8,2130,48.5,15,0.3,1263,234,5.3,1283,29.2,73,1.7,27,0.6,9,0.2,651,14.8,2261,51.5,1,0,12,0.3,1808,41.2,6,0.1,2461,56,535,12.2,2105,47.9,196,4.5,1151,91.1,1317,30,2397,54.6,694,15.8,1265,234,5.3,539,12.3,1152,91.1
"112905",39,9.9,394,0,0,14,3.6,3,0.8,3,0.7,38,9.6,229,58.1,194,49.2,0,0,132,18,4.6,50,12.7,4,1,0,0,6,1.5,17,4.3,200,50.8,0,0,0,0,165,41.9,1,0.3,100,25.4,63,16,394,100,14,3.6,72,54.5,178,45.2,320,81.2,14,3.5,132,18,4.5,65,16.4,72,54.5
"112906",38,7,541,0,0,56,10.4,1,0.2,12,2.1,22,4.1,332,61.4,279,51.6,9,1.7,155,51,9.4,122,22.6,2,0.4,0,0,2,0.4,59,10.9,262,48.4,0,0,4,0.7,209,38.6,0,0,227,42,70,12.9,541,100,23,4.3,144,92.9,184,34,393,72.6,56,10.4,155,51,9.4,70,12.9,144,92.9
"112907",30,8.5,354,1,0.3,20,5.6,0,0,8,2.2,17,4.8,198,55.9,183,51.7,1,0.3,80,1,0.3,54,15.3,27,7.6,1,0.3,0,0,20,5.6,171,48.3,0,0,4,1.1,156,44.1,0,0,121,34.2,30,8.5,354,100,10,2.8,14,17.5,117,33.1,289,81.6,20,5.6,80,1,0.3,30,8.5,14,17.5
"112908",81,11.1,730,4,0.5,191,26.2,11,1.5,7,0.9,50,6.8,532,72.9,357,48.9,0,0,207,33,4.5,314,43,17,2.3,9,1.2,6,0.8,193,26.4,373,51.1,10,1.4,2,0.3,198,27.1,0,0,384,52.6,106,14.5,730,100,15,2.1,202,97.6,223,30.5,380,52.1,191,26.1,207,33,4.5,108,14.8,202,97.6
"112909",38,13.5,282,0,0,38,13.5,8,2.8,1,0.4,3,1.1,175,62.1,138,48.9,0,0,70,7,2.5,80,28.4,1,0.4,3,1.1,0,0,38,13.5,144,51.1,2,0.7,0,0,107,37.9,0,0,95,33.7,34,12.1,280,99.3,6,2.1,69,98.6,97,34.4,188,66.7,38,13.4,70,7,2.5,36,12.7,69,98.6
"112910",26,11.6,224,0,0,4,1.8,6,2.7,2,0.8,24,10.7,121,54,105,46.9,1,0.4,71,15,6.7,23,10.3,1,0.4,0,0,1,0.4,5,2.2,119,53.1,0,0,4,1.8,103,46,0,0,97,43.3,31,13.8,224,100,6,2.7,71,100,99,44.2,188,83.9,4,1.8,71,15,6.7,31,13.8,71,100
"113901",150,11.5,1309,8,0.6,235,18,635,48.5,44,3.1,86,6.6,1159,88.5,647,49.4,1,0.1,357,52,4,437,33.4,17,1.3,0,0,3,0.2,237,18.1,662,50.6,4,0.3,3,0.2,150,11.5,1,0.1,682,52.1,163,12.5,1308,99.9,45,3.4,209,58.5,450,34.4,180,13.8,235,18,357,52,4,163,12.5,209,58.5
"113902",34,5.5,615,7,1.1,8,1.3,139,22.6,2,0.3,33,5.4,419,68.1,276,44.9,6,1,190,28,4.6,54,8.8,33,5.4,0,0,0,0,8,1.3,339,55.1,0,0,22,3.6,196,31.9,1,0.2,154,25,84,13.7,305,49.6,17,2.8,144,75.8,255,41.5,397,64.6,8,1.3,190,28,4.5,85,13.8,144,75.8
"113903",41,8.1,507,1,0.2,3,0.6,49,9.7,2,0.3,41,8.1,231,45.6,248,48.9,1,0.2,146,24,4.7,67,13.2,2,0.4,0,0,1,0.2,3,0.6,259,51.1,3,0.6,0,0,276,54.4,0,0,73,14.4,55,10.8,271,53.5,18,3.6,118,80.8,234,46.2,371,73.2,3,0.6,146,24,4.7,55,10.8,118,80.8
"113905",24,5.3,453,6,1.3,8,1.8,3,0.7,2,0.4,23,5.1,224,49.4,230,50.8,3,0.7,124,41,9.1,47,10.4,18,4,0,0,0,0,11,2.4,223,49.2,0,0,1,0.2,229,50.6,0,0,169,37.3,52,11.5,453,100,7,1.5,105,84.7,195,43,390,86.1,8,1.8,124,41,9.1,52,11.5,105,84.7
"113906",14,5.8,241,0,0,2,0.8,30,12.4,0,0,14,5.8,161,66.8,138,57.3,0,0,78,19,7.9,17,7.1,17,7.1,0,0,1,0.4,2,0.8,103,42.7,0,0,5,2.1,80,33.2,0,0,160,66.4,40,16.6,241,100,9,3.7,63,80.8,109,45.2,184,76.3,2,0.8,78,19,7.9,40,16.6,63,80.8
"114901",197,5,3976,29,0.7,161,4,239,6,109,2.4,201,5.1,2398,60.3,1920,48.3,12,0.3,1119,166,4.2,2592,65.2,14,0.4,7,0.2,5,0.1,184,4.6,2056,51.7,1,0,25,0.6,1578,39.7,2,0.1,1887,47.5,549,13.8,3882,97.6,113,2.8,973,87,1336,33.6,996,25.1,161,4,1119,166,4.2,557,14,973,87
"114902",83,7.4,1125,6,0.5,24,2.1,5,0.4,14,1.2,74,6.6,449,39.9,581,51.6,3,0.3,271,85,7.6,441,39.2,1,0.1,0,0,2,0.2,24,2.1,544,48.4,0,0,1,0.1,676,60.1,0,0,406,36.1,110,9.8,588,52.3,21,1.9,181,66.8,344,30.6,650,57.8,24,2.1,271,85,7.6,110,9.8,181,66.8
"114904",56,7.1,786,18,2.3,14,1.8,13,1.7,10,1.2,56,7.1,261,33.2,383,48.7,1,0.1,203,50,6.4,236,30,2,0.3,2,0.3,6,0.8,14,1.8,403,51.3,0,0,0,0,525,66.8,0,0,325,41.3,65,8.3,372,47.3,15,1.9,109,53.7,261,33.2,498,63.4,14,1.8,203,50,6.4,66,8.4,109,53.7
"115901",6,1.5,404,1,0.2,296,73.3,1,0.2,0,0,10,2.5,358,88.6,202,50,0,0,118,26,6.4,390,96.5,0,0,8,2,0,0,235,58.2,202,50,27,6.7,10,2.5,46,11.4,0,0,282,69.8,43,10.6,404,100,1,0.2,108,91.5,134,33.2,11,2.7,296,73.3,118,26,6.4,43,10.6,108,91.5
"115902",0,0,105,1,1,6,5.7,6,5.7,0,0,1,1,89,84.8,47,44.8,0,0,35,0,0,70,66.7,0,0,0,0,0,0,6,5.7,58,55.2,0,0,0,0,16,15.2,0,0,19,18.1,23,21.9,105,100,4,3.8,5,14.3,44,41.9,24,22.9,6,5.7,35,0,0,23,21.9,5,14.3
"115903",0,0,66,0,0,20,30.3,0,0,0,0,0,0,53,80.3,31,47,0,0,19,4,6.1,41,62.1,0,0,0,0,0,0,20,30.3,35,53,18,27.3,0,0,13,19.7,0,0,24,36.4,8,12.1,66,100,0,0,3,15.8,25,37.9,25,37.9,20,29.9,19,4,6,9,13.4,3,15.8
"116901",276,14.4,1913,6,0.3,68,3.6,23,1.2,33,1.7,199,10.4,582,30.4,940,49.1,3,0.2,521,63,3.3,359,18.8,14,0.7,3,0.2,8,0.4,68,3.6,973,50.9,0,0,36,1.9,1331,69.6,0,0,609,31.8,211,11,955,49.9,47,2.5,387,74.3,651,34,1470,76.8,68,3.6,521,63,3.3,212,11.1,387,74.3
"116902",39,7.7,505,0,0,15,3,12,2.4,12,2.2,37,7.3,272,53.9,248,49.1,2,0.4,173,26,5.1,89,17.6,4,0.8,0,0,5,1,17,3.4,257,50.9,0,0,4,0.8,233,46.1,0,0,152,30.1,72,14.3,333,65.9,25,5,113,65.3,168,33.3,374,74.1,15,3,173,26,5.1,73,14.4,113,65.3
"116903",124,8.2,1520,25,1.6,156,10.3,379,24.9,48,2.8,69,4.5,1054,69.3,771,50.7,7,0.5,443,92,6.1,321,21.1,3,0.2,11,0.7,13,0.9,156,10.3,749,49.3,0,0,40,2.6,466,30.7,17,1.1,897,59,204,13.4,706,46.4,85,5.6,173,39.1,574,37.8,680,44.7,156,10.2,443,92,6,208,13.6,173,39.1
"116905",502,9.4,5359,51,1,1268,23.7,853,15.9,69,1.2,346,6.5,3969,74.1,2524,47.1,8,0.1,1480,443,8.3,2464,46,45,0.8,33,0.6,19,0.4,1309,24.4,2835,52.9,0,0,67,1.3,1390,25.9,11,0.2,3102,57.9,688,12.8,3674,68.6,269,5,1171,79.1,1711,31.9,1692,31.6,1269,23.7,1482,443,8.3,691,12.9,1171,79
"116906",128,12.9,992,2,0.2,20,2,19,1.9,13,1.2,63,6.4,384,38.7,478,48.2,36,3.6,323,80,8.1,126,12.7,9,0.9,0,0,6,0.6,20,2,514,51.8,0,0,7,0.7,608,61.3,3,0.3,262,26.4,159,16,427,43,23,2.3,138,42.7,301,30.3,813,82,20,2,323,80,8.1,160,16.1,138,42.7
"116908",218,8.2,2644,4,0.2,353,13.4,37,1.4,65,2.2,132,5,1792,67.8,1294,48.9,21,0.8,735,103,3.9,840,31.8,44,1.7,7,0.3,17,0.6,355,13.4,1350,51.1,0,0,18,0.7,852,32.2,1,0,1280,48.4,320,12.1,741,28,69,2.6,508,69.1,785,29.7,1676,63.4,353,13.3,735,103,3.9,321,12.1,508,69.1
"116909",89,13.4,663,3,0.5,53,8,17,2.6,0,0,49,7.4,367,55.4,295,44.5,0,0,191,54,8.1,119,17.9,6,0.9,0,0,5,0.8,53,8,368,55.5,0,0,8,1.2,296,44.6,0,0,155,23.4,64,9.7,311,46.9,13,2,123,64.4,188,28.4,506,76.3,53,8,191,54,8.1,66,9.9,123,64.4
"116910",14,4.6,302,3,1,17,5.6,1,0.3,8,2.3,12,4,214,70.9,140,46.4,1,0.3,91,23,7.6,69,22.8,0,0,0,0,2,0.7,17,5.6,162,53.6,0,0,19,6.3,88,29.1,0,0,34,11.3,67,22.2,137,45.4,4,1.3,65,71.4,112,37.1,223,73.8,17,5.6,91,23,7.6,67,22.2,65,71.4
"116915",47,6.5,726,2,0.3,115,15.8,10,1.4,5,0.6,15,2.1,391,53.9,361,49.7,0,0,200,62,8.5,296,40.8,33,4.5,0,0,6,0.8,115,15.8,365,50.3,0,0,1,0.1,335,46.1,1,0.1,223,30.7,81,11.2,482,66.4,11,1.5,125,62.5,347,47.8,400,55.1,115,15.8,200,62,8.5,81,11.2,125,62.5
"116916",68,12.7,534,6,1.1,18,3.4,7,1.3,10,1.7,28,5.2,283,53,265,49.6,6,1.1,165,32,6,71,13.3,38,7.1,0,0,5,0.9,22,4.1,269,50.4,0,0,31,5.8,251,47,1,0.2,173,32.4,68,12.7,534,100,18,3.4,22,13.3,153,28.7,426,79.8,18,3.4,165,32,6,68,12.7,22,13.3
"117901",182,7,2605,16,0.6,245,9.4,55,2.1,97,3.3,158,6.1,1509,57.9,1292,49.6,11,0.4,756,136,5.2,1243,47.7,0,0,9,0.3,16,0.6,272,10.4,1313,50.4,1,0,18,0.7,1096,42.1,1,0,1295,49.7,326,12.5,1848,70.9,104,4,457,60.4,662,25.4,1170,44.9,245,9.4,756,136,5.2,328,12.6,457,60.4
"117903",31,4.5,687,3,0.4,1,0.1,6,0.9,1,0.1,25,3.6,286,41.6,326,47.5,5,0.7,207,29,4.2,59,8.6,18,2.6,0,0,4,0.6,1,0.1,361,52.5,3,0.4,3,0.4,401,58.4,0,0,324,47.2,92,13.4,326,47.5,22,3.2,161,77.8,182,26.5,593,86.3,1,0.1,207,29,4.2,92,13.4,161,77.8
"117904",54,7.7,702,0,0,8,1.1,2,0.3,0,0,56,8,281,40,322,45.9,0,0,220,48,6.8,159,22.6,28,4,0,0,11,1.6,8,1.1,380,54.1,0,0,1,0.1,421,60,0,0,208,29.6,99,14.1,702,100,27,3.8,57,25.9,166,23.6,503,71.7,8,1.1,220,48,6.8,99,14.1,57,25.9
