DISTRICT,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTG9XC,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP,DPNTVHSC,DPNTVHSP
"226905",19,5.9,322,1,0.3,7,2.2,6,1.9,5,1.4,11,3.4,177,55,159,49.4,2,0.6,90,17,5.3,82,25.5,5,1.6,0,0,0,0,7,2.2,163,50.6,0,0,1,0.3,145,45,0,0,113,35.1,46,14.3,180,55.9,19,5.9,75,83.3,105,32.6,214,66.5,7,2.2,90,17,5.3,46,14.3,75,83.3
"226906",98,8,1229,5,0.4,19,1.5,2,0.2,6,0.5,58,4.7,194,15.8,625,50.9,6,0.5,355,103,8.4,265,21.6,8,0.7,4,0.3,3,0.2,19,1.5,604,49.1,2,0.2,41,3.3,1035,84.2,0,0,274,22.3,87,7.1,590,48,15,1.2,181,51,480,39.1,939,76.4,19,1.5,355,103,8.4,91,7.4,181,51
"226907",55,4.6,1186,4,0.3,50,4.2,6,0.5,29,2.2,63,5.3,787,66.4,513,43.3,5,0.4,304,61,5.1,528,44.5,16,1.3,0,0,2,0.2,50,4.2,673,56.7,3,0.3,22,1.9,399,33.6,0,0,524,44.2,226,19.1,878,74,30,2.5,258,84.9,368,31,616,51.9,50,4.2,304,61,5.1,227,19.1,258,84.9
"226908",23,9,256,1,0.4,13,5.1,2,0.8,8,2.7,16,6.3,99,38.7,138,53.9,1,0.4,76,12,4.7,91,35.5,1,0.4,2,0.8,1,0.4,14,5.5,118,46.1,2,0.8,4,1.6,157,61.3,0,0,73,28.5,34,13.3,255,99.6,6,2.3,63,82.9,113,44.1,155,60.5,13,5.1,76,12,4.7,34,13.3,63,82.9
"227506",39,15.8,247,19,7.7,0,0,3,1.2,0,0,9,3.6,8,3.2,133,53.8,0,0,247,22,8.9,45,18.2,0,0,0,0,3,1.2,0,0,114,46.2,0,0,1,0.4,239,96.8,0,0,33,13.4,5,2,0,0,9,3.6,0,0,57,23.1,168,68,0,0,247,22,8.9,5,2,0,0
"227803",173,8.6,2009,15,0.7,826,41.1,106,5.3,0,0,92,4.6,1483,73.8,977,48.6,3,0.1,260,0,0,1547,77,6,0.3,0,0,2,0.1,831,41.4,1032,51.4,0,0,7,0.3,526,26.2,0,0,1525,75.9,181,9,2009,100,57,2.8,165,63.5,219,10.9,282,14,826,41.1,260,0,0,181,9,165,63.5
"227804",101,9.5,1061,110,10.4,238,22.4,135,12.7,0,0,33,3.1,359,33.8,518,48.8,0,0,280,12,1.1,342,32.2,3,0.3,1,0.1,3,0.3,243,22.9,543,51.2,0,0,4,0.4,702,66.2,1,0.1,399,37.6,92,8.7,1061,100,55,5.2,14,5,217,20.5,415,39.1,238,22.4,280,12,1.1,92,8.7,14,5
"227805",9,2.5,366,0,0,0,0,325,88.8,0,0,1,0.3,308,84.2,177,48.4,0,0,48,0,0,34,9.3,2,0.5,0,0,0,0,1,0.3,189,51.6,0,0,0,0,58,15.8,0,0,151,41.3,33,9,366,100,7,1.9,0,0,0,0,0,0,0,0,48,0,0,33,9,0,0
"227806",69,11.3,609,1,0.2,39,6.4,112,18.4,0,0,24,3.9,368,60.4,305,50.1,218,35.8,375,0,0,200,32.8,10,1.6,0,0,14,2.3,39,6.4,304,49.9,0,0,18,3,241,39.6,0,0,578,94.9,224,36.8,7,1.1,18,3,26,6.9,134,22,264,43.3,39,6.4,375,0,0,224,36.8,26,6.9
"227814",11,2.9,376,75,19.9,32,8.5,34,9,0,0,3,0.8,0,0,197,52.4,0,0,115,0,0,68,18.1,0,0,0,0,2,0.5,36,9.6,179,47.6,0,0,0,0,376,100,1,0.3,66,17.6,9,2.4,0,0,30,8,38,33,114,30.3,166,44.1,32,8.5,115,0,0,9,2.4,38,33
"227816",169,4,4214,681,16.2,1885,44.7,461,10.9,0,0,124,2.9,2831,67.2,2016,47.8,0,0,890,349,8.3,2367,56.2,11,0.3,13,0.3,4,0.1,1916,45.5,2198,52.2,0,0,2,0,1383,32.8,3,0.1,2650,62.9,309,7.3,4214,100,91,2.2,61,6.9,959,22.8,607,14.4,1885,44.7,891,349,8.3,309,7.3,61,6.8
"227817",44,8.8,501,4,0.8,221,44.1,61,12.2,0,0,34,6.8,427,85.2,232,46.3,0,0,109,11,2.2,383,76.4,6,1.2,0,0,1,0.2,221,44.1,269,53.7,0,0,0,0,74,14.8,0,0,266,53.1,49,9.8,392,78.2,10,2,108,99.1,108,21.6,42,8.4,221,44.1,109,11,2.2,49,9.8,108,99.1
"227819",22,7.5,295,7,2.4,47,15.9,27,9.2,0,0,24,8.1,163,55.3,141,47.8,1,0.3,0,15,5.1,195,66.1,0,0,2,0.7,0,0,49,16.6,154,52.2,0,0,4,1.4,132,44.7,0,0,117,39.7,46,15.6,135,45.8,13,4.4,0,0,0,0,53,18,47,15.9,0,15,5.1,46,15.6,0,.
"227820",814,2.8,28668,503,1.8,10565,36.9,7167,25,2,0,128,0.4,24657,86,14086,49.1,29,0.1,5231,0,0,20187,70.4,449,1.6,234,0.8,117,0.4,10782,37.6,14582,50.9,14,0,90,0.3,4011,14,29,0.1,13349,46.6,2372,8.3,27960,97.5,251,0.9,186,3.6,2216,7.7,414,1.4,10566,36.9,5232,0,0,2373,8.3,186,3.6
"227821",22,4.9,451,2,0.4,0,0,8,1.8,0,0,57,12.6,79,17.5,211,46.8,3,0.7,0,0,0,107,23.7,0,0,0,0,2,0.4,0,0,240,53.2,0,0,0,0,372,82.5,0,0,61,13.5,53,11.8,17,3.8,24,5.3,0,0,0,0,308,68.3,0,0,0,0,0,53,11.8,0,.
"227824",55,5.4,1010,2,0.2,383,37.9,67,6.6,0,0,18,1.8,919,91,488,48.3,0,0,219,0,0,890,88.1,0,0,0,0,0,0,389,38.5,522,51.7,0,0,2,0.2,91,9,0,0,609,60.3,73,7.2,0,0,7,0.7,0,0,28,2.8,44,4.4,383,37.9,219,0,0,73,7.2,0,0
"227825",105,5.6,1869,3,0.2,966,51.7,120,6.4,1,0.1,50,2.7,1725,92.3,929,49.7,2,0.1,520,0,0,1686,90.2,0,0,5,0.3,1,0.1,1189,63.6,940,50.3,2,0.1,13,0.7,144,7.7,0,0,1438,76.9,182,9.7,1869,100,12,0.6,0,0,194,10.4,47,2.5,966,51.7,520,0,0,182,9.7,0,0
"227826",19,4,478,11,2.3,123,25.7,58,12.1,0,0,9,1.9,243,50.8,255,53.3,7,1.5,0,0,0,233,48.7,1,0.2,0,0,0,0,123,25.7,223,46.7,0,0,1,0.2,235,49.2,0,0,180,37.7,32,6.7,478,100,19,4,0,0,0,0,157,32.8,123,25.7,0,0,0,32,6.7,0,.
"227827",1,0.1,706,21,3,137,19.4,168,23.8,3,0.4,0,0,594,84.1,436,61.8,0,0,706,0,0,345,48.9,0,0,39,5.5,7,1,140,19.8,270,38.2,0,0,0,0,112,15.9,1,0.1,706,100,19,2.7,0,0,9,1.3,533,75.5,533,75.5,155,22,137,19.4,706,0,0,19,2.7,533,75.5
"227829",55,10.3,532,16,3,21,3.9,15,2.8,0,0,36,6.8,112,21.1,268,50.4,3,0.6,23,0,0,121,22.7,2,0.4,4,0.8,0,0,21,3.9,264,49.6,0,0,1,0.2,420,78.9,0,0,155,29.1,34,6.4,154,28.9,38,7.1,0,0,0,0,342,64.3,21,3.9,23,0,0,34,6.4,0,0
"227901",8088,10,80718,3504,4.3,24986,31,5597,6.9,949,1.1,7187,8.9,42766,53,39379,48.8,122,0.2,21173,8779,10.9,44655,55.3,926,1.1,4916,6.1,107,0.1,22745,28.2,41339,51.2,28,0,222,0.3,37952,47,68,0.1,39943,49.5,10345,12.8,32289,40,2734,3.4,7041,33.3,23949,29.7,24053,29.8,24998,30.9,21247,8781,10.9,10474,12.9,7055,33.2
"227904",2202,8.4,26353,2130,8.1,5904,22.4,4076,15.5,432,1.6,1083,4.1,13334,50.6,12733,48.3,85,0.3,7779,1932,7.3,12784,48.5,273,1,737,2.8,56,0.2,5857,22.2,13620,51.7,0,0,357,1.4,13019,49.4,44,0.2,13616,51.7,3199,12.1,18889,71.7,1223,4.6,1538,19.8,6977,26.5,6040,22.9,5905,22.4,7785,1932,7.3,3235,12.3,1540,19.8
"227907",534,5.6,9581,356,3.7,3998,41.7,1939,20.2,126,1.2,321,3.4,7084,73.9,4732,49.4,48,0.5,2659,904,9.4,6308,65.8,246,2.6,99,1,20,0.2,3998,41.7,4849,50.6,0,0,76,0.8,2497,26.1,16,0.2,7190,75,954,10,4686,48.9,271,2.8,2516,94.6,3651,38.1,671,7,4001,41.7,2667,904,9.4,960,10,2523,94.6
"227909",1009,12.4,8144,1063,13.1,579,7.1,63,0.8,21,0.3,474,5.8,271,3.3,3930,48.3,8,0.1,2839,863,10.6,1056,13,0,0,154,1.9,13,0.2,167,2.1,4214,51.7,0,0,67,0.8,7873,96.7,7,0.1,858,10.5,742,9.1,99,1.2,415,5.1,836,29.4,1749,21.5,5527,67.9,580,7.1,2847,863,10.6,764,9.4,836,29.4
"227910",615,5.6,10952,83,0.8,4765,43.5,891,8.1,269,2.2,626,5.7,9623,87.9,5299,48.4,44,0.4,3327,582,5.3,9333,85.2,109,1,511,4.7,11,0.1,4713,43,5653,51.6,2,0,20,0.2,1329,12.1,7,0.1,8468,77.3,1624,14.8,10796,98.6,159,1.5,1455,43.7,3791,34.6,468,4.3,4767,43.5,3331,582,5.3,1635,14.9,1457,43.7
"227912",160,10.1,1581,7,0.4,97,6.1,6,0.4,35,2.1,60,3.8,425,26.9,730,46.2,0,0,520,143,9,403,25.5,2,0.1,0,0,10,0.6,97,6.1,851,53.8,0,0,18,1.1,1156,73.1,3,0.2,332,21,162,10.2,51,3.2,78,4.9,419,80.6,571,36.1,1074,67.9,97,6.1,521,143,9,168,10.6,420,80.6
"227913",1215,11,11057,714,6.5,671,6.1,179,1.6,34,0.3,411,3.7,1400,12.7,5278,47.7,23,0.2,3399,1061,9.6,2183,19.7,21,0.2,96,0.9,30,0.3,688,6.2,5779,52.3,1,0,67,0.6,9657,87.3,9,0.1,2145,19.4,1037,9.4,1087,9.8,547,4.9,1022,30.1,3027,27.4,7395,66.9,671,6.1,3405,1061,9.6,1063,9.6,1023,30
"228901",40,5.3,761,5,0.7,11,1.4,49,6.4,12,1.4,24,3.2,528,69.4,361,47.4,2,0.3,218,63,8.3,108,14.2,9,1.2,2,0.3,1,0.1,11,1.4,400,52.6,0,0,1,0.1,233,30.6,0,0,186,24.4,119,15.6,761,100,25,3.3,158,72.5,211,27.7,573,75.3,11,1.4,218,63,8.2,122,16,158,72.5
"228903",82,6.8,1205,3,0.2,103,8.5,184,15.3,45,3.4,54,4.5,969,80.4,596,49.5,22,1.8,351,52,4.3,306,25.4,19,1.6,3,0.2,1,0.1,103,8.5,609,50.5,0,0,8,0.7,236,19.6,0,0,716,59.4,139,11.5,1205,100,53,4.4,306,87.2,426,35.4,658,54.6,103,8.5,351,52,4.3,139,11.5,306,87.2
"228904",9,6.1,147,0,0,0,0,0,0,0,0,10,6.8,99,67.3,59,40.1,0,0,38,8,5.4,7,4.8,0,0,0,0,0,0,0,0,88,59.9,0,0,0,0,48,32.7,0,0,0,0,16,10.9,147,100,3,2,27,71.1,59,40.1,137,93.2,0,0,38,8,5.4,16,10.9,27,71.1
"228905",15,7.6,197,0,0,0,0,10,5.1,0,0,18,9.1,121,61.4,98,49.7,0,0,49,18,9.1,16,8.1,0,0,0,0,1,0.5,0,0,99,50.3,0,0,0,0,76,38.6,0,0,46,23.4,33,16.8,197,100,2,1,20,40.8,64,32.5,168,85.3,0,0,49,18,9.1,34,17.2,20,40.8
"229901",44,9,490,0,0,0,0,12,2.4,7,1.3,15,3.1,292,59.6,236,48.2,0,0,132,2,0.4,21,4.3,4,0.8,0,0,3,0.6,0,0,254,51.8,0,0,1,0.2,198,40.4,0,0,170,34.7,64,13.1,490,100,7,1.4,110,83.3,191,39,447,91.2,0,0,132,2,0.4,64,13.1,110,83.3
"229903",77,5.8,1326,11,0.8,51,3.8,300,22.6,18,1.2,76,5.7,897,67.6,665,50.2,7,0.5,381,78,5.9,139,10.5,4,0.3,0,0,43,3.2,53,4,661,49.8,0,0,19,1.4,429,32.4,1,0.1,385,29,214,16.1,1325,99.9,68,5.1,228,59.8,451,34,764,57.6,51,3.8,381,78,5.9,214,16.1,228,59.8
"229904",147,11.2,1310,6,0.5,11,0.8,13,1,21,1.5,77,5.9,761,58.1,626,47.8,3,0.2,335,84,6.4,69,5.3,4,0.3,0,0,15,1.1,13,1,684,52.2,0,0,0,0,549,41.9,1,0.1,418,31.9,135,10.3,678,51.8,30,2.3,327,97.6,330,25.2,1176,89.8,11,0.8,335,84,6.4,138,10.5,327,97.6
"229905",30,7.4,405,4,1,9,2.2,0,0,7,1.6,9,2.2,271,66.9,209,51.6,3,0.7,112,7,1.7,35,8.6,28,6.9,0,0,4,1,9,2.2,196,48.4,0,0,0,0,134,33.1,0,0,179,44.2,65,16,405,100,10,2.5,103,92,201,49.6,352,86.9,9,2.2,112,7,1.7,66,16.3,103,92
"229906",20,9.9,203,0,0,0,0,12,5.9,0,0,13,6.4,109,53.7,102,50.2,0,0,55,5,2.5,6,3,0,0,0,0,0,0,0,0,101,49.8,0,0,0,0,94,46.3,0,0,103,50.7,27,13.3,203,100,12,5.9,34,61.8,55,27.1,173,85.2,0,0,55,5,2.5,27,13.3,34,61.8
"230901",60,8.9,671,1,0.1,22,3.3,58,8.6,14,1.8,35,5.2,454,67.7,332,49.5,1,0.1,197,38,5.7,73,10.9,50,7.5,0,0,2,0.3,22,3.3,339,50.5,0,0,1,0.1,217,32.3,0,0,310,46.2,98,14.6,671,100,51,7.6,193,98,236,35.2,486,72.4,22,3.3,198,38,5.7,98,14.6,194,98
"230902",209,8.1,2583,11,0.4,210,8.1,261,10.1,40,1.5,115,4.5,2098,81.2,1207,46.7,33,1.3,705,131,5.1,526,20.4,33,1.3,6,0.2,17,0.7,218,8.4,1376,53.3,8,0.3,2,0.1,485,18.8,0,0,1232,47.7,234,9.1,2583,100,190,7.4,634,89.9,806,31.2,1578,61.1,210,8.1,705,131,5.1,236,9.1,634,89.9
"230903",114,11.7,976,4,0.4,68,7,48,4.9,11,1,77,7.9,629,64.4,468,48,4,0.4,272,37,3.8,179,18.3,5,0.5,10,1,4,0.4,69,7.1,508,52,0,0,7,0.7,347,35.6,1,0.1,530,54.3,124,12.7,976,100,43,4.4,247,90.8,262,26.8,697,71.4,68,7,272,37,3.8,124,12.7,247,90.8
"230904",51,15.4,331,4,1.2,0,0,25,7.6,3,0.8,15,4.5,170,51.4,162,48.9,7,2.1,99,9,2.7,41,12.4,1,0.3,0,0,1,0.3,0,0,169,51.1,0,0,2,0.6,161,48.6,0,0,133,40.2,20,6,331,100,12,3.6,86,86.9,142,42.9,248,74.9,0,0,99,9,2.7,20,6,86,86.9
"230905",102,9.4,1088,5,0.5,50,4.6,7,0.6,1,0.1,86,7.9,532,48.9,525,48.3,1,0.1,323,80,7.4,186,17.1,15,1.4,0,0,2,0.2,50,4.6,563,51.7,7,0.6,7,0.6,556,51.1,0,0,409,37.6,70,6.4,765,70.3,18,1.7,216,66.9,359,33,870,80,50,4.6,323,80,7.3,71,6.5,216,66.9
"230906",133,11,1206,6,0.5,20,1.7,80,6.6,7,0.6,64,5.3,477,39.6,549,45.5,12,1,344,60,5,156,12.9,5,0.4,0,0,4,0.3,20,1.7,657,54.5,0,0,26,2.2,729,60.4,1,0.1,422,35,66,5.5,572,47.4,65,5.4,192,55.8,346,28.7,894,74.1,20,1.7,344,60,5,68,5.6,192,55.8
"230908",118,15.6,755,2,0.3,16,2.1,14,1.9,11,1.3,67,8.9,332,44,389,51.5,4,0.5,216,66,8.7,61,8.1,1,0.1,0,0,11,1.5,17,2.3,366,48.5,0,0,3,0.4,423,56,0,0,267,35.4,44,5.8,396,52.5,13,1.7,179,82.9,293,38.8,654,86.6,16,2.1,216,66,8.7,44,5.8,179,82.9
"231901",33,5.8,566,0,0,33,5.8,20,3.5,3,0.5,30,5.3,377,66.6,296,52.3,0,0,159,34,6,419,74,0,0,0,0,5,0.9,36,6.4,270,47.7,2,0.4,0,0,189,33.4,0,0,273,48.2,61,10.8,566,100,7,1.2,42,26.4,126,22.3,115,20.3,33,5.8,159,34,6,62,10.9,42,26.4
"231902",29,9.6,302,1,0.3,32,10.6,2,0.7,4,1.2,17,5.6,143,47.4,147,48.7,0,0,97,4,1.3,142,47,16,5.3,15,5,2,0.7,33,10.9,155,51.3,0,0,0,0,159,52.6,0,0,141,46.7,28,9.3,302,100,6,2,5,5.2,134,44.4,149,49.3,32,10.6,97,4,1.3,29,9.6,5,5.2
"232901",40,8.9,448,9,2,13,2.9,0,0,0,0,10,2.2,157,35,231,51.6,0,0,104,62,13.8,262,58.5,0,0,0,0,1,0.2,14,3.1,217,48.4,0,0,0,0,291,65,0,0,94,21,41,9.2,448,100,0,0,11,10.6,130,29,176,39.3,13,2.9,104,62,13.8,41,9.2,11,10.6
"232902",57,12.9,442,0,0,20,4.5,0,0,16,3.3,43,9.7,291,65.8,205,46.4,0,0,149,36,8.1,367,83,5,1.1,5,1.1,0,0,20,4.5,237,53.6,5,1.1,1,0.2,151,34.2,0,0,259,58.6,67,15.2,442,100,3,0.7,115,77.2,137,31,72,16.3,20,4.5,149,36,8.1,70,15.7,115,77.2
"232903",250,5.9,4236,13,0.3,514,12.1,15,0.4,90,2,184,4.3,3542,83.6,2075,49,13,0.3,1193,427,10.1,3777,89.2,71,1.7,3,0.1,3,0.1,298,7,2161,51,112,2.6,0,0,694,16.4,2,0,2847,67.2,435,10.3,4236,100,20,0.5,886,74.3,1210,28.6,406,9.6,514,12.1,1193,427,10,450,10.6,886,74.3
"232904",23,10,229,3,1.3,12,5.2,1,0.4,2,0.8,13,5.7,103,45,106,46.3,0,0,71,15,6.6,54,23.6,0,0,0,0,0,0,12,5.2,123,53.7,0,0,0,0,126,55,0,0,25,10.9,31,13.5,228,99.6,4,1.7,62,87.3,104,45.4,167,72.9,12,5.2,71,15,6.6,31,13.5,62,87.3
"233901",956,9.3,10311,37,0.4,1729,16.8,75,0.7,194,1.8,384,3.7,7496,72.7,5101,49.5,13,0.1,3051,901,8.7,9590,93,110,1.1,170,1.6,8,0.1,1766,17.1,5210,50.5,198,1.9,287,2.8,2815,27.3,2,0,7051,68.4,1246,12.1,10294,99.8,31,0.3,2569,84.2,3352,32.5,568,5.5,1729,16.7,3052,902,8.7,1265,12.2,2569,84.2
"233903",11,5.4,205,1,0.5,9,4.4,2,1,0,0,5,2.4,66,32.2,102,49.8,0,0,42,11,5.4,115,56.1,0,0,0,0,0,0,7,3.4,103,50.2,0,0,17,8.3,139,67.8,0,0,68,33.2,17,8.3,204,99.5,2,1,30,71.4,75,36.6,85,41.5,9,4.4,42,11,5.4,17,8.3,30,71.4
"234801",18,21.7,83,0,0,0,0,2,2.4,3,1.5,7,8.4,44,53,32,38.6,0,0,75,0,0,10,12,8,9.6,0,0,1,1.2,0,0,51,61.4,0,0,0,0,39,47,0,0,83,100,20,24.1,83,100,5,6,0,0,21,25.3,65,78.3,0,0,75,0,0,20,24.1,0,0
"234902",225,10.3,2186,24,1.1,71,3.2,49,2.2,16,0.7,178,8.1,883,40.4,1098,50.2,17,0.8,636,130,5.9,294,13.4,16,0.7,9,0.4,16,0.7,71,3.2,1088,49.8,1,0,28,1.3,1303,59.6,0,0,638,29.2,185,8.5,1550,70.9,72,3.3,576,90.6,761,34.8,1731,79.2,71,3.2,636,130,5.9,198,9,576,90.6
"234903",106,10.8,977,1,0.1,16,1.6,34,3.5,4,0.4,75,7.7,463,47.4,459,47,0,0,314,93,9.5,119,12.2,3,0.3,0,0,1,0.1,17,1.7,518,53,0,0,7,0.7,514,52.6,0,0,335,34.3,144,14.7,416,42.6,26,2.7,310,98.7,310,31.7,796,81.5,16,1.6,314,93,9.5,145,14.8,310,98.7
"234904",101,9.2,1099,5,0.5,158,14.4,11,1,13,1,76,6.9,689,62.7,502,45.7,16,1.5,313,61,5.6,302,27.5,10,0.9,7,0.6,4,0.4,166,15.1,597,54.3,0,0,17,1.5,410,37.3,0,0,554,50.4,133,12.1,1085,98.7,22,2,283,90.4,326,29.7,755,68.7,158,14.3,313,61,5.5,137,12.4,283,90.4
"234905",90,17.7,509,0,0,47,9.2,16,3.1,2,0.4,51,10,252,49.5,254,49.9,3,0.6,138,46,9,107,21,0,0,0,0,2,0.4,48,9.4,255,50.1,0,0,0,0,257,50.5,0,0,160,31.4,45,8.8,509,100,10,2,136,98.6,165,32.4,374,73.5,47,9.2,138,46,9,45,8.8,136,98.6
"234906",170,7.1,2391,9,0.4,169,7.1,66,2.8,47,1.8,76,3.2,1232,51.5,1173,49.1,9,0.4,744,151,6.3,516,21.6,6,0.3,0,0,4,0.2,174,7.3,1218,50.9,0,0,0,0,1159,48.5,0,0,992,41.5,270,11.3,1299,54.3,89,3.7,690,92.7,908,38,1707,71.4,169,7.1,744,151,6.3,273,11.4,690,92.7
"234907",225,8.8,2564,13,0.5,236,9.2,123,4.8,48,1.7,176,6.9,1674,65.3,1293,50.4,23,0.9,698,176,6.9,682,26.6,4,0.2,8,0.3,26,1,246,9.6,1271,49.6,1,0,2,0.1,890,34.7,2,0.1,876,34.2,332,12.9,1022,39.9,87,3.4,676,96.8,688,26.8,1631,63.6,236,9.2,698,176,6.9,333,13,676,96.8
"234909",73,17,429,4,0.9,14,3.3,11,2.6,2,0.4,51,11.9,293,68.3,225,52.4,5,1.2,103,38,8.9,39,9.1,37,8.6,0,0,2,0.5,15,3.5,204,47.6,0,0,2,0.5,136,31.7,0,0,227,52.9,52,12.1,429,100,18,4.2,95,92.2,122,28.4,355,82.8,14,3.3,103,38,8.9,52,12.1,95,92.2
"235901",44,5.3,829,0,0,151,18.2,25,3,27,2.7,29,3.5,653,78.8,420,50.7,2,0.2,230,45,5.4,703,84.8,24,2.9,0,0,0,0,153,18.5,409,49.3,10,1.2,6,0.7,176,21.2,0,0,393,47.4,123,14.8,827,99.8,11,1.3,137,59.6,259,31.2,90,10.9,151,18.1,231,45,5.4,130,15.6,137,59.3
"235902",1139,8.3,13797,146,1.1,912,6.6,879,6.4,453,3,405,2.9,9035,65.5,6680,48.4,30,0.2,3863,586,4.2,9166,66.4,472,3.4,44,0.3,23,0.2,921,6.7,7117,51.6,13,0.1,58,0.4,4762,34.5,6,0,6322,45.8,1689,12.2,6909,50.1,216,1.6,1038,26.9,3227,23.4,3361,24.4,912,6.6,3868,586,4.2,1737,12.5,1038,26.8
"235904",8,5.5,146,1,0.7,6,4.1,5,3.4,0,0,5,3.4,79,54.1,78,53.4,1,0.7,0,8,5.5,56,38.4,0,0,0,0,0,0,6,4.1,68,46.6,0,0,1,0.7,67,45.9,0,0,13,8.9,8,5.5,146,100,5,3.4,0,0,0,0,79,54.1,6,4.1,0,8,5.4,9,6.1,0,.
"236801",5,11.6,43,1,2.3,1,2.3,7,16.3,0,0,0,0,43,100,0,0,10,23.3,43,0,0,12,27.9,0,0,0,0,0,0,1,2.3,43,100,0,0,0,0,0,0,0,0,43,100,16,37.2,43,100,0,0,43,100,43,100,23,53.5,1,2.3,43,0,0,16,37.2,43,100
"236802",37,10.3,360,13,3.6,16,4.4,79,21.9,0,0,19,5.3,79,21.9,165,45.8,1,0.3,0,33,9.2,67,18.6,3,0.8,2,0.6,2,0.6,17,4.7,195,54.2,0,0,6,1.7,281,78.1,0,0,115,31.9,29,8.1,0,0,27,7.5,0,0,0,0,172,47.8,16,4.4,0,33,9.2,29,8.1,0,.
"236901",145,14.2,1021,3,0.3,39,3.8,143,14,13,1.2,78,7.6,509,49.9,476,46.6,3,0.3,304,70,6.9,132,12.9,44,4.3,4,0.4,4,0.4,40,3.9,545,53.4,0,0,23,2.3,512,50.1,0,0,317,31,86,8.4,510,50,54,5.3,288,94.7,332,32.5,685,67.1,39,3.8,304,70,6.9,86,8.4,288,94.7
"236902",697,7.6,9124,140,1.5,1012,11.1,1946,21.3,191,1.8,303,3.3,4911,53.8,4865,53.3,27,0.3,3321,311,3.4,3224,35.3,181,2,27,0.3,49,0.5,1087,11.9,4259,46.7,4,0,58,0.6,4213,46.2,11,0.1,4748,52,774,8.5,6026,66,339,3.7,733,22.1,2326,25.5,3415,37.4,1014,11.1,3330,311,3.4,781,8.5,734,22
"237902",91,5.9,1545,5,0.3,484,31.3,395,25.6,66,3.8,32,2.1,1300,84.1,742,48,7,0.5,399,125,8.1,957,61.9,52,3.4,42,2.7,0,0,507,32.8,803,52,6,0.4,8,0.5,245,15.9,2,0.1,990,64.1,139,9,1544,99.9,15,1,361,90.5,361,23.4,171,11.1,484,31.2,399,125,8.1,139,9,361,90.5
"237904",690,9,7689,49,0.6,2304,30,777,10.1,133,1.7,341,4.4,4823,62.7,3793,49.3,22,0.3,2116,458,6,4269,55.5,30,0.4,95,1.2,28,0.4,2313,30.1,3896,50.7,5,0.1,23,0.3,2866,37.3,4,0.1,4376,56.9,711,9.2,7689,100,185,2.4,1272,60.1,1855,24.1,2377,30.9,2309,29.9,2123,459,5.9,739,9.6,1277,60.2
"237905",97,3.9,2495,7,0.3,1112,44.6,379,15.2,28,1.1,26,1,2031,81.4,1213,48.6,5,0.2,672,63,2.5,1837,73.6,19,0.8,5,0.2,5,0.2,1118,44.8,1282,51.4,5,0.2,2,0.1,464,18.6,6,0.2,1850,74.1,251,10.1,2495,100,33,1.3,621,92.4,1043,41.8,228,9.1,1112,44.5,673,63,2.5,251,10.1,622,92.4
"238902",182,7.6,2387,13,0.5,255,10.7,126,5.3,29,1.1,143,6,1126,47.2,1201,50.3,1,0,661,90,3.8,1486,62.3,8,0.3,1,0,9,0.4,267,11.2,1186,49.7,5,0.2,1,0,1261,52.8,0,0,1036,43.4,248,10.4,2387,100,16,0.7,200,30.3,610,25.6,737,30.9,255,10.6,662,90,3.7,262,10.9,200,30.2
"238904",1,0.6,181,0,0,0,0,9,5,0,0,3,1.7,89,49.2,88,48.6,0,0,55,0,0,114,63,0,0,0,0,0,0,0,0,93,51.4,0,0,0,0,92,50.8,0,0,77,42.5,16,8.8,181,100,3,1.7,39,70.9,71,39.2,55,30.4,0,0,55,0,0,17,9.3,39,70.9
"239901",336,6.6,5085,78,1.5,589,11.6,1109,21.8,136,2.5,231,4.5,2938,57.8,2407,47.3,9,0.2,1514,333,6.5,1796,35.3,29,0.6,59,1.2,3,0.1,601,11.8,2678,52.7,1,0,11,0.2,2147,42.2,1,0,2260,44.4,664,13.1,1780,35,128,2.5,796,52.6,1640,32.3,1970,38.7,589,11.5,1514,333,6.5,673,13.2,796,52.6
"239903",48,10.1,476,0,0,29,6.1,56,11.8,3,0.6,36,7.6,253,53.2,215,45.2,4,0.8,128,24,5,99,20.8,0,0,1,0.2,4,0.8,31,6.5,261,54.8,0,0,0,0,223,46.8,0,0,144,30.3,45,9.5,272,57.1,12,2.5,128,100,183,38.4,305,64.1,29,6.1,128,24,5,48,10,128,100
