DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'211901",0,0,3,5,4.6,108,0,0,29,160,18.1,30,27.8,1,0.9,0,0,4,3.7,69,63.9,62,57.4,0,0,0,2,1.9,52,48.1,2,1.9,0,0,0,0,30,27.8,46,42.6,0,0,0,0,39,36.1,0,0,51,47.2,14,13,108,100,2,1.9,0,0,0,0,53,49.1,30,27.8,2,1.9,14,13
"'211902",3,4.8,63,9,1.6,579,1,0.2,49,444,11,112,19.3,1,0.2,1,0.2,12,2.1,333,57.5,275,47.5,0,0,176,12,2.1,358,61.8,0,0,20,3.5,2,0.3,118,20.4,304,52.5,24,4.1,0,0,246,42.5,0,0,321,55.4,62,10.7,579,100,13,2.2,146,83,146,25.2,204,35.2,112,19.3,12,2.1,63,10.8
"'212801",21,10,209,285,14.8,1926,72,3.7,245,1533,16,117,6.1,316,16.4,0,0,175,9.1,892,46.3,980,50.9,6,0.3,631,0,0,519,26.9,0,0,0,0,7,0.4,139,7.2,946,49.1,0,0,114,5.9,1034,53.7,2,0.1,629,32.7,203,10.5,1454,75.5,81,4.2,418,66.2,457,23.7,929,48.2,117,6.1,0,0,203,10.5
"'212804",10,14.5,69,90,10.6,853,35,4.1,174,780,22.3,21,2.5,57,6.7,0,0,60,7,286,33.5,423,49.6,0,0,215,65,7.6,166,19.5,6,0.7,2,0.2,5,0.6,21,2.5,430,50.4,0,0,109,12.8,567,66.5,1,0.1,264,30.9,78,9.1,245,28.7,43,5,203,94.4,323,37.9,546,64,21,2.5,65,7.6,78,9.1
"'212901",22,18.8,117,117,12.7,923,4,0.4,83,691,12,30,3.3,115,12.5,12,1.3,82,8.9,519,56.2,450,48.8,12,1.3,263,60,6.5,137,14.8,3,0.3,0,0,1,0.1,32,3.5,473,51.2,0,0,16,1.7,404,43.8,0,0,249,27,105,11.4,923,100,75,8.1,225,85.6,281,30.4,591,64,30,3.2,60,6.5,106,11.5
"'212902",57,15.4,370,341,12.2,2788,14,0.5,163,1503,10.8,75,2.7,107,3.8,34,1.2,204,7.3,952,34.1,1385,49.7,16,0.6,837,199,7.1,230,8.2,5,0.2,1,0,5,0.2,78,2.8,1403,50.3,0,0,31,1.1,1836,65.9,2,0.1,803,28.8,358,12.8,1502,53.9,62,2.2,740,88.4,803,28.8,2368,84.9,75,2.7,199,7.1,361,12.9
"'212903",103,16,643,453,10.7,4244,62,1.5,316,2648,11.9,166,3.9,226,5.3,77,1.7,328,7.7,2118,49.9,2093,49.3,16,0.4,1201,325,7.7,758,17.9,21,0.5,16,0.4,28,0.7,170,4,2151,50.7,0,0,119,2.8,2126,50.1,2,0,1364,32.1,648,15.3,4244,100,186,4.4,1032,85.9,1205,28.4,2982,70.3,166,3.9,325,7.6,671,15.7
"'212904",9,7.2,125,143,13.6,1050,5,0.5,80,795,10.1,42,4,115,11,18,1.6,68,6.5,559,53.2,486,46.3,8,0.8,314,78,7.4,129,12.3,6,0.6,0,0,5,0.5,43,4.1,564,53.7,0,0,28,2.7,491,46.8,2,0.2,673,64.1,121,11.5,1050,100,41,3.9,254,80.9,278,26.5,753,71.7,42,4,78,7.4,124,11.8
"'212905",335,19.1,1752,1883,10.4,18126,247,1.4,2555,14092,18.1,4399,24.3,4829,26.6,334,1.7,1275,7,14116,77.9,8865,48.9,66,0.4,5074,1730,9.5,8589,47.4,228,1.3,72,0.4,47,0.3,4473,24.7,9261,51.1,0,0,164,0.9,4010,22.1,7,0,10708,59.1,1776,9.8,18126,100,527,2.9,3998,78.8,5253,29,3880,21.4,4399,24.2,1730,9.5,1797,9.9
"'212906",93,15,619,621,12.7,4896,147,3,558,3356,16.6,205,4.2,626,12.8,38,0.7,415,8.5,2730,55.8,2383,48.7,34,0.7,1513,440,9,731,14.9,24,0.5,31,0.6,14,0.3,214,4.4,2513,51.3,0,0,187,3.8,2166,44.2,4,0.1,1756,35.9,636,13,2245,45.9,248,5.1,1273,84.1,1366,27.9,3126,63.8,205,4.2,440,9,646,13.2
"'212909",76,15.9,478,366,10.8,3393,21,0.6,355,2422,14.7,844,24.9,593,17.5,110,3,302,8.9,2765,81.5,1603,47.2,18,0.5,1063,237,7,1764,52,93,2.7,24,0.7,4,0.1,852,25.1,1790,52.8,0,0,25,0.7,628,18.5,2,0.1,2255,66.5,474,14,1804,53.2,141,4.2,941,88.5,1443,42.5,868,25.6,844,24.8,237,7,478,14.1
"'212910",31,20.7,150,137,12.7,1077,5,0.5,172,820,21,181,16.8,188,17.5,41,3.4,104,9.7,930,86.4,537,49.9,17,1.6,296,32,3,370,34.4,12,1.1,1,0.1,1,0.1,184,17.1,540,50.1,3,0.3,0,0,147,13.6,2,0.2,623,57.8,161,14.9,1069,99.3,45,4.2,228,77,333,30.9,466,43.3,181,16.8,32,3,162,15
"'213801",391,97,403,19,10.4,182,2,1.1,163,188,86.7,5,2.7,23,12.6,0,0,5,2.7,99,54.4,98,53.8,0,0,131,0,0,47,25.8,0,0,0,0,0,0,4,2.2,84,46.2,0,0,5,2.7,83,45.6,0,0,138,75.8,42,23.1,182,100,5,2.7,70,53.4,72,39.6,105,57.7,5,2.7,0,0,42,23.1
"'213901",19,9.7,196,200,10.1,1982,19,1,114,1323,8.6,189,9.5,15,0.8,12,0.6,121,6.1,717,36.2,988,49.8,4,0.2,588,160,8.1,559,28.2,12,0.6,32,1.6,14,0.7,189,9.5,994,50.2,0,0,113,5.7,1265,63.8,1,0.1,811,40.9,218,11,494,24.9,55,2.8,512,87.1,703,35.5,1319,66.5,189,9.5,160,8,225,11.3
"'214901",93,8.8,1051,448,5,9007,17,0.2,1481,7858,18.8,7000,77.7,1,0,7,0.1,442,4.9,8626,95.8,4460,49.5,13,0.1,2925,1828,20.3,8967,99.6,50,0.6,32,0.4,1,0,6998,77.7,4547,50.5,860,9.5,82,0.9,381,4.2,0,0,7472,83,902,10,9007,100,1,0,2144,73.3,2530,28.1,20,0.2,7001,77.7,1828,20.3,903,10
"'214902",2,6.7,30,14,7.4,190,0,0,19,158,12,36,18.9,0,0,1,0.5,0,0,188,98.9,99,52.1,0,0,70,7,3.7,185,97.4,0,0,0,0,0,0,35,18.4,91,47.9,0,0,7,3.7,2,1.1,0,0,45,23.7,28,14.7,189,99.5,0,0,66,94.3,66,34.7,5,2.6,36,18.8,7,3.7,29,15.2
"'214903",30,6.1,489,555,9.9,5621,0,0,732,4810,15.2,4588,81.6,0,0,1,0,53,0.9,4820,85.7,2846,50.6,0,0,1751,549,9.8,5598,99.6,0,0,34,0.6,0,0,4588,81.6,2775,49.4,62,1.1,0,0,801,14.3,0,0,4860,86.5,456,8.1,5621,100,2,0,1344,76.8,1346,23.9,21,0.4,4607,81.5,550,9.7,467,8.3
"'215901",29,15.5,187,123,8.7,1414,13,0.9,120,1027,11.7,111,7.9,20,1.4,16,1,113,8,920,65.1,667,47.2,1,0.1,417,83,5.9,524,37.1,30,2.1,3,0.2,16,1.1,116,8.2,747,52.8,0,0,0,0,494,34.9,0,0,787,55.7,202,14.3,684,48.4,28,2,354,84.9,469,33.2,813,57.5,111,7.8,83,5.9,205,14.5
"'216901",11,15.5,71,23,6.8,337,1,0.3,38,312,12.2,34,10.1,0,0,1,0.3,19,5.6,162,48.1,175,51.9,3,0.9,104,5,1.5,147,43.6,2,0.6,0,0,0,0,32,9.5,162,48.1,0,0,0,0,175,51.9,1,0.3,139,41.2,61,18.1,324,96.1,6,1.8,100,96.2,118,35,182,54,34,10.1,5,1.5,61,18.1
"'217901",6,23.1,26,22,12,184,5,2.7,32,178,18,5,2.7,2,1.1,0,0,14,7.6,94,51.1,89,48.4,0,0,59,11,6,51,27.7,9,4.9,0,0,0,0,5,2.7,95,51.6,0,0,2,1.1,90,48.9,0,0,88,47.8,18,9.8,86,46.7,1,0.5,57,96.6,61,33.2,125,67.9,5,2.7,11,5.9,19,10.3
"'218901",15,18.3,82,13,1.9,684,3,0.4,66,591,11.2,116,17,0,0,4,0.5,29,4.2,348,50.9,330,48.2,1,0.1,204,3,0.4,534,78.1,6,0.9,6,0.9,0,0,117,17.1,354,51.8,1,0.1,1,0.1,336,49.1,0,0,432,63.2,76,11.1,684,100,4,0.6,185,90.7,231,33.8,143,20.9,118,17.1,3,0.4,83,12
"'219901",2,7.4,27,33,12.7,259,0,0,25,237,10.5,11,4.2,1,0.4,1,0.4,22,8.5,86,33.2,111,42.9,0,0,95,8,3.1,36,13.9,0,0,0,0,0,0,11,4.2,148,57.1,0,0,0,0,173,66.8,0,0,83,32,31,12,259,100,5,1.9,93,97.9,93,35.9,217,83.8,11,4.2,8,3.1,31,12
"'219903",28,22.2,126,78,8.3,943,0,0,73,732,10,74,7.8,79,8.4,26,2.5,71,7.5,788,83.6,466,49.4,6,0.6,297,28,3,645,68.4,13,1.4,2,0.2,1,0.1,79,8.4,477,50.6,0,0,2,0.2,155,16.4,1,0.1,553,58.6,132,14,942,99.9,11,1.2,230,77.4,230,24.4,206,21.8,74,7.8,28,3,136,14.4
"'219905",3,11.5,26,30,11.1,271,0,0,35,238,14.7,17,6.3,18,6.6,0,0,36,13.3,177,65.3,128,47.2,0,0,80,5,1.8,154,56.8,4,1.5,0,0,0,0,17,6.3,143,52.8,0,0,0,0,94,34.7,4,1.5,149,55,21,7.7,271,100,1,0.4,68,85,68,25.1,94,34.7,17,6.3,5,1.8,21,7.7
"'220801",1,3.7,27,6,1.9,323,16,5,121,373,32.4,3,0.9,25,7.7,0,0,0,0,66,20.4,158,48.9,0,0,51,0,0,72,22.3,0,0,0,0,1,0.3,3,0.9,165,51.1,0,0,1,0.3,257,79.6,2,0.6,8,2.5,22,6.8,0,0,34,10.5,46,90.2,71,22,173,53.6,3,0.9,0,0,22,6.8
"'220802",6,7.8,77,136,8.9,1526,192,12.6,130,1037,12.5,134,8.8,318,20.8,0,0,34,2.2,428,28,795,52.1,5,0.3,0,0,0,333,21.8,0,0,0,0,2,0.1,134,8.8,731,47.9,0,0,16,1,1098,72,2,0.1,477,31.3,64,4.2,31,2,113,7.4,0,0,0,0,566,37.1,134,8.8,0,0,64,4.2
"'220809",3,7.9,38,73,11.2,653,31,4.7,73,507,14.4,40,6.1,107,16.4,0,0,31,4.7,98,15,506,77.5,0,0,228,653,100,144,22.1,3,0.5,0,0,0,0,36,5.5,147,22.5,0,0,12,1.8,555,85,0,0,70,10.7,41,6.3,97,14.9,51,7.8,101,44.3,265,40.6,320,49,40,6.1,654,100,41,6.3
"'220810",3,5.6,54,100,11.4,877,178,20.3,86,794,10.8,19,2.2,47,5.4,0,0,46,5.2,23,2.6,448,51.1,0,0,311,0,0,135,15.4,0,0,7,0.8,4,0.5,19,2.2,429,48.9,0,0,73,8.3,854,97.4,0,0,30,3.4,43,4.9,0,0,67,7.6,229,73.6,230,26.2,446,50.9,19,2.2,0,0,43,4.9
"'220811",2,15.4,13,1,0.5,185,2,1.1,64,199,32.2,58,31.4,75,40.5,0,0,3,1.6,146,78.9,103,55.7,0,0,0,15,8.1,82,44.3,0,0,0,0,0,0,58,31.4,82,44.3,0,0,0,0,39,21.1,0,0,60,32.4,9,4.9,185,100,4,2.2,0,0,0,0,22,11.9,58,31.4,15,8.1,9,4.9
"'220814",1,4.3,23,14,4.8,293,19,6.5,63,231,27.3,33,11.3,63,21.5,0,0,8,2.7,69,23.5,221,75.4,0,0,0,293,100,99,33.8,0,0,0,0,0,0,36,12.3,72,24.6,0,0,15,5.1,224,76.5,1,0.3,41,14,16,5.5,69,23.5,20,6.8,0,0,0,0,91,31.1,33,11.3,293,100,16,5.5
"'220815",4,6.2,65,36,5.2,693,21,3,205,708,29,71,10.2,397,57.3,0,0,16,2.3,447,64.5,354,51.1,2,0.3,0,96,13.9,185,26.7,9,1.3,13,1.9,2,0.3,74,10.7,339,48.9,0,0,8,1.2,246,35.5,3,0.4,91,13.1,56,8.1,691,99.7,39,5.6,0,0,3,0.4,46,6.6,71,10.2,96,13.9,56,8.1
"'220817",56,24.3,230,160,5.3,3032,147,4.8,599,2055,29.1,371,12.2,1305,43,0,0,90,3,1728,57,1565,51.6,13,0.4,608,173,5.7,931,30.7,2,0.1,2,0.1,4,0.1,404,13.3,1467,48.4,0,0,14,0.5,1304,43,4,0.1,1427,47.1,192,6.3,2982,98.4,102,3.4,494,81.3,888,29.3,539,17.8,371,12.2,173,5.7,192,6.3
"'220819",19,11,173,174,12.2,1431,26,1.8,357,1298,27.5,102,7.1,203,14.2,0,0,121,8.5,1270,88.7,790,55.2,6,0.4,263,98,6.8,444,31,13,0.9,0,0,3,0.2,108,7.5,641,44.8,3,0.2,125,8.7,161,11.3,2,0.1,342,23.9,144,10.1,961,67.2,82,5.7,159,60.5,161,11.3,671,46.9,102,7.1,98,6.8,144,10.1
"'220901",1031,17,6053,2552,4.6,55594,2962,5.3,10131,43296,23.4,16736,30.1,14799,26.6,246,0.4,1613,2.9,40487,72.8,27081,48.7,86,0.2,17598,5584,10,26404,47.5,1393,2.5,1233,2.2,240,0.4,16832,30.3,28513,51.3,2,0,705,1.3,15107,27.2,113,0.2,34547,62.1,5505,9.9,34287,61.7,1622,2.9,11596,65.9,12231,22,9454,17,16952,30.1,5633,10,5629,10
"'220902",407,14.8,2757,2201,9.8,22447,1013,4.5,3269,17399,18.8,5234,23.3,2200,9.8,134,0.6,1800,8,13416,59.8,10826,48.2,49,0.2,7064,1647,7.3,10035,44.7,132,0.6,427,1.9,90,0.4,5279,23.5,11621,51.8,0,0,96,0.4,9031,40.2,99,0.4,13428,59.8,2631,11.7,12694,56.6,815,3.6,4685,66.3,4718,21,8195,36.5,5234,23.3,1647,7.3,2684,11.9
"'220904",130,19.5,667,379,6.9,5457,36,0.7,891,4099,21.7,1827,33.5,1861,34.1,5,0.1,225,4.1,5087,93.2,2641,48.4,21,0.4,1823,188,3.4,3217,59,64,1.2,71,1.3,13,0.2,1838,33.7,2816,51.6,13,0.2,50,0.9,370,6.8,7,0.1,4324,79.2,600,11,5457,100,121,2.2,1404,77,2484,45.5,202,3.7,1827,33.4,188,3.4,606,11.1
"'220905",1548,17.9,8624,4863,6.5,74326,1195,1.6,12637,57876,21.8,27318,36.8,15262,20.5,48,0.1,3518,4.7,63294,85.2,36604,49.2,12,0,22458,8958,12.1,48127,64.8,1922,2.6,2312,3.1,103,0.1,27947,37.6,37722,50.8,19,0,1427,1.9,11032,14.8,41,0.1,57417,77.3,7923,10.7,71782,96.6,1325,1.8,15025,66.9,20627,27.8,8273,11.1,27327,36.5,8996,12,8049,10.8
"'220906",149,10.6,1400,1254,9,13930,1434,10.3,1701,10845,15.7,1593,11.4,1009,7.2,26,0.2,919,6.6,3145,22.6,6924,49.7,13,0.1,4817,2794,20.1,3392,24.4,282,2,204,1.5,51,0.4,1453,10.4,7006,50.3,0,0,969,7,10785,77.4,32,0.2,4240,30.4,1387,10,3324,23.9,740,5.3,3121,64.8,3788,27.2,7272,52.2,1602,11.4,2809,20,1428,10.2
"'220907",525,12.2,4288,4232,12.3,34336,2954,8.6,3368,24321,13.8,3427,10,3582,10.4,107,0.3,2893,8.4,8890,25.9,16797,48.9,21,0.1,11472,2913,8.5,8248,24,139,0.4,347,1,120,0.3,3580,10.4,17539,51.1,3,0,4253,12.4,25446,74.1,73,0.2,11187,32.6,4184,12.2,6227,18.1,2059,6,9296,81,10495,30.6,17300,50.4,3493,10,2944,8.5,4291,12.3
"'220908",480,12.5,3855,2424,6.9,35240,2781,7.9,4710,24135,19.5,4385,12.4,11305,32.1,96,0.3,1514,4.3,14911,42.3,17076,48.5,100,0.3,11995,2355,6.7,9326,26.5,139,0.4,418,1.2,101,0.3,4252,12.1,18164,51.5,2,0,1228,3.5,20329,57.7,49,0.1,13546,38.4,3747,10.6,14059,39.9,1744,4.9,7807,65.1,9132,25.9,9934,28.2,4421,12.4,2367,6.7,3845,10.8
"'220910",88,20.9,422,182,5,3632,50,1.4,530,2422,21.9,847,23.3,867,23.9,71,1.8,67,1.8,3153,86.8,1796,49.4,2,0.1,1036,132,3.6,1984,54.6,47,1.3,80,2.2,24,0.7,874,24.1,1836,50.6,2,0.1,159,4.4,479,13.2,8,0.2,2347,64.6,401,11,3632,100,109,3,820,79.2,1058,29.1,590,16.2,847,23.3,132,3.6,403,11.1
"'220912",379,19,1997,1254,7.7,16227,595,3.7,3401,12630,26.9,2794,17.2,7708,47.5,133,0.8,1022,6.3,11713,72.2,7907,48.7,56,0.3,5041,1255,7.7,5358,33,27,0.2,56,0.3,65,0.4,2769,17.1,8320,51.3,1,0,242,1.5,4514,27.8,32,0.2,9528,58.7,1912,11.8,16227,100,684,4.2,3297,65.4,4323,26.6,1785,11,2795,17.2,1255,7.7,1956,12
"'220914",53,18.7,284,312,11,2836,100,3.5,406,2011,20.2,342,12.1,759,26.8,14,0.5,184,6.5,1286,45.3,1344,47.4,21,0.7,995,282,9.9,789,27.8,21,0.7,28,1,3,0.1,342,12.1,1492,52.6,0,0,115,4.1,1550,54.7,12,0.4,1445,51,254,9,2835,100,147,5.2,813,81.7,1049,37,1026,36.2,342,12,282,9.9,257,9
"'220915",214,21.4,999,699,10.2,6864,33,0.5,916,4611,19.9,480,7,83,1.2,122,1.7,392,5.7,3382,49.3,3260,47.5,25,0.4,2027,318,4.6,1824,26.6,127,1.9,26,0.4,20,0.3,496,7.2,3604,52.5,0,0,218,3.2,3482,50.7,3,0,2864,41.7,948,13.8,3782,55.1,280,4.1,1624,80.1,2518,36.7,4621,67.3,480,7,318,4.6,972,14.1
"'220916",489,18,2716,1632,7.2,22814,1883,8.3,3844,17786,21.6,4279,18.8,4867,21.3,63,0.3,1209,5.3,13871,60.8,10977,48.1,14,0.1,6786,1511,6.6,7026,30.8,559,2.5,863,3.8,71,0.3,4418,19.4,11837,51.9,1,0,514,2.3,8943,39.2,618,2.7,11762,51.6,2649,11.6,10760,47.2,1358,6,4627,68.2,6185,27.1,6991,30.6,4282,18.7,1512,6.6,2702,11.8
"'220917",86,16.3,527,229,6.3,3636,8,0.2,498,2823,17.6,1360,37.4,79,2.2,73,1.9,137,3.8,3202,88.1,1766,48.6,4,0.1,1030,249,6.8,2984,82.1,4,0.1,37,1,7,0.2,1347,37,1870,51.4,0,0,63,1.7,434,11.9,7,0.2,2730,75.1,483,13.3,3636,100,40,1.1,862,83.7,1288,35.4,511,14.1,1361,37.4,249,6.8,484,13.3
"'220918",501,18,2785,1816,8.1,22381,1087,4.9,3184,16122,19.7,2937,13.1,3676,16.4,117,0.5,723,3.2,9889,44.2,10832,48.4,51,0.2,7025,1540,6.9,8752,39.1,163,0.7,123,0.5,68,0.3,3048,13.6,11549,51.6,0,0,1661,7.4,12492,55.8,69,0.3,11479,51.3,2734,12.2,6843,30.6,1013,4.5,4533,64.5,5290,23.6,7716,34.5,2939,13.1,1540,6.9,2815,12.5
"'220919",47,6.5,720,850,10.1,8382,1809,21.6,445,4944,9,276,3.3,160,1.9,11,0.1,407,4.9,120,1.4,4079,48.7,8,0.1,2816,2063,24.6,902,10.8,7,0.1,91,1.1,21,0.3,276,3.3,4303,51.3,0,0,160,1.9,8262,98.6,9,0.1,1230,14.7,638,7.6,48,0.6,493,5.9,1714,60.9,1715,20.5,4988,59.5,276,3.3,2063,24.6,645,7.7
"'220920",146,18.2,804,772,11.1,6981,117,1.7,851,4766,17.9,1148,16.4,729,10.4,56,0.8,450,6.4,3854,55.2,3359,48.1,14,0.2,2158,461,6.6,3038,43.5,15,0.2,44,0.6,31,0.4,996,14.3,3622,51.9,4,0.1,265,3.8,3127,44.8,21,0.3,3815,54.6,787,11.3,6815,97.6,373,5.3,1705,79,2003,28.7,2672,38.3,1153,16.4,462,6.6,804,11.4
"'221801",412,27.3,1509,1228,8.1,15236,1274,8.4,4264,13443,31.7,1657,10.9,2309,15.2,0,0,569,3.7,6018,39.5,7895,51.8,28,0.2,3008,0,0,4897,32.1,28,0.2,0,0,58,0.4,1805,11.8,7341,48.2,0,0,404,2.7,9218,60.5,15,0.1,5301,34.8,1043,6.8,4384,28.8,793,5.2,1139,37.9,1255,8.2,5890,38.7,1657,10.9,0,0,1043,6.8
"'221901",644,24.5,2630,728,4.8,15274,185,1.2,2668,11565,23.1,834,5.5,1909,12.5,325,1.9,414,2.7,9955,65.2,7501,49.1,172,1.1,4336,1276,8.4,7102,46.5,633,4.1,315,2.1,37,0.2,829,5.4,7773,50.9,4,0,1132,7.4,5319,34.8,30,0.2,9245,60.5,2289,15,6053,39.6,674,4.4,3255,75.1,4266,27.9,5337,34.9,835,5.4,1277,8.3,2308,15
"'221904",48,21.5,223,79,7.3,1082,0,0,142,865,16.4,27,2.5,7,0.6,14,1.1,49,4.5,542,50.1,547,50.6,14,1.3,328,48,4.4,296,27.4,19,1.8,0,0,8,0.7,27,2.5,535,49.4,0,0,30,2.8,540,49.9,0,0,437,40.4,210,19.4,541,50,23,2.1,296,90.2,432,39.9,748,69.1,27,2.5,48,4.4,215,19.8
"'221905",10,31.3,32,9,6.5,138,0,0,48,125,38.4,2,1.4,7,5.1,4,2.6,5,3.6,89,64.5,63,45.7,2,1.4,45,6,4.3,31,22.5,5,3.6,0,0,0,0,2,1.4,75,54.3,0,0,4,2.9,49,35.5,0,0,68,49.3,26,18.8,138,100,2,1.4,40,88.9,50,36.2,98,71,2,1.4,6,4.3,26,18.8
"'221911",28,15.9,176,110,7,1576,2,0.1,110,1106,9.9,9,0.6,12,0.8,6,0.4,54,3.4,318,20.2,738,46.8,13,0.8,434,125,7.9,213,13.5,5,0.3,0,0,5,0.3,10,0.6,838,53.2,0,0,158,10,1258,79.8,0,0,390,24.7,189,12,385,24.4,37,2.3,374,86.2,489,31,1307,82.9,9,0.6,125,7.9,191,12.1
"'221912",70,16.5,425,365,7.2,5097,144,2.8,578,3476,16.6,106,2.1,236,4.6,25,0.5,0,0,1061,20.8,2511,49.3,36,0.7,1358,283,5.6,1123,22,12,0.2,0,0,10,0.2,112,2.2,2586,50.7,0,0,1032,20.2,4036,79.2,12,0.2,1373,26.9,480,9.4,342,6.7,244,4.8,1153,84.9,1530,30,3328,65.3,106,2.1,283,5.5,490,9.6
"'222901",0,0,24,3,2.3,133,0,0,9,113,8,7,5.3,1,0.8,0,0,6,4.5,69,51.9,72,54.1,0,0,36,13,9.8,84,63.2,2,1.5,0,0,0,0,7,5.3,61,45.9,0,0,0,0,64,48.1,0,0,64,48.1,30,22.6,133,100,2,1.5,26,72.2,44,33.1,46,34.6,7,5.3,13,9.8,30,22.6
"'223901",28,12,233,83,5.1,1640,5,0.3,145,1137,12.8,142,8.7,37,2.3,57,3.3,58,3.5,1409,85.9,755,46,8,0.5,474,66,4,1266,77.2,25,1.5,17,1,2,0.1,144,8.8,885,54,121,7.4,33,2,231,14.1,1,0.1,1005,61.3,248,15.1,1640,100,24,1.5,394,83.1,456,27.8,305,18.6,142,8.7,66,4,249,15.2
"'223902",3,8.3,36,20,7.4,270,0,0,26,249,10.4,14,5.2,0,0,3,1.1,14,5.2,188,69.6,143,53,0,0,86,6,2.2,192,71.1,4,1.5,0,0,1,0.4,14,5.2,127,47,71,26.3,2,0.7,82,30.4,1,0.4,131,48.5,28,10.4,270,100,3,1.1,85,98.8,88,32.6,73,27,14,5.2,6,2.2,28,10.4
"'223904",2,6.3,32,14,4.9,284,0,0,60,295,20.3,41,14.4,1,0.4,1,0.3,11,3.9,151,53.2,154,54.2,0,0,69,13,4.6,123,43.3,2,0.7,7,2.5,0,0,41,14.4,130,45.8,11,3.9,7,2.5,133,46.8,0,0,97,34.2,30,10.6,284,100,0,0,68,98.6,109,38.4,160,56.3,41,14.4,13,4.6,30,10.6
"'224901",4,36.4,11,31,19.9,156,0,0,21,136,15.4,0,0,2,1.3,0,0,20,12.8,60,38.5,78,50,0,0,50,9,5.8,22,14.1,39,25,0,0,0,0,0,0,78,50,0,0,5,3.2,96,61.5,0,0,73,46.8,9,5.8,156,100,0,0,46,92,72,46.2,132,84.6,0,0,9,5.7,9,5.7
"'224902",1,5.6,18,18,11.3,160,0,0,17,148,11.5,0,0,0,0,0,0,14,8.8,87,54.4,84,52.5,0,0,57,3,1.9,25,15.6,0,0,1,0.6,0,0,0,0,76,47.5,0,0,0,0,73,45.6,0,0,35,21.9,22,13.8,160,100,2,1.3,55,96.5,80,50,133,83.1,0,0,3,1.9,22,13.8
"'225902",93,13.8,673,618,12,5139,33,0.6,629,3847,16.4,2819,54.9,546,10.6,72,1.3,623,12.1,4145,80.7,2515,48.9,25,0.5,1521,415,8.1,3657,71.2,37,0.7,46,0.9,3,0.1,2539,49.4,2624,51.1,5,0.1,34,0.7,994,19.3,2,0,3840,74.7,695,13.5,2825,55,88,1.7,1284,84.4,1362,26.5,810,15.8,2819,54.9,415,8.1,695,13.5
"'225906",13,10,130,138,13.2,1042,11,1.1,58,765,7.6,178,17.1,23,2.2,3,0.3,100,9.6,459,44,530,50.9,2,0.2,338,86,8.3,403,38.7,8,0.8,1,0.1,2,0.2,182,17.5,512,49.1,0,0,0,0,583,56,0,0,306,29.4,124,11.9,1041,99.9,29,2.8,282,83.4,282,27.1,574,55.1,178,17,87,8.3,126,12
"'225907",8,13.3,60,145,18,804,7,0.9,44,631,7,282,35.1,14,1.7,5,0.7,119,14.8,496,61.7,396,49.3,2,0.2,109,17,2.1,412,51.2,23,2.9,4,0.5,0,0,255,31.7,408,50.7,1,0.1,9,1.1,308,38.3,0,0,467,58.1,74,9.2,695,86.4,18,2.2,106,97.2,133,16.5,353,43.9,283,35.2,17,2.1,74,9.2
"'226801",48,17.4,276,261,7.4,3511,27,0.8,729,2792,26.1,101,2.9,695,19.8,0,0,158,4.5,1859,52.9,1730,49.3,8,0.2,753,0,0,1754,50,17,0.5,21,0.6,8,0.2,112,3.2,1781,50.7,0,0,276,7.9,1652,47.1,5,0.1,1981,56.4,278,7.9,3511,100,139,4,664,88.2,784,22.3,883,25.1,101,2.9,0,0,278,7.9
"'226901",6,7.5,80,20,3.6,562,2,0.4,71,487,14.6,1,0.2,0,0,1,0.2,25,4.4,161,28.6,256,45.6,0,0,173,24,4.3,150,26.7,5,0.9,0,0,2,0.4,1,0.2,306,54.4,0,0,16,2.8,401,71.4,0,0,117,20.8,74,13.2,252,44.8,17,3,149,86.1,215,38.3,391,69.6,1,0.2,24,4.2,77,13.6
"'226903",381,21.5,1774,931,6.7,13798,152,1.1,2259,11026,20.5,749,5.4,484,3.5,167,1.1,268,1.9,8701,63.1,6786,49.2,93,0.7,4218,585,4.2,8400,60.9,68,0.5,118,0.9,34,0.2,750,5.4,7012,50.8,16,0.1,863,6.3,5097,36.9,17,0.1,8321,60.3,1653,12,9221,66.8,386,2.8,2061,48.9,2132,15.5,4325,31.3,749,5.4,585,4.2,1696,12.2
