state,county,population,below50,below125,below150,below185,below200,below300,below400
Virginia,Buchanan County,21374,1905,6424,7842,10022,10604,13882,16542
Virginia,Buckingham County,17087,910,3639,4254,5368,6003,8713,10757
Virginia,Campbell County,55406,2540,9392,12970,16003,17516,27708,38139
Virginia,Caroline County,30581,1294,3205,3650,5396,6223,11951,15890
Virginia,Carroll County,29911,1620,6173,7379,9819,10800,17437,23503
Virginia,Charles City County,6965,429,1066,1367,1833,2149,3107,4280
Virginia,Charlotte County,11953,1216,3433,3874,4606,4862,7536,9075
Virginia,Chesterfield County,348500,10602,31135,39477,56374,62936,114210,168814
Virginia,Clarke County,14498,418,1231,1571,2034,2383,4223,6052
Virginia,Craig County,5103,164,733,774,1154,1574,2121,2931
Virginia,Culpeper County,51935,1402,5658,7127,10432,12261,20879,27953
Virginia,Cumberland County,9869,411,1482,1709,2049,2816,5229,6806
Virginia,Dickenson County,14524,1394,4141,5137,6428,6696,9429,11367
Virginia,Dinwiddie County,28686,1293,4095,4609,7350,8759,12791,16035
Virginia,Essex County,10960,709,2322,2948,3518,3781,5815,7596
Virginia,Fairfax County,1149439,32610,91227,113903,150507,166188,264221,372301
Virginia,Fauquier County,70353,1509,4982,6323,8157,9100,15581,25231
Virginia,Floyd County,15766,840,2367,3210,4485,5326,8454,10765
Virginia,Fluvanna County,26873,681,2096,2539,3695,3960,8160,12102
Virginia,Franklin County,56231,3379,10430,12867,15378,17765,25755,33983
Virginia,Frederick County,88054,2553,7455,9491,13299,15492,28842,41356
Virginia,Giles County,16760,884,2333,3160,4000,4578,8037,11749
Virginia,Gloucester County,37362,1517,3681,4378,6272,8179,14465,20103
Virginia,Goochland County,23472,559,1582,1944,2343,2784,5760,8859
Virginia,Grayson County,15651,642,3268,4140,5160,5455,8879,11133
Virginia,Greene County,19734,653,2582,3371,4362,4932,8370,11914
Virginia,Greensville County,11403,669,1491,1949,3026,3136,4973,6026
Virginia,Halifax County,34295,2050,6986,8602,11315,12532,19542,24801
Virginia,Hanover County,106538,2272,7051,9159,13049,14671,29026,43453
Virginia,Henrico County,330076,12615,36619,47510,65310,70963,120421,162786
Virginia,Henry County,51032,3065,11734,15757,20466,22297,33796,39586
Virginia,Highland County,2202,78,276,377,566,604,1096,1441
Virginia,Isle of Wight County,37107,1476,4735,5774,7230,7893,13078,17939
Virginia,James City County,76032,1992,6368,7675,10086,11835,21818,32790
Virginia,King and Queen County,7011,751,1066,1193,1522,1660,3111,3810
Virginia,King George County,26679,598,2397,3107,4129,4628,8959,13078
Virginia,King William County,16985,254,1505,2171,2932,3357,6452,9068
Virginia,Lancaster County,10686,478,1874,2308,3109,3216,4745,6334
Virginia,Lee County,23723,2714,7399,8636,10552,11250,15336,18154
Virginia,Loudoun County,405312,7548,19216,25563,35046,38789,68375,105916
Virginia,Louisa County,36654,1192,6197,7200,9449,10052,16035,21729
Virginia,Lunenburg County,12294,583,2997,3336,4057,4381,6680,8219
Virginia,Madison County,13208,527,1764,2425,3112,3575,5996,7880
Virginia,Mathews County,8760,486,934,1262,1490,1687,2841,4404
Virginia,Mecklenburg County,30726,2475,6200,7390,9854,11045,15600,19981
Virginia,Middlesex County,10642,567,1442,1767,2424,2606,4683,6642
Virginia,Montgomery County,98495,16080,22932,24898,30728,32609,44438,55949
Virginia,Nelson County,14812,745,2031,2325,3340,3500,6057,8553
Virginia,New Kent County,22310,204,1757,1886,2236,2939,6022,9003
Virginia,Northampton County,11826,577,2494,2970,3369,3741,6020,7743
Virginia,Northumberland County,12151,857,2104,2367,3022,3260,5470,7212
Virginia,Nottoway County,15338,842,3114,3659,5218,5626,8126,10087
Virginia,Orange County,36501,2020,4941,5874,7431,7828,14130,19768
Virginia,Page County,23862,1082,4072,4941,7073,7495,13072,16731
Virginia,Patrick County,17660,1321,2829,3673,4988,5427,9392,12279
Virginia,Pittsylvania County,60867,2734,12539,15540,19876,21587,32915,43051
Virginia,Powhatan County,29253,624,1491,2074,2977,3348,6122,10134
Virginia,Prince Edward County,22892,1683,4527,5593,7194,7456,10045,12861
Virginia,Prince George County,38292,1542,3554,5168,6650,7208,13592,19531
Virginia,Prince William County,466834,12902,38372,52359,70325,80796,136378,197176
Virginia,Pulaski County,34113,1738,5892,6815,9339,10311,16671,21891
Virginia,Rappahannock County,7360,271,805,1040,1455,1573,2747,3617
Virginia,Richmond County,8951,885,1976,2150,2355,2715,3943,4710
Virginia,Roanoke County,94103,2751,8648,12225,16768,19616,35108,48114
Virginia,Rockbridge County,22728,1317,4010,5053,6489,7364,11021,14530
Virginia,Rockingham County,81138,2768,9204,12433,17302,19711,35867,49647
Virginia,Russell County,26937,1983,6631,8360,11129,12432,17837,21478
Virginia,Scott County,21761,1020,4183,5627,7257,8042,11940,15748
Virginia,Shenandoah County,43441,1779,7455,9775,12285,13734,20829,28022
Virginia,Smyth County,30539,2375,7251,9046,12138,13117,18965,23811
Virginia,Southampton County,17829,499,1984,2997,3824,3980,6937,10208
Virginia,Spotsylvania County,134683,3518,12423,16035,22384,25402,45828,66802
Virginia,Stafford County,150185,2907,10599,12721,18754,21145,36507,56677
Virginia,Surry County,6459,144,1360,1532,1829,2109,3286,3877
Virginia,Sussex County,11202,442,1466,1983,2707,2960,4614,6064
Virginia,Tazewell County,41201,2910,8530,11006,13956,16075,22863,28472
Virginia,Warren County,39888,2552,5216,6639,9648,10700,16690,21840
Virginia,Washington County,54005,2470,8952,11148,15171,16803,27054,35123
Virginia,Westmoreland County,17873,1668,3235,3976,5416,5804,8621,11337
Virginia,Wise County,38032,3274,9241,11295,14404,15755,23554,28852
Virginia,Wythe County,28725,1294,4936,6566,8604,9731,15429,20734
Virginia,York County,68389,1636,4774,6072,8612,9475,17732,29094
Virginia,Alexandria city,158309,6611,19557,23129,29576,32215,46375,59763
Virginia,Bristol city,17059,1583,5012,6191,7428,7905,10658,12537
Virginia,Buena Vista city,6477,213,1311,2035,2329,2709,4096,4960
Virginia,Charlottesville city,47217,7127,11743,13726,16874,17481,22538,27297
Virginia,Chesapeake city,242647,8448,25291,30326,41603,46275,81669,118340
Virginia,Colonial Heights city,17283,801,2238,2916,4449,4826,7668,10332
Virginia,Covington city,5653,201,983,1399,2190,2244,3445,4451
Virginia,Danville city,40668,3909,11761,14462,18012,19744,26502,30319
Virginia,Emporia city,5408,165,1694,2260,2664,2974,3870,4238
Virginia,Fairfax city,23312,1251,2405,2996,3635,3968,5737,7837
Virginia,Falls Church city,14309,218,374,523,845,938,1688,2775
Virginia,Franklin city,8015,651,1692,2227,3157,3277,3994,5630
Virginia,Fredericksburg city,29059,1361,4632,5177,6506,6889,10784,14205
Virginia,Galax city,6402,361,2082,2437,2890,3064,4313,4868
Virginia,Hampton city,135169,9325,24931,29927,36502,40284,64793,84451
Virginia,Harrisonburg city,53558,7779,14890,17522,21028,22669,28609,34809
Virginia,Hopewell city,22500,2323,6899,8245,10254,10839,13974,16760
Virginia,Lexington city,7205,663,1120,1165,1322,1382,1834,2428
Virginia,Lynchburg city,80970,6111,15656,19189,25039,27399,40928,52077
Virginia,Manassas city,41038,1350,4539,6337,8295,9210,17520,23177
Virginia,Manassas Park city,17548,391,1982,2740,4372,4987,7736,10608
Virginia,Martinsville city,12646,1371,4105,4631,5814,6456,8509,9956
Virginia,Newport News city,179582,13209,33181,40869,53990,59849,91911,114088
Virginia,Norfolk city,244300,18835,49564,57938,74826,82158,119425,152569
Virginia,Norton city,3969,692,1432,1662,1820,1838,2519,2874
Virginia,Petersburg city,30791,3216,8397,10846,12751,13972,19394,23742
Virginia,Poquoson city,12121,278,899,1103,1293,1451,2697,4057
Virginia,Portsmouth city,94961,7641,18682,23243,31343,34095,50851,63317
Virginia,Radford city,17833,3563,6628,7477,8042,8208,9775,11301
Virginia,Richmond city,229233,24882,56515,67249,79623,86402,124686,148765
Virginia,Roanoke city,99122,8220,24061,30748,37076,39871,59954,72158
Virginia,Salem city,25290,996,2651,3595,5176,5656,9930,13880
Virginia,Staunton city,24660,1022,3940,4825,6746,7280,11601,15428
Virginia,Suffolk city,91383,3920,11552,14397,18507,20355,33824,46409
Virginia,Virginia Beach city,450882,15813,41372,56005,77745,87867,160903,235265
Virginia,Waynesboro city,22300,1687,4592,5807,6984,7862,12211,14552
Virginia,Williamsburg city,15034,1199,2127,2382,3095,3529,5471,6492
Virginia,Winchester city,27912,1404,5322,6340,8219,8719,13014,17664
Washington,Adams County,19702,2202,5126,6722,8688,9272,13146,15645
Washington,Asotin County,22636,1360,4150,5861,7596,8435,11767,15553
Washington,Benton County,200715,9197,28866,35621,45988,52180,85584,113963
Washington,Chelan County,76653,3449,11962,15060,20928,24089,37310,46773
Washington,Clallam County,76482,4087,12928,16521,21098,23542,37457,47682
Washington,Clark County,481950,19666,58036,72700,95937,109368,187903,262046
Washington,Columbia County,4024,100,371,641,863,868,1654,2448
Washington,Cowlitz County,108399,6092,17925,22194,30291,33461,52589,69118
Washington,Douglas County,42520,1820,6123,8638,11538,13050,21522,27264
Washington,Ferry County,7643,562,1896,2386,3011,3199,4441,5233
Washington,Franklin County,93681,4896,16284,21245,28482,30749,49007,62470
Washington,Garfield County,2258,82,243,292,414,515,1147,1440
Washington,Grant County,96648,5204,19158,25975,32541,35680,55626,71510
Washington,Grays Harbor County,73769,4959,13643,16886,21404,24464,39179,50409
Washington,Island County,84187,3079,8597,11602,16446,18046,33287,46382
Washington,Jefferson County,31825,1991,5050,6018,7627,8663,13935,18151
Washington,King County,2225064,87585,233581,285879,363904,403224,654416,899544
Washington,Kitsap County,268945,9660,29361,37057,48730,53620,93536,132278
Washington,Kittitas County,47097,3369,9252,10890,13069,14255,22143,28208
Washington,Klickitat County,22055,1197,5319,6021,7501,7893,11679,14941
Washington,Lewis County,79430,4388,14957,18598,23308,25918,42324,54278
Washington,Lincoln County,10732,437,1608,2148,2705,2942,5557,6922
Washington,Mason County,65326,4043,11150,13825,18387,20031,30823,42568
Washington,Okanogan County,42080,3037,11281,13687,17066,18864,25725,31317
Washington,Pacific County,22121,1522,4083,4901,6937,7387,11628,14795
Washington,Pend Oreille County,13588,637,1906,2600,3450,3823,6659,8605
Washington,Pierce County,891862,43351,107570,134391,181205,201196,341307,477007
Washington,San Juan County,16953,917,2239,2822,3812,4243,6753,8937
Washington,Skagit County,127442,6488,17052,22206,28286,30955,54163,72056
Washington,Skamania County,11906,547,1616,2350,2850,3076,4815,6559
Washington,Snohomish County,811572,27669,76293,97627,130462,147023,257518,373845
Washington,Spokane County,513402,29790,85582,105864,137084,150544,240432,309565
Washington,Stevens County,45233,1984,7821,10023,13271,14509,23800,30743
Washington,Thurston County,284698,13472,37002,47055,61633,68192,111239,153118
Washington,Wahkiakum County,4318,145,676,739,1161,1208,2264,2931
Washington,Walla Walla County,60785,2452,8738,11037,16020,17142,27382,36389
Washington,Whatcom County,224538,14163,37189,45754,57038,63100,98694,129621
Washington,Whitman County,49577,6852,14139,15840,17921,18642,24945,29433
Washington,Yakima County,250649,16797,56549,74875,97411,106806,155954,186439
West Virginia,Barbour County,16543,1558,3843,4840,5799,6469,9763,12121
West Virginia,Berkeley County,117615,5868,17192,21436,29209,33061,53613,73224
West Virginia,Boone County,21897,1512,5111,6310,7636,8637,12469,16311
West Virginia,Braxton County,14032,827,3664,4691,5359,5814,9098,10653
West Virginia,Brooke County,22162,1179,3742,4588,6172,6737,11424,14915
West Virginia,Cabell County,93328,9326,24307,30247,36376,38232,53245,64867
West Virginia,Calhoun County,7185,782,2184,2535,3282,3505,4660,5435
West Virginia,Clay County,8599,1218,2895,3266,4266,4621,6087,6994
West Virginia,Doddridge County,8499,204,1611,2050,2482,2776,4567,5218
West Virginia,Fayette County,43087,2976,11200,13128,16576,17326,25091,33168
West Virginia,Gilmer County,7970,327,1166,1636,2013,2299,4097,4928
West Virginia,Grant County,11565,617,2303,2947,3819,4165,6988,8859
West Virginia,Greenbrier County,34893,2812,8221,10156,12878,13957,21164,26381
West Virginia,Hampshire County,23304,648,3961,4825,6245,7164,12132,17172
West Virginia,Hancock County,29118,1765,5467,7046,8815,9501,14983,21042
West Virginia,Hardy County,13789,741,2576,3451,5481,6059,8855,10821
West Virginia,Harrison County,67620,3676,13179,16137,20244,21371,32784,42900
West Virginia,Jackson County,28793,1196,6317,7344,8548,9331,14275,18945
West Virginia,Jefferson County,56922,2352,6541,8178,10578,11626,19652,26942
West Virginia,Kanawha County,181014,14146,39208,47328,59435,64594,97054,120974
West Virginia,Lewis County,16024,1441,3750,4515,5486,6182,8926,11006
West Virginia,Lincoln County,20617,2016,5749,7048,8228,8636,12489,15992
West Virginia,Logan County,32593,4191,10382,12381,14893,15827,20730,23854
West Virginia,McDowell County,18083,2811,6722,8032,9534,10090,13055,14798
West Virginia,Marion County,56233,3510,11719,14819,17677,19367,27560,36830
West Virginia,Marshall County,30900,1691,5950,8040,10511,10928,15581,21012
West Virginia,Mason County,26700,1835,5393,6873,8138,9574,14512,17963
West Virginia,Mercer County,59370,3751,15308,20040,24773,26541,37737,45770
West Virginia,Mineral County,27047,1595,4551,5580,7000,8116,12969,18367
West Virginia,Mingo County,23808,3284,8201,9482,11555,12208,16980,19482
West Virginia,Monongalia County,106196,12428,24707,28287,34035,36543,49501,61156
West Virginia,Monroe County,13344,834,2635,3378,5414,5764,8138,10317
West Virginia,Morgan County,17800,424,2119,3476,4393,5114,9024,11621
West Virginia,Nicholas County,24857,1703,6028,7309,9567,11114,15658,19124
West Virginia,Ohio County,41875,2342,7869,9754,13041,13921,20299,25026
West Virginia,Pendleton County,6968,451,1312,1657,2220,2503,4323,5384
West Virginia,Pleasants County,7457,274,978,1510,2134,2326,3730,4933
West Virginia,Pocahontas County,8382,456,2062,2673,3215,3589,5013,6058
West Virginia,Preston County,33610,2171,5639,6777,8971,9930,16019,20698
West Virginia,Putnam County,56604,3023,8704,10272,13002,14372,22792,31223
West Virginia,Raleigh County,74452,6992,18944,23137,27592,29710,42057,53592
West Virginia,Randolph County,28763,1618,6118,7264,9371,10427,14991,18686
West Virginia,Ritchie County,9747,807,2147,2621,3475,3725,5839,7368
West Virginia,Roane County,13831,1361,3892,4924,6177,6782,9283,10782
West Virginia,Summers County,12710,736,2952,3728,4720,5089,7545,9578
West Virginia,Taylor County,16817,1294,3465,4434,5199,5636,8287,10856
West Virginia,Tucker County,6943,381,990,1284,1762,2132,3914,4947
West Virginia,Tyler County,8736,643,1565,2089,2740,2907,4663,5910
West Virginia,Upshur County,24451,2022,5907,7660,9324,9925,13776,17195
West Virginia,Wayne County,39952,3433,9553,12270,15156,16599,23366,28669
West Virginia,Webster County,8289,699,2779,3320,4395,4602,5875,6957
West Virginia,Wetzel County,15291,1282,3827,4432,5959,6451,8718,10687
West Virginia,Wirt County,5764,248,1469,2116,2445,2482,3294,4244
West Virginia,Wood County,84387,4945,17670,21466,27259,30131,45187,56630
West Virginia,Wyoming County,20890,1734,5635,6698,8387,9173,12973,15619
Wisconsin,Adams County,20208,785,3051,4291,5664,6488,10212,13179
Wisconsin,Ashland County,15524,1094,3583,4349,5390,5852,8747,10921
Wisconsin,Barron County,45182,2035,8029,10268,13357,14792,23227,30446
Wisconsin,Bayfield County,15088,726,2376,3099,4017,4521,7258,9709
Wisconsin,Brown County,262559,10094,32331,42348,59617,66137,111722,152228
Wisconsin,Buffalo County,13087,298,1681,2102,2965,3242,6012,8493
Wisconsin,Burnett County,15363,779,2528,3538,4567,4960,7800,10184
Wisconsin,Calumet County,50005,1171,4012,5489,7453,8263,16552,25486
Wisconsin,Chippewa County,64175,2477,8713,11498,15378,17509,28184,38448
Wisconsin,Clark County,34668,1835,6004,8006,10702,11859,18955,24465
Wisconsin,Columbia County,57331,1878,5216,7602,10647,12160,21520,31333
Wisconsin,Crawford County,16155,911,2650,3369,4572,4932,7873,10543
Wisconsin,Dane County,542459,31450,70779,83765,106260,117634,184577,258779
Wisconsin,Dodge County,87569,2862,9046,12535,17362,20408,36723,52061
Wisconsin,Door County,27621,1018,2894,3851,5314,6176,11063,15751
Wisconsin,Douglas County,43497,1756,6713,8307,10870,12042,19394,26873
Wisconsin,Dunn County,45029,2025,7467,9160,12223,12988,20472,27359
Wisconsin,Eau Claire County,104132,6671,15992,18715,24396,27641,45229,61714
Wisconsin,Florence County,4312,155,629,849,1173,1299,2012,2910
Wisconsin,Fond du Lac County,102654,2981,11617,14333,19499,22037,38148,58939
Wisconsin,Forest County,9003,748,1810,2226,2811,3139,4893,6223
Wisconsin,Grant County,51570,3455,9854,11889,14538,15672,24687,32975
Wisconsin,Green County,36790,1286,4440,5615,7977,9255,14862,20781
Wisconsin,Green Lake County,18807,886,3127,4001,5381,5661,9023,12257
Wisconsin,Iowa County,23632,792,2653,3256,4334,4825,8282,12365
Wisconsin,Iron County,5679,314,1007,1311,1720,1982,3020,3851
Wisconsin,Jackson County,20556,828,3421,4383,6004,6689,10264,13199
Wisconsin,Jefferson County,84837,3332,10319,11857,16576,18933,32267,46658
Wisconsin,Juneau County,26603,2148,4919,6121,7430,8186,13250,17725
Wisconsin,Kenosha County,168998,8027,25812,31567,40779,44409,71375,95331
Wisconsin,Kewaunee County,20398,655,1811,2530,4132,4617,7736,11514
Wisconsin,La Crosse County,118168,7143,17454,21356,27699,30646,50387,69410
Wisconsin,Lafayette County,16682,1024,2674,3369,4599,5195,8436,11114
Wisconsin,Langlade County,19167,1057,3435,4308,5295,5724,9781,12844
Wisconsin,Lincoln County,27687,1087,3641,4808,6251,6996,11491,16550
Wisconsin,Manitowoc County,78977,2992,9813,12774,18056,21125,35777,50032
Wisconsin,Marathon County,135485,4114,16536,21548,28974,33167,60478,81353
Wisconsin,Marinette County,40312,1943,6426,8264,11318,12494,20605,27263
Wisconsin,Marquette County,15380,595,2026,2823,4020,4390,7483,10267
Wisconsin,Menominee County,4566,718,1493,1580,1986,2197,3116,3648
Wisconsin,Milwaukee County,949180,75908,219368,263250,325346,353616,505077,628435
Wisconsin,Monroe County,46155,1464,7205,8888,12047,13221,22032,30193
Wisconsin,Oconto County,37870,1602,4539,5871,8004,9290,15966,22816
Wisconsin,Oneida County,35480,950,4252,5576,7459,8520,14790,20278
Wisconsin,Outagamie County,186829,4731,18221,24344,33768,38535,71415,103360
Wisconsin,Ozaukee County,89179,2115,6664,8547,11855,13526,25026,36260
Wisconsin,Pepin County,7261,256,1048,1257,1839,2024,3288,4544
