state,county,population,below50,below125,below150,below185,below200,below300,below400
Nebraska,Lancaster County,315976,17226,47294,58484,75981,84921,137482,184263
Nebraska,Lincoln County,35042,1518,5149,6540,8819,9847,16914,21456
Nebraska,Logan County,896,57,104,207,341,375,549,647
Nebraska,Loup County,690,21,89,148,174,205,429,553
Nebraska,McPherson County,420,17,74,83,112,112,166,252
Nebraska,Madison County,35023,2063,6456,7624,10169,11485,17195,22991
Nebraska,Merrick County,7826,428,1275,1573,2058,2291,3947,5275
Nebraska,Morrill County,4711,231,712,823,1216,1557,2354,3207
Nebraska,Nance County,3525,107,541,708,1026,1172,1872,2383
Nebraska,Nemaha County,6978,274,1139,1378,2044,2279,3199,3987
Nebraska,Nuckolls County,4204,216,607,822,1269,1378,2270,2836
Nebraska,Otoe County,15965,906,2305,2834,3626,3974,6678,9481
Nebraska,Pawnee County,2640,218,615,791,977,1019,1585,1967
Nebraska,Perkins County,2889,85,303,354,539,645,1219,1802
Nebraska,Phelps County,9050,441,1339,1659,2086,2279,3793,5469
Nebraska,Pierce County,7132,341,813,1027,1648,1950,3254,4403
Nebraska,Platte County,33250,541,3522,5066,7594,8523,15640,21465
Nebraska,Polk County,5208,274,732,780,1174,1409,2396,3338
Nebraska,Red Willow County,10725,314,1514,1881,2853,3105,5487,6686
Nebraska,Richardson County,7913,493,1308,1780,2592,2861,4341,5767
Nebraska,Rock County,1430,34,121,192,364,386,631,915
Nebraska,Saline County,14221,749,2452,3960,4492,4927,7266,8956
Nebraska,Sarpy County,183956,4515,13843,18708,28457,32939,61164,90089
Nebraska,Saunders County,21356,608,1976,2599,3645,4143,7466,11687
Nebraska,Scotts Bluff County,35884,1536,6240,8014,10749,11762,18401,23710
Nebraska,Seward County,17217,557,1513,2336,3203,3401,6329,8757
Nebraska,Sheridan County,5215,425,1260,1437,2010,2116,2965,3883
Nebraska,Sherman County,3015,127,428,585,750,831,1455,2001
Nebraska,Sioux County,1298,51,194,383,513,531,815,888
Nebraska,Stanton County,5946,275,462,790,1034,1244,2364,3669
Nebraska,Thayer County,5000,196,729,992,1343,1524,2276,3375
Nebraska,Thomas County,586,24,65,73,104,131,225,369
Nebraska,Thurston County,7218,633,1971,2388,3039,3430,4836,5677
Nebraska,Valley County,4100,99,556,658,1012,1197,2054,2631
Nebraska,Washington County,20546,780,1726,2522,3217,3620,6641,9785
Nebraska,Wayne County,9388,441,1402,1541,1961,2102,3977,5191
Nebraska,Webster County,3497,92,379,696,925,1035,1641,2309
Nebraska,Wheeler County,689,34,121,183,248,254,347,448
Nebraska,York County,13671,492,1403,1872,2923,3254,5349,7445
Nevada,Churchill County,24606,1496,4519,5227,6607,7301,12087,16154
Nevada,Clark County,2228866,136653,393395,500524,645400,718891,1134112,1467497
Nevada,Douglas County,48486,1524,4667,6249,8843,9859,17495,25071
Nevada,Elko County,52537,2366,8103,9819,11591,12594,20502,27754
Nevada,Esmeralda County,1030,21,195,356,411,452,595,830
Nevada,Eureka County,1839,262,362,477,545,577,765,1298
Nevada,Humboldt County,16834,639,2873,3698,4853,5037,6947,9424
Nevada,Lander County,5565,346,1248,1514,1704,1712,2255,2590
Nevada,Lincoln County,5177,179,422,621,1155,1412,2210,3044
Nevada,Lyon County,55667,2583,8091,10877,15134,17114,27767,37443
Nevada,Mineral County,4487,416,1237,1706,1910,2150,3060,3655
Nevada,Nye County,45514,3643,9928,11567,15596,16976,26071,32808
Nevada,Pershing County,6591,284,623,809,1134,1384,2415,3434
Nevada,Storey County,4086,248,473,547,678,737,1521,2047
Nevada,Washoe County,464182,21367,69752,88863,117577,129889,203326,271560
Nevada,White Pine County,9570,306,1270,1610,2020,2189,3651,5081
Nevada,Carson City,55244,2270,7996,11148,15815,16879,26308,34521
New Hampshire,Belknap County,61174,2353,6783,8364,11676,12963,24293,33081
New Hampshire,Carroll County,48461,1961,5735,7271,10164,11297,19641,26326
New Hampshire,Cheshire County,76040,2467,8832,11943,15385,16722,27910,40813
New Hampshire,Coos County,31486,1539,5169,6628,8824,9740,15633,20187
New Hampshire,Grafton County,90331,4107,11853,14374,19658,21282,35018,46516
New Hampshire,Hillsborough County,415305,12908,39594,49875,67339,75054,130618,184356
New Hampshire,Merrimack County,150902,5255,13279,16989,23375,26988,48696,71266
New Hampshire,Rockingham County,308211,6928,18904,24601,32878,38893,72994,113208
New Hampshire,Strafford County,130161,5771,14158,18403,22797,25320,42054,60185
New Hampshire,Sullivan County,43173,2531,6319,8098,10825,12013,18339,25676
New Jersey,Atlantic County,264650,14271,46588,56746,72230,78943,122982,155632
New Jersey,Bergen County,931275,27273,76963,99880,130299,145040,237536,331300
New Jersey,Burlington County,446301,12286,35187,45657,61246,68391,121544,179232
New Jersey,Camden County,506721,26808,78448,96162,122979,134823,202360,266885
New Jersey,Cape May County,92701,3454,12089,14967,19125,21059,34174,46188
New Jersey,Cumberland County,150085,8692,32400,39071,48683,52407,76434,93690
New Jersey,Essex County,798698,55830,155955,186246,232430,250384,355994,438170
New Jersey,Gloucester County,291745,9615,26304,32789,43175,49095,84116,122199
New Jersey,Hudson County,671923,40445,122531,149619,189319,204410,301424,377925
New Jersey,Hunterdon County,125063,2246,6531,8272,11151,12159,20791,31985
New Jersey,Mercer County,368085,18491,49736,60089,78257,83877,124197,159925
New Jersey,Middlesex County,825015,30782,88745,107726,137566,150331,244197,341248
New Jersey,Monmouth County,620821,19351,54393,66854,84200,94169,154238,216351
New Jersey,Morris County,492715,10486,30743,39098,52526,58530,98131,143254
New Jersey,Ocean County,602018,22882,76938,98018,132626,146406,232662,312862
New Jersey,Passaic County,502763,30820,96454,117551,143231,154893,224009,284823
New Jersey,Salem County,62754,3361,11123,13512,16289,17365,25791,33358
New Jersey,Somerset County,330151,7215,22237,27072,36945,40314,70426,101582
New Jersey,Sussex County,140996,4050,9153,12448,16975,19245,35383,52405
New Jersey,Union County,555208,20907,67778,88632,116246,129101,202982,267154
New Jersey,Warren County,105730,3646,10197,12741,16933,18607,31739,46101
New Mexico,Bernalillo County,679037,50232,142019,174791,217057,234993,348194,443209
New Mexico,Catron County,3547,166,1076,1573,1817,1861,2613,2958
New Mexico,Chaves County,64912,4751,17834,21590,27515,29444,38862,47433
New Mexico,Cibola County,26763,2468,7995,9496,12007,13334,16800,19851
New Mexico,Colfax County,12106,730,3350,4169,5085,5500,7494,8915
New Mexico,Curry County,49502,4464,12243,15689,18960,21097,30983,37812
New Mexico,De Baca County,1995,46,498,552,883,962,1202,1575
New Mexico,Doña Ana County,217696,20965,66916,80806,97002,102790,137886,162383
New Mexico,Eddy County,57865,3988,10997,14103,16288,18239,25808,33432
New Mexico,Grant County,27391,2794,7738,9883,11920,12402,16304,19904
New Mexico,Guadalupe County,4336,209,809,923,1367,1473,2594,2937
New Mexico,Harding County,432,17,77,158,200,216,267,309
New Mexico,Hidalgo County,4234,241,1242,1510,1706,1771,2799,3369
New Mexico,Lea County,70359,4869,15164,18539,22421,23916,38635,47624
New Mexico,Lincoln County,19640,1093,3543,4908,6606,7434,11266,13813
New Mexico,Los Alamos County,18976,319,941,1121,1580,1835,3079,4707
New Mexico,Luna County,24022,2130,7943,10379,12944,13207,17023,19739
New Mexico,McKinley County,71956,13219,31147,35123,40197,42646,54304,61629
New Mexico,Mora County,4500,183,1184,1493,2452,2679,3449,3815
New Mexico,Otero County,66804,4731,16501,19531,25108,26804,38850,47157
New Mexico,Quay County,8265,570,2206,2869,4088,4443,5466,6612
New Mexico,Rio Arriba County,38962,4949,11144,13539,15735,16522,23017,28678
New Mexico,Roosevelt County,18723,2041,4999,6032,7087,7723,10505,12992
New Mexico,Sandoval County,144954,8173,22002,26904,35578,39941,67936,90922
New Mexico,San Juan County,125608,12348,34238,41910,51453,54855,75846,94837
New Mexico,San Miguel County,27546,2795,8408,9845,12047,13433,17454,20687
New Mexico,Santa Fe County,150319,7512,26864,33332,42710,47044,72154,91840
New Mexico,Sierra County,10988,765,3339,3688,4686,5136,6753,8154
New Mexico,Socorro County,16723,1239,5443,6456,7593,7962,10168,12682
New Mexico,Taos County,32759,2491,8571,10720,12461,13542,19106,22955
New Mexico,Torrance County,15477,1287,4675,5478,6630,7285,9606,11778
New Mexico,Union County,4106,222,827,1050,1441,1557,2493,2792
New Mexico,Valencia County,76518,4909,15827,20340,26285,28393,43507,54234
New York,Albany County,306165,18502,44853,53448,65975,71922,111446,147573
New York,Allegany County,46304,3086,8845,11057,13863,15345,23162,29807
New York,Bronx County,1427056,168983,462635,537819,645371,688295,910880,1072481
New York,Broome County,192042,17153,41370,48449,60915,65887,96425,119895
New York,Cattaraugus County,76750,4982,16678,20218,25579,27829,41952,53252
New York,Cayuga County,76958,4673,12503,15927,20314,22266,34597,45899
New York,Chautauqua County,127584,9128,27488,34054,42907,46730,67907,86284
New York,Chemung County,84115,4781,15205,18891,24697,26569,40344,51400
New York,Chenango County,47527,2580,8486,11115,14961,16552,25554,32642
New York,Clinton County,80320,4199,11744,15322,20466,22410,33123,45743
New York,Columbia County,60016,2694,8392,11204,13659,14815,24528,32164
New York,Cortland County,47618,2496,8350,9991,12733,13955,21981,28073
New York,Delaware County,44676,3196,9220,10845,12897,14569,22316,28963
New York,Dutchess County,293524,11563,33095,40042,51158,56815,89137,125843
New York,Erie County,918873,58040,158972,192533,238592,259189,391951,519634
New York,Essex County,37281,1659,4942,6550,9269,10272,16250,22466
New York,Franklin County,50389,3945,10321,12239,15113,16284,23991,30138
New York,Fulton County,53452,3633,10627,13108,17426,18717,28838,36004
New York,Genesee County,57554,2611,8298,10394,13809,15516,26344,35862
New York,Greene County,47335,2094,6396,8616,11581,13762,20981,27843
New York,Hamilton County,4454,200,724,957,1115,1153,1918,2743
New York,Herkimer County,61738,3298,10813,13876,17511,19027,29565,38117
New York,Jefferson County,111454,7903,20232,24969,33390,35955,56727,71503
New York,Kings County,2576771,210311,619502,738039,888602,956080,1303887,1585678
New York,Lewis County,26456,1147,5052,6368,8238,9319,13982,18123
New York,Livingston County,63218,3884,9184,10970,14375,15434,25477,35482
New York,Madison County,70990,2492,8113,10795,14746,17542,27429,39375
New York,Monroe County,743084,46358,126086,152330,189555,208081,314891,412752
New York,Montgomery County,49294,4064,11639,13628,16957,18467,26738,32462
New York,Nassau County,1355683,34876,95734,122154,167943,187695,313140,453140
New York,New York County,1629153,116693,302969,352650,413446,444466,597199,729516
New York,Niagara County,210145,12154,33053,42314,52541,57675,93022,123408
New York,Oneida County,229074,14812,40829,49300,61729,68075,104259,136741
New York,Onondaga County,461591,30261,77251,94960,116783,127418,193776,255516
New York,Ontario County,109774,4179,14041,17539,22921,26230,44596,59169
New York,Orange County,382077,18622,56846,68005,86111,95084,147607,195128
New York,Orleans County,40624,2507,6878,9478,12426,13569,20652,26032
New York,Oswego County,117630,9612,23268,27916,34923,37542,56182,72663
New York,Otsego County,59593,3367,9573,12286,15536,17223,25541,34587
New York,Putnam County,98714,2864,6862,8405,11435,12593,22772,35474
New York,Queens County,2270976,108393,359053,456004,603515,663370,1017604,1322444
New York,Rensselaer County,159013,7247,21484,25694,32293,35797,57166,77512
New York,Richmond County,475596,25847,65732,79981,97585,106299,165810,222624
New York,Rockland County,325213,21334,58589,69988,85559,91149,127530,160069
New York,St. Lawrence County,108352,8344,21450,26289,32411,34524,51447,65862
New York,Saratoga County,229313,5760,18303,24345,34329,38801,66863,95169
New York,Schenectady County,155086,7218,22441,28040,36316,38696,63140,84372
New York,Schoharie County,31189,1572,4685,5689,7776,8338,13803,18650
New York,Schuyler County,17845,943,3424,4379,5387,6074,8862,11653
New York,Seneca County,34295,1663,5492,6861,9045,10181,16328,21318
New York,Steuben County,95843,5289,17304,22288,29267,32384,48901,61770
New York,Suffolk County,1481364,47288,126074,155813,205331,230494,392232,563858
New York,Sullivan County,75329,3810,13987,16781,21573,23420,36227,45714
New York,Tioga County,48431,1988,7093,9136,12040,13163,21061,29799
New York,Tompkins County,102237,10361,18873,21245,26106,28923,41865,53178
New York,Ulster County,178371,12012,28770,34499,43258,46288,72467,96227
New York,Warren County,64187,2216,7474,9987,13291,14775,24644,34635
New York,Washington County,61304,2382,8578,11367,15454,17186,27665,37248
New York,Wayne County,90103,4248,13229,16871,21259,24475,40443,56180
New York,Westchester County,968738,38520,108167,132543,167066,181977,277954,372452
New York,Wyoming County,40027,1449,4610,6321,8781,9855,17709,25034
New York,Yates County,24981,1377,4319,5347,7011,7759,12839,16326
North Carolina,Alamance County,166144,11035,34121,42094,53577,59053,86311,110786
North Carolina,Alexander County,37271,1854,6351,8227,11298,12818,20112,25177
North Carolina,Alleghany County,11085,759,3259,3955,4594,5005,7017,8275
North Carolina,Anson County,24430,1545,5544,7414,9412,10143,14001,17103
North Carolina,Ashe County,27009,1706,5939,6463,9044,10317,16064,20434
North Carolina,Avery County,17510,767,2743,3554,5055,5553,8299,10209
North Carolina,Beaufort County,47160,2686,10883,13463,16569,17684,26344,32698
North Carolina,Bertie County,19081,1716,5084,6711,8263,8894,11617,14350
North Carolina,Bladen County,33209,3556,9971,12155,14550,15471,22158,25837
North Carolina,Brunswick County,137303,7632,20415,24833,32600,36344,60046,83553
North Carolina,Buncombe County,259576,9774,42107,56428,73456,80416,126374,161948
North Carolina,Burke County,90148,5601,21464,26257,32620,35476,53548,65235
North Carolina,Cabarrus County,211605,8268,28573,36442,48478,52797,86437,118440
North Carolina,Caldwell County,82056,4380,16198,22056,28437,31874,47380,60972
North Carolina,Camden County,10654,182,1328,1784,2432,3061,5079,6868
North Carolina,Carteret County,69301,2827,9229,11887,16843,18743,30584,41089
North Carolina,Caswell County,22619,1346,4507,5251,6505,7025,11421,14770
North Carolina,Catawba County,158507,8563,26228,33736,46829,51131,81766,105303
North Carolina,Chatham County,72853,2978,10950,14225,17379,19526,29549,37181
North Carolina,Cherokee County,28413,2342,6303,8555,10816,11931,17356,20855
North Carolina,Chowan County,13995,1294,3479,4020,4890,5055,8320,9675
North Carolina,Clay County,11150,506,2047,2806,3420,3819,5807,7891
North Carolina,Cleveland County,97765,8995,23788,30190,36781,41073,58173,71880
North Carolina,Columbus County,55659,5203,14547,18720,22727,23930,33453,40398
North Carolina,Craven County,102290,4830,19182,23340,29744,32637,51052,66079
North Carolina,Cumberland County,334562,26398,78315,94586,119844,131285,192430,233686
North Carolina,Currituck County,27210,1024,2885,3842,5606,6320,10809,14979
North Carolina,Dare County,36698,1670,4657,5883,8290,9334,15711,21027
North Carolina,Davidson County,166837,9830,34047,42596,55973,59856,90872,114844
North Carolina,Davie County,42543,2105,7047,8548,10951,11837,19283,26582
North Carolina,Duplin County,58965,4676,15123,19099,25847,27322,38556,46262
North Carolina,Durham County,317665,20331,53528,65699,85778,94227,139483,176949
North Carolina,Edgecombe County,52069,5999,14709,18234,22002,23418,33593,40055
North Carolina,Forsyth County,378499,27212,78086,93928,118492,128099,191617,244325
North Carolina,Franklin County,68027,3693,11904,15268,19833,22271,34588,44234
North Carolina,Gaston County,222119,12996,40313,52890,69043,74784,113230,148635
North Carolina,Gates County,11519,512,2399,2700,3423,3573,6794,8332
North Carolina,Graham County,8501,600,1633,1929,2918,3462,4732,6164
North Carolina,Granville County,59823,3359,10746,13534,16817,18461,28561,36776
North Carolina,Greene County,20987,1379,5137,6042,8039,8465,11599,14340
North Carolina,Guilford County,532956,32886,101758,126847,160828,175998,262545,330973
North Carolina,Halifax County,50678,5379,16791,19994,23742,25471,34541,39764
North Carolina,Harnett County,134328,10129,27017,34369,42775,47456,72106,94191
North Carolina,Haywood County,61862,3366,9808,13789,18083,19556,30217,39712
North Carolina,Henderson County,116298,5038,16335,21951,29421,33168,55267,74218
North Carolina,Hertford County,23752,1499,5809,7642,8907,9369,13646,16846
North Carolina,Hoke County,54590,4693,12445,14273,18987,20560,30646,39050
North Carolina,Hyde County,5089,629,1314,1383,1956,2032,2644,3871
North Carolina,Iredell County,178853,7787,24676,32418,42386,47262,79194,105298
North Carolina,Jackson County,43435,3378,9735,11452,14271,15528,23280,29064
North Carolina,Johnston County,203308,9561,34352,44634,59806,65185,98690,130287
North Carolina,Jones County,9453,627,2807,3293,3956,4376,5967,7170
North Carolina,Lee County,61083,4270,13632,16434,21245,23532,34420,42252
North Carolina,Lenoir County,56350,4459,15423,18985,22724,25006,34736,41789
North Carolina,Lincoln County,84580,3758,13746,16391,22758,25492,38693,51677
North Carolina,McDowell County,45402,2345,9407,12169,15372,16429,26940,33208
North Carolina,Macon County,35172,2340,7303,9421,11965,12972,19624,25042
North Carolina,Madison County,21608,1207,4118,5136,6658,7096,10706,14079
North Carolina,Martin County,22644,2211,6034,7448,8928,9338,14092,17448
North Carolina,Mecklenburg County,1095170,51528,160403,207730,266944,294544,464270,605513
North Carolina,Mitchell County,14959,694,2462,3365,4313,4718,8293,10518
North Carolina,Montgomery County,27223,1840,5570,7026,10216,11045,16441,20439
North Carolina,Moore County,99263,3965,13874,17798,22711,25556,42769,57895
North Carolina,Nash County,94287,5388,20024,24938,30008,34297,54649,66440
North Carolina,New Hanover County,231448,17254,42680,53838,66935,72893,105025,134086
North Carolina,Northampton County,19672,1535,4943,6231,7369,8041,11899,14906
North Carolina,Onslow County,198377,9698,34249,44911,61795,67943,104621,133155
North Carolina,Orange County,146354,10533,20997,25010,31512,33887,51457,68299
North Carolina,Pamlico County,12673,741,2597,3310,4327,4625,6769,8243
North Carolina,Pasquotank County,39775,1516,6148,8403,11260,12350,18185,24106
North Carolina,Pender County,61891,3923,10947,13282,16454,17669,27840,37071
North Carolina,Perquimans County,13513,898,2062,3094,3850,4179,7050,9550
North Carolina,Person County,39561,2111,7849,9370,11763,12578,19374,25716
North Carolina,Pitt County,179961,19811,44001,51584,63627,69810,100277,121200
North Carolina,Polk County,20682,880,3271,3767,5263,6037,10596,14201
North Carolina,Randolph County,143460,9688,29309,37837,50273,54778,82963,103905
North Carolina,Richmond County,44759,4300,12561,15168,18773,19782,27577,33373
North Carolina,Robeson County,131656,15497,44688,52491,63308,67538,89666,104888
North Carolina,Rockingham County,91051,6718,20194,24508,31623,34697,53677,65721
North Carolina,Rowan County,140978,8383,29191,36213,46931,51992,79131,97680
North Carolina,Rutherford County,66741,4598,16144,20272,25804,28171,41480,50689
North Carolina,Sampson County,63284,4561,16325,20210,25774,27964,41555,48724
North Carolina,Scotland County,34921,4544,11524,13198,15854,17012,22177,26336
North Carolina,Stanly County,62050,3872,10197,12970,16802,18436,30777,40811
North Carolina,Stokes County,45688,2550,8042,10604,12906,14565,24647,32386
North Carolina,Surry County,71904,4800,16258,21106,27242,28508,42208,51230
North Carolina,Swain County,14241,1135,3666,4360,5245,6249,8798,10368
North Carolina,Transylvania County,34039,2135,6841,8169,10581,11670,16978,21666
North Carolina,Tyrrell County,3978,240,703,959,1078,1232,2084,2483
North Carolina,Union County,235767,7617,23637,32951,44150,51408,86753,118986
North Carolina,Vance County,44614,4377,12463,14966,18723,20169,28216,33432
North Carolina,Wake County,1091662,41185,125264,155691,206359,226025,366539,500454
North Carolina,Warren County,19746,1747,5226,6481,7726,8337,12208,14093
North Carolina,Washington County,11788,1403,3566,4220,5447,5791,7805,9312
North Carolina,Watauga County,55669,7682,14509,16956,19683,20749,29317,34712
North Carolina,Wayne County,123785,9591,30344,35994,44115,47623,71563,87939
North Carolina,Wilkes County,68341,4296,15337,18578,23641,26369,40164,50611
North Carolina,Wilson County,81579,6466,22114,27961,32443,34201,48515,59279
North Carolina,Yadkin County,37589,2546,7458,9811,12038,12912,20421,26156
North Carolina,Yancey County,17870,1217,3571,4533,6827,7271,10930,13331
North Dakota,Adams County,2271,121,335,456,545,667,1106,1446
North Dakota,Barnes County,10592,503,1195,1537,1979,2142,4922,6255
North Dakota,Benson County,6860,1446,2677,2884,3313,3431,4521,5357
North Dakota,Billings County,886,59,97,103,138,154,400,480
North Dakota,Bottineau County,6418,189,739,912,1169,1308,2175,3074
North Dakota,Bowman County,3091,146,328,388,456,522,1032,1654
North Dakota,Burke County,2142,30,181,245,321,391,785,1080
North Dakota,Burleigh County,95509,3905,9147,11408,14340,16055,29159,44930
North Dakota,Cass County,179937,7561,24034,29538,37834,42335,70184,95948
North Dakota,Cavalier County,3769,95,497,666,769,820,1539,2146
North Dakota,Dickey County,4857,108,430,528,782,985,1868,2856
North Dakota,Divide County,2289,97,389,477,524,542,689,1255
North Dakota,Dunn County,4362,140,388,563,874,941,1518,2024
North Dakota,Eddy County,2262,115,335,462,577,602,1050,1353
North Dakota,Emmons County,3262,102,470,586,765,873,1602,2193
North Dakota,Foster County,3231,72,461,583,680,774,1276,1994
North Dakota,Golden Valley County,1796,47,116,275,355,479,746,948
North Dakota,Grand Forks County,70243,4914,13113,15706,19421,21236,30228,40159
North Dakota,Grant County,2318,83,347,466,602,681,1149,1453
North Dakota,Griggs County,2314,40,182,275,480,568,965,1287
North Dakota,Hettinger County,2510,58,303,392,572,702,1104,1476
North Dakota,Kidder County,2468,59,504,594,833,932,1325,1723
North Dakota,LaMoure County,4225,245,668,774,1001,1043,1810,2441
North Dakota,Logan County,1743,44,196,264,435,452,866,1111
North Dakota,McHenry County,5825,184,681,942,1248,1355,2392,3404
North Dakota,McIntosh County,2535,94,403,504,643,732,1176,1556
North Dakota,McKenzie County,13836,637,2111,2886,3316,3603,5297,7182
North Dakota,McLean County,9531,292,1043,1166,1609,1774,3218,4755
North Dakota,Mercer County,8359,512,1080,1342,1678,1799,2915,3967
North Dakota,Morton County,31118,1096,3391,4297,5608,6738,11613,15377
North Dakota,Mountrail County,10348,497,1753,2239,2895,2993,4297,5648
North Dakota,Nelson County,2864,167,385,474,798,853,1390,1755
North Dakota,Oliver County,1962,96,313,338,407,460,779,1167
North Dakota,Pembina County,6850,176,833,1121,1458,1718,2735,3837
North Dakota,Pierce County,4061,228,684,806,1033,1181,1766,2250
North Dakota,Ramsey County,11521,815,2231,2489,2874,3144,5482,6673
North Dakota,Ransom County,5258,287,754,898,1140,1224,2206,3036
North Dakota,Renville County,2387,52,171,279,366,400,799,1236
North Dakota,Richland County,16245,919,2579,3045,3992,4571,7041,9431
North Dakota,Rolette County,14437,2287,4701,5520,6760,7137,9307,10859
North Dakota,Sargent County,3899,79,267,328,495,567,1274,2037
North Dakota,Sheridan County,1289,12,96,163,222,368,607,816
North Dakota,Sioux County,4339,892,1754,2168,2451,2487,3115,3602
North Dakota,Slope County,788,5,96,124,141,185,295,413
North Dakota,Stark County,31164,1892,4036,5269,6928,7605,11169,15783
North Dakota,Steele County,1817,148,200,263,331,395,636,966
North Dakota,Stutsman County,20879,1219,2865,3830,5318,5786,9148,12141
North Dakota,Towner County,2191,56,287,432,583,618,1117,1472
North Dakota,Traill County,7999,192,745,939,1434,1601,2922,4434
North Dakota,Walsh County,10642,457,1498,2317,2910,3154,5033,7108
North Dakota,Ward County,68962,2861,8101,9373,13041,15340,26440,38150
North Dakota,Wells County,3889,108,490,576,862,1080,1886,2332
North Dakota,Williams County,36044,964,3080,4642,6757,7552,11963,17863
Ohio,Adams County,27685,1869,7129,9087,11380,12435,17556,21072
Ohio,Allen County,102808,5846,17435,22183,29416,32385,52816,69750
Ohio,Ashland County,53533,2969,8697,11005,15227,16359,26109,35444
Ohio,Ashtabula County,97416,7911,25007,30387,36485,39192,56670,69567
Ohio,Athens County,65945,8883,18277,21112,24454,25845,34357,42072
Ohio,Auglaize County,45709,1439,4898,5945,8609,9819,18067,26755
Ohio,Belmont County,67424,3245,10414,12960,17677,19965,32449,43385
Ohio,Brown County,43508,2426,9478,10949,12786,14135,21850,29267
Ohio,Butler County,382129,21862,54737,69016,89594,98602,157815,212767
Ohio,Carroll County,27195,1466,4423,5616,7373,8740,14277,18517
Ohio,Champaign County,38861,1765,5409,6796,9257,10416,19782,25169
Ohio,Clark County,134409,9358,26893,33843,43713,47546,72500,92672
Ohio,Clermont County,205616,9779,26010,34296,43462,48247,81220,113326
Ohio,Clinton County,42000,2591,7932,9952,12974,13836,20994,27744
Ohio,Columbiana County,102514,6144,18177,22752,30395,33395,53902,70280
Ohio,Coshocton County,36558,2713,8438,10156,12688,13784,21962,27441
Ohio,Crawford County,41603,2223,7920,10276,13846,15354,23961,30630
Ohio,Cuyahoga County,1241475,94753,261718,315000,387911,418632,608212,766893
Ohio,Darke County,51387,1995,7511,11039,14737,16544,26549,34637
Ohio,Defiance County,38024,1196,5113,6519,8811,9938,16799,24355
Ohio,Delaware County,205454,3999,11770,14912,19922,21849,42405,65368
Ohio,Erie County,74419,4027,11853,14114,19111,20784,34103,46947
Ohio,Fairfield County,156204,5238,17878,23158,31584,35758,59886,85431
Ohio,Fayette County,28609,2187,5689,7463,9410,10560,17041,20557
Ohio,Franklin County,1304715,86233,243375,293865,363617,398309,606777,780723
Ohio,Fulton County,42186,1556,5119,7045,9484,10712,20134,27282
Ohio,Gallia County,29995,1705,6246,7264,9039,10107,16142,20464
Ohio,Geauga County,93657,2460,8090,10823,15080,17027,29855,44975
Ohio,Greene County,167867,8274,21689,27027,34633,39430,62994,85518
Ohio,Guernsey County,38996,3280,9002,10658,13445,14931,22333,28613
Ohio,Hamilton County,815790,55754,150974,179043,228923,246341,367549,474889
Ohio,Hancock County,75765,3226,10109,12903,17716,19964,34718,46164
Ohio,Hardin County,31393,1811,5539,6646,8873,9875,16780,20904
Ohio,Harrison County,15132,1029,2949,3525,4706,5234,8359,10916
Ohio,Henry County,27068,938,3249,4351,6195,7045,12285,17096
Ohio,Highland County,43080,2848,9853,12085,15222,16761,25324,31454
Ohio,Hocking County,28306,1914,5178,6626,8337,9232,14675,20235
Ohio,Holmes County,43954,1557,5910,8245,10983,12704,24863,31561
Ohio,Huron County,58271,2990,9409,12230,16342,18107,29986,40511
Ohio,Jackson County,32440,2046,8138,9523,11547,12855,18506,23760
Ohio,Jefferson County,65943,5153,13949,16785,21591,23053,35563,45697
Ohio,Knox County,61776,3448,9105,10927,15046,17277,28398,37185
Ohio,Lake County,229755,7249,25559,32520,46003,51180,89085,127076
Ohio,Lawrence County,59901,4581,14045,17592,22616,23941,35445,44362
Ohio,Licking County,175409,7836,23580,29508,38182,41881,71099,95906
Ohio,Logan County,45315,2334,6570,8945,11438,13182,21801,29708
Ohio,Lorain County,309134,18380,49377,59631,78719,86226,135197,181080
Ohio,Lucas County,430319,39094,97026,115148,142148,154715,223878,279894
Ohio,Madison County,44248,1821,4898,6040,8402,9161,16126,22306
Ohio,Mahoning County,228452,16429,49889,58898,73477,80487,118701,150124
Ohio,Marion County,65179,4677,11181,14827,19269,21230,33025,42432
Ohio,Medina County,179116,4399,14087,18623,26060,30414,57527,87072
Ohio,Meigs County,22974,1737,5933,7420,8722,9509,13602,16377
Ohio,Mercer County,41034,842,3315,5518,7631,8239,16189,24002
Ohio,Miami County,106074,3929,13003,16627,22935,25987,45988,63758
Ohio,Monroe County,13827,822,2944,3540,4390,5015,7549,9414
Ohio,Montgomery County,531988,36653,105781,127755,160728,174889,258529,334039
Ohio,Morgan County,14557,975,3530,4529,5788,6238,9443,11261
Ohio,Morrow County,35148,1095,4390,5844,8359,9720,16891,22803
Ohio,Muskingum County,86033,6006,17742,21498,27549,30119,46142,59824
Ohio,Noble County,14410,610,2286,2672,3408,3804,6628,8802
Ohio,Ottawa County,40557,1756,4818,6407,9015,10050,16743,23571
Ohio,Paulding County,18742,757,2637,3445,5022,5371,9032,13100
Ohio,Perry County,36076,2638,7135,8764,12082,13151,19927,26826
Ohio,Pickaway County,58112,3609,8871,10653,13902,15088,24818,32678
Ohio,Pike County,27914,2007,7367,9048,11447,11816,16053,19991
Ohio,Portage County,162476,7629,23368,29581,38785,42871,68036,92275
Ohio,Preble County,40995,1333,5135,6407,8846,10041,19280,26854
Ohio,Putnam County,33836,1013,3336,4190,5561,6580,13186,18997
Ohio,Richland County,121043,6389,21351,27802,37103,40785,63011,80853
